Type,Trait value
Ranking,35.05100219004873
Review,2.9880121960131087
Review,3.3150335283208348
Review,2.1886150587366027
Ranking,43.11311333186498
Ranking,45.54026101240661
Ranking,15.262652339329097
Ranking,14.645698419818354
Review,4.278755167800739
Review,4.4975950659044575
Review,2.378242837617208
Review,2.036353762215527
Review,3.5260241904478726
Ranking,13.094888646009261
Review,3.37838794727209
Ranking,6.782878418281046
Review,3.9472611692241983
Review,4.532195977894297
Review,2.8394247367806598
Review,2.9131833560606144
Review,4.287424206371659
Ranking,32.92616961847056
Review,4.423422769459293
Ranking,9.419851527446493
Ranking,16.834407540770947
Ranking,40.40219193456139
Ranking,32.943620372733115
Ranking,17.953874204429987
Ranking,12.162515868699769
Review,3.398859448631091
Ranking,15.055264343471308
Ranking,40.138131280226595
Review,2.445860635806117
Ranking,46.33093530458967
Review,3.833887316334576
Review,4.568264949132445
Review,2.277334721646187
Review,3.033732541234268
Review,3.395287577409716
Review,2.1011447309728655
Review,2.8975763182056937
Ranking,4.884835012726879
Ranking,5.745076561015705
Review,2.7275936409467123
Ranking,32.12298878437624
Review,2.2478561843375604
Review,4.17018274924521
Ranking,3.3125422958193984
Review,3.3787380459030265
Ranking,8.307112546912476
Review,3.8828583904766827
Review,4.278843238266427
Review,4.20259286336944
Ranking,9.626551318920985
Review,2.1568845866990856
Review,3.4740036030746118
Ranking,44.17484575136253
Ranking,24.98885153424652
Ranking,42.4116220506769
Review,2.6712701552379006
Ranking,32.906893697003525
Ranking,3.3544553321024018
Ranking,48.21354951131721
Ranking,38.35851127292674
Review,3.521057658383656
Review,2.575637971924801
Review,4.122152533966228
Ranking,46.76587869664584
Ranking,21.622192980441106
Review,4.116876247353005
Review,2.600372573157678
Ranking,9.049652106483109
Ranking,33.03253877151033
Review,3.2736058863215045
Ranking,45.265428242375606
Ranking,1.0108576438060402
Review,4.745739259725934
Review,4.500588853274289
Ranking,47.72678470630049
Review,3.8086717739930434
Ranking,21.45452853524309
Ranking,7.37453022733463
Review,3.7649805626485002
Ranking,28.921029125731362
Ranking,49.11465046630384
Review,3.478262357478764
Review,2.8167419355039
Review,2.8395570622360298
Ranking,17.168717488778206
Review,2.3759784503590033
Review,4.9507845459201025
Ranking,17.931031318880624
Ranking,9.400066108732757
Ranking,25.074963810249674
Ranking,49.42667469594567
Ranking,49.29546505319251
Review,4.3930904620688676
Ranking,20.214310720784677
Review,3.654201383517899
Ranking,41.38668178906309
Ranking,12.348331010805492
Review,4.046078250740726
Review,4.9144904568918415
Review,2.6001836876391113
Ranking,38.93236713449238
Ranking,8.217129229661824
Ranking,28.496777340905695
Ranking,15.259528277268942
Review,3.185814891397246
Review,2.9080254475027414
Review,2.4995400804965295
Review,3.048523715144036
Review,4.1844508855486335
Review,4.389581355363373
Ranking,17.266495446608143
Review,3.6042825481137113
Review,3.1062421310645334
Review,3.188014639157096
Ranking,11.214254303449739
Ranking,16.338779167583994
Review,4.9130281192206
Review,2.415701066766965
Review,4.991929336836693
Review,2.6513049494231633
Ranking,32.557716256344435
Review,3.0509449446482924
Review,3.3555556605198618
Review,4.416636088475746
Review,3.0926369864783942
Ranking,10.560733326707144
Ranking,36.2318783365871
Review,2.7600054074655165
Ranking,45.63223280036721
Ranking,26.5514417917242
Ranking,29.10279125779109
Ranking,23.116715796561383
Ranking,11.409291871409183
Review,3.552170848750765
Ranking,36.255181038086654
Review,2.86395589158604
Ranking,30.95309926294812
Ranking,32.72561881480252
Review,2.946173573089899
Review,2.1909503400065673
Review,2.337664810228242
Review,2.9231477071013736
Review,4.452161829289237
Ranking,13.7571469667935
Review,3.2190879229081624
Review,4.099304187495656
Review,2.053773208955851
Review,2.102492658002328
Ranking,7.61732633444373
Ranking,37.05943160695179
Review,3.3971342407413174
Ranking,18.618006154833672
Review,3.113714484616462
Review,3.0694097108738476
Review,4.0147182080309465
Ranking,43.20536302655408
Review,3.5573009114764695
Review,4.32345006536967
Review,2.0920810155980556
Ranking,46.05615474151525
Review,2.7547121913876573
Review,3.417997928819434
Review,4.434268354010274
Review,2.574953812688007
Ranking,4.818423422039375
Ranking,29.848360324499563
Ranking,7.351369060896385
Review,3.9573440382673413
Ranking,37.41556791006474
Ranking,19.209228883796165
Ranking,33.32070259464481
Review,2.033161159335275
Review,3.145395249207995
Ranking,8.779608537654005
Review,2.04567525724448
Review,4.21836533439533
Review,2.577894996253048
Review,2.458459381852439
Ranking,11.8884239678608
Review,2.621148960543387
Review,2.112669094386071
Ranking,37.40702517562578
Ranking,25.167642646954196
Ranking,9.335970999711323
Ranking,5.715884177379338
Ranking,26.980153799019778
Ranking,3.371990242884543
Ranking,0.4564173907874447
Ranking,46.22033987713138
Ranking,36.05745289134128
Ranking,32.09705798106869
Review,3.9407497874175705
Review,3.0420614338881378
Review,2.398926463493357
Ranking,42.413773613615675
Ranking,47.203159744536165
Ranking,24.496459732932824
Ranking,45.321163087704655
Review,4.782922170028833
Review,3.5009804093117545
Review,4.25673668894833
Ranking,26.54000689479466
Ranking,36.40623456145939
Ranking,27.129777727855465
Ranking,12.660172382324191
Ranking,7.842385958175679
Review,2.5215739251581533
Review,4.614823723706518
Review,4.921586821145394
Ranking,44.5488782379094
Review,4.704987282872005
Ranking,6.927796407237363
Review,3.062010045085483
Review,2.989483719482333
Ranking,40.66075893487223
Ranking,33.16203699580454
Review,3.16232042221894
Ranking,33.395757323682524
Ranking,18.873275694302986
Review,2.4745791851291457
Ranking,34.11048414489556
Ranking,11.86628080088113
Ranking,35.77755251071095
Ranking,13.64806164896908
Review,4.71226428819916
Review,4.603706924859181
Ranking,5.587803313567807
Ranking,17.45278685475839
Review,2.710088627970488
Ranking,13.885177362530039
Ranking,45.26570180850015
Review,4.3397259972133995
Ranking,32.14791525113106
Ranking,17.02459986907354
Ranking,7.409044581766549
Review,2.791994832622037
Review,4.946888021962091
Ranking,26.979301317760314
Ranking,37.869063549488764
Ranking,24.993353746995407
Review,2.531894046605591
Ranking,7.6971332201671405
Ranking,1.6132429362169964
Ranking,17.83217293906894
Review,3.524644539423533
Ranking,12.52157366852672
Ranking,9.732333976735324
Review,3.1085619022277093
Ranking,9.65699391968694
Review,4.599313853095113
Review,2.808748523775502
Review,2.5376970178388056
Ranking,14.545568654371666
Review,4.1302295745190865
Review,3.466470856450778
Ranking,43.37357254326103
Ranking,2.8503003845189667
Ranking,7.712548271623914
Review,3.363246367316827
Review,4.915661992035622
Review,2.0111179921843814
Ranking,28.427195788564198
Ranking,23.473639405107207
Review,4.031507366325842
Review,2.9848816114658616
Review,4.295036251240978
Review,2.079060007589667
Review,4.4173701016469735
Ranking,18.649721583428608
Review,3.4448523185431665
Review,3.0936229494782856
Ranking,10.778141964702858
Review,2.032813304665686
Ranking,7.366656288107315
Review,4.057400189491469
Review,3.168411684446812
Ranking,26.20540442783493
Ranking,29.524578050872062
Review,2.149448772795752
Ranking,21.961554851188623
Review,4.686459168996045
Ranking,13.480233011729531
Review,4.138712918340591
Review,3.4119682983526247
Review,2.2358950654561696
Review,3.5424236143280625
Ranking,37.81253551010625
Ranking,6.825155096037444
Review,3.724176021915575
Review,2.5236247312875926
Review,2.796215862380512
Ranking,35.33429859138909
Review,3.8139521757136787
Review,3.599340846503345
Ranking,15.31138539254685
Review,4.218582571719919
Review,4.348727408113886
Review,3.5564376992834212
Review,2.9449027377019443
Review,4.412880241114296
Review,3.1810189905484227
Ranking,9.945059055521243
Ranking,18.701289143831236
Ranking,48.01306624142697
Review,3.8422629388124516
Ranking,12.456890482661553
Ranking,16.75174437250046
Ranking,43.23359594207202
Review,4.325981462924755
Review,4.70033281364304
Review,4.732786967745991
Ranking,5.133188574433728
Review,2.461089355237063
Review,3.324655991685964
Review,4.79895325427514
Ranking,39.88723929879602
Ranking,6.013436827550817
Review,2.7493323249457102
Review,2.25869097051017
Ranking,44.16060706602821
Review,4.9234662811970065
Ranking,46.70204874981946
Ranking,14.533532956057932
Review,4.123524540789815
Review,2.929212410181732
Review,3.2646384704501923
Ranking,0.012671307769218654
Review,4.749776828036844
Ranking,23.893006536969434
Ranking,43.9647456608907
Review,2.133153602318229
Review,3.8399542056909595
Ranking,36.6108448307682
Ranking,49.70119155540017
Ranking,19.713765585117937
Review,4.473500505479571
Review,3.4277284605777796
Review,4.342700408670362
Review,4.945759185633893
Ranking,1.4304357803487988
Review,2.414402288863556
Ranking,25.723560794398065
Ranking,49.87320785540334
Ranking,2.6218749724072286
Ranking,43.71661262511385
Review,4.5938956667564845
Ranking,40.994170912095385
Review,3.0645551763527585
Ranking,4.505221776435758
Review,2.9706252192898583
Ranking,4.432441373673191
Review,4.195421135061254
Ranking,37.05095074911602
Ranking,33.11685199881171
Ranking,31.530094780204333
Review,2.6376039702361527
Review,3.160951050543392
Review,2.773245934106394
Ranking,7.494747467870944
Review,4.123740161487756
Ranking,10.275200380044398
Review,2.6173832273694106
Ranking,42.24056427026453
Review,3.215971330068027
Ranking,44.102697914244224
Ranking,26.263846245608498
Ranking,47.365565755686404
Ranking,29.833741517945555
Review,4.610582836317726
Review,2.435195149941078
Review,4.281148643501871
Ranking,26.911994907338194
Review,4.456852066726271
Review,4.12431554330527
Ranking,38.322975492498045
Ranking,6.392970046213037
Ranking,39.12791583563538
Review,3.342056805878846
Review,4.335829316278661
Review,3.055466409925662
Review,4.3085487722958575
Ranking,25.521319809539595
Review,4.45025573072784
Ranking,13.63359903091057
Ranking,19.841787056802733
Review,4.546771366601883
Review,3.7028045578079034
Ranking,39.7242166622685
Review,4.009070835624543
Review,3.7755119758632296
Ranking,41.915467203835455
Ranking,36.11295203162172
Ranking,27.30536273639215
Ranking,34.79778084645026
Review,3.070600982688666
Review,2.6458041340223772
Ranking,1.4687927530879774
Ranking,39.90412992062717
Review,3.5758600922846364
Review,2.83415162160493
Review,4.321053937871606
Review,2.6569868876387024
Review,4.96302028415909
Review,4.824110452506337
Ranking,48.664375259939106
Review,3.1714404448196047
Ranking,41.518251022453164
Ranking,45.41065798551285
Ranking,39.02327823358551
Ranking,35.36934871227549
Review,2.483332684939023
Review,4.01243488339212
Review,4.988790539703526
Ranking,44.96121552220933
Ranking,36.956681403831546
Ranking,5.255388730520299
Ranking,24.708156704816435
Review,4.3200233979470815
Ranking,39.917294615266165
Review,3.757683208677279
Ranking,28.128239617194446
Review,3.2391956511608146
Review,4.6837693686192985
Ranking,22.026560696593673
Ranking,0.15145373664446904
Ranking,6.044015381942868
Review,4.695197787040733
Review,3.6652509231317714
Ranking,0.159294821142969
Ranking,1.859406577289835
Review,3.29581614176993
Review,4.517631522534768
Ranking,2.5733631858989083
Review,4.673738552927242
Review,3.985796481145681
Ranking,46.83548386138006
Ranking,21.069859001479372
Review,2.550706480901504
Ranking,18.683633459623966
Ranking,11.245018486000102
Ranking,36.101950190657256
Ranking,28.271738588485146
Review,2.4151206764951674
Ranking,25.762023059839418
Ranking,28.494449425397345
Review,3.136577123593458
Ranking,13.358091370631792
Review,4.715975769073248
Review,4.889887395600796
Ranking,43.318152627794035
Review,2.7362798970616398
Review,4.4818020309725695
Review,3.739020364837267
Ranking,45.010039368986924
Review,2.9533632095849542
Ranking,23.49572030214524
Ranking,17.375652166521892
Review,3.07216580193173
Review,4.268185834208249
Ranking,37.42323298779625
Ranking,25.154718251741443
Ranking,6.259601049447999
Review,4.706499235035819
Ranking,17.348502112380654
Ranking,20.966009622272885
Ranking,8.867741564612153
Ranking,32.715463106247164
Review,2.8594988093012907
Ranking,10.401022027034063
Ranking,4.429630748837404
Ranking,25.92543843130554
Review,4.460593651395985
Ranking,32.060637730030564
Ranking,37.94052575719512
Review,3.3730830381910986
Ranking,39.23167315663547
Review,3.931418799395235
Ranking,21.234109009201624
Review,3.336131478169256
Review,4.2293679923767
Review,4.559160295305657
Ranking,49.3005888095403
Review,2.694606423422944
Review,4.739668915097656
Review,4.462244253431855
Ranking,29.55337498266187
Ranking,0.4720917954295578
Review,4.4691284515084515
Review,2.0816217899832345
Review,3.0020225015696966
Review,3.962983688327686
Ranking,36.493167382093304
Ranking,38.31367916104455
Ranking,13.196463928865555
Ranking,29.595221547494234
Review,4.957138338098506
Ranking,7.404804847455004
Ranking,18.860315444351862
Review,2.639626749801017
Review,3.1583442164302697
Ranking,5.89314871291684
Ranking,7.438468007683241
Ranking,39.32901680570203
Review,4.189363851670976
Review,4.393529222767162
Ranking,6.216076660154846
Ranking,28.493138129318478
Ranking,5.354062652869867
Review,4.985419550683014
Review,3.86989746501592
Ranking,19.80282822975478
Review,3.408928310655519
Ranking,12.463149349660362
Review,4.230595611213932
Review,3.611347466417298
Review,3.647094891762376
Ranking,3.63920579280908
Ranking,18.271737996321463
Ranking,37.041416001984715
Review,2.471735808406205
Review,2.5112678556877865
Ranking,3.9102189691155145
Ranking,34.032521628930134
Review,4.337796588953085
Ranking,27.052835667024873
Ranking,17.76807582442824
Review,2.9929865740516304
Review,2.4696441397747604
Review,4.5196710365781625
Review,4.109619924486638
Review,4.1011577801723655
Ranking,46.20397680453052
Review,2.589380254125374
Ranking,3.9118129687853385
Ranking,36.40434329080906
Ranking,28.909676313237448
Review,4.425332281072321
Review,2.2631574580226643
Ranking,34.77283798736295
Ranking,21.031329141253085
Ranking,31.39715039919465
Review,2.570987341743287
Ranking,27.143060637782884
Review,4.3696674590546305
Ranking,12.353886982660939
Review,3.971492322835866
Ranking,42.46837393778754
Ranking,18.65139312989921
Review,2.008066675310318
Review,4.203949074492099
Ranking,49.46423790648843
Review,3.884582679060543
Ranking,47.869165527877236
Ranking,7.936881579917953
Ranking,20.18849007320176
Ranking,12.790869325922483
Ranking,45.83974641333402
Review,4.239704455973207
Review,2.849936173215942
Review,2.5169569723912324
Review,2.6160626145473884
Review,4.176841555276805
Ranking,9.063760583813457
Review,2.7544537178041604
Ranking,36.77696152773173
Review,3.655554495621619
Review,3.978745683540453
Review,4.831278776925888
Review,2.374726870497655
Ranking,32.213658337765715
Ranking,12.570753526252581
Review,4.0281223893902816
Review,3.2492786303789662
Ranking,14.822831796853613
Ranking,33.168051595899506
Review,4.013883398050263
Ranking,23.413084988475546
Ranking,29.067449771246885
Ranking,15.918800462049226
Review,2.7331059365623456
Ranking,17.54714057519071
Ranking,30.02605448368853
Ranking,3.0489793167654544
Ranking,49.82329914394175
Ranking,35.659725177432435
Ranking,14.363769059996685
Review,2.7704545160653895
Ranking,10.767113225666492
Ranking,41.943296744562076
Review,3.0477697762107545
Ranking,10.46392022433068
Review,4.896505720344326
Review,2.7493342551801634
Review,4.497894722890075
Review,2.003983693246083
Review,3.6438887730442757
Ranking,18.257730854522546
Review,4.989677478473873
Ranking,13.625823859042763
Review,4.312478925420408
Ranking,13.672888934426537
Ranking,48.29417218736916
Ranking,12.79054450933404
Review,2.4901827271076074
Review,4.170351531738972
Ranking,21.56657989444702
Ranking,47.40483761750185
Ranking,36.6632921893768
Ranking,36.5075367195252
Ranking,10.679916808755701
Review,4.827038641043842
Review,4.967055174966543
Review,3.414915735914401
Review,2.4591012062358883
Ranking,29.286889484759264
Ranking,20.07739406675022
Review,3.499384624067509
Review,3.5549804370569293
Review,2.8457431153631774
Review,2.4768791367817133
Ranking,20.669769399952415
Review,2.523197640214857
Review,3.385667713576368
Ranking,21.43393206625882
Ranking,6.334221668827156
Ranking,9.806093206524597
Ranking,16.678832236965807
Ranking,19.432888058621874
Review,2.6284632005614106
Ranking,18.244334502258496
Ranking,27.59149238166925
Review,3.8183386390400713
Review,4.403044184366205
Review,2.984498507714137
Review,3.4349553175767498
Ranking,38.49482404670082
Review,2.569381715653046
Review,4.387448232078354
Ranking,22.934785128893097
Review,3.107613730959673
Ranking,19.855553072385607
Ranking,15.421444703097965
Review,4.535511343758645
Review,2.2675350000674657
Review,4.202212200213999
Ranking,28.019744628381577
Review,4.828259255394368
Review,4.009949113421269
Review,3.577562938468315
Ranking,19.021341242107987
Review,4.120173125624883
Ranking,45.87808448678445
Ranking,31.702879892560816
Ranking,30.624632589426596
Review,3.2723150920128488
Ranking,4.661958137462019
Ranking,28.533012544020004
Review,3.514009914887364
Review,3.260367311299849
Ranking,37.13714568539564
Review,2.4351951504219773
Review,2.890479693533398
Review,4.923302612332419
Ranking,13.973209971344458
Ranking,16.41003318073142
Review,2.8697853978436116
Review,3.4422972094946584
Review,3.252661620500659
Ranking,37.041547427411466
Ranking,23.83024557485152
Review,4.983282582848059
Review,4.355765423355368
Ranking,11.130734397587894
Review,4.240502307206443
Review,2.861572118831254
Ranking,13.626714552701136
Review,4.859497563013274
Review,4.0038625956075595
Ranking,44.499083205369836
Review,2.877944387066196
Ranking,4.338461388196651
Ranking,13.016529744258687
Review,4.15978052114124
Review,4.883461082026734
Ranking,5.745967631861603
Review,4.8057388842946
Review,4.372179417291875
Ranking,7.412590781299516
Ranking,13.278117499781017
Review,3.972865182575604
Ranking,18.835766089066635
Ranking,40.19558811580162
Ranking,8.855244533857821
Review,2.1931039080332972
Ranking,47.22793110788391
Review,2.8456584542006516
Review,3.8798357884018535
Ranking,42.87069111482192
Ranking,29.587516620914872
Ranking,27.861590144064913
Review,4.382332993658953
Ranking,11.081597490460215
Ranking,14.549064831974224
Ranking,15.519253418779599
Ranking,39.72577491648189
Review,3.64353808558396
Review,3.403968080666878
Review,4.463760175036802
Ranking,3.4047971119339273
Review,3.2522044653421447
Ranking,24.41591087640125
Review,2.0851456937397805
Review,2.8254561108877603
Review,3.899609513227446
Review,3.703994203439225
Ranking,20.835843038108493
Review,2.2092454416279845
Ranking,42.148560947443585
Ranking,48.629248915335346
Ranking,34.44273570029786
Review,4.834598399770286
Review,3.4562461399276936
Ranking,44.76486311632995
Ranking,2.2396036620687676
Review,4.122968530388871
Review,3.3572144469748344
Review,2.7107589528688245
Review,3.411810424813483
Review,2.619180951683508
Ranking,19.230916934308475
Review,4.943751482246328
Review,3.690005521831603
Review,3.554790826537412
Review,2.323101606159018
Review,4.946090798450803
Review,4.178504415683506
Ranking,5.1043143873699846
Review,4.702486715148299
Review,2.980060506595435
Review,4.763601555091332
Review,3.833004713973025
Review,3.69360067182192
Review,4.503518379004262
Ranking,31.831767469930526
Review,2.0599758917287283
Review,4.619065289746057
Review,3.344107841152848
Review,3.54181171026373
Ranking,45.30470049964006
Review,3.3517586164966753
Ranking,19.284598020634427
Review,3.644881179028261
Review,3.1574926865861586
Review,3.006126033047988
Ranking,43.765284936260386
Ranking,46.105202903435696
Ranking,1.7320800888529997
Review,2.6471794860093616
Review,2.8902064315597062
Review,3.880034204067264
Review,2.9620862023608896
Ranking,0.7721068863798808
Ranking,0.005383690135085661
Review,3.0512129435149955
Review,3.8532985449462074
Review,3.583804598153621
Review,2.8561835208676727
Review,3.1642622642940803
Ranking,31.76435747591987
Review,2.3685094443491086
Review,3.372865267773373
Ranking,1.23110953204153
Review,4.103162822398076
Ranking,49.41543238458842
Ranking,4.249381049174095
Review,4.5885391250249965
Ranking,10.776340241459215
Ranking,15.682147016523556
Ranking,30.42779007188591
Review,4.129167602700463
Ranking,39.457343980204776
Ranking,15.884020080547723
Ranking,10.188166511788205
Ranking,19.931844679877837
Review,4.558289271124549
Ranking,7.094906852604871
Review,3.375378219831801
Review,4.577372716313231
Ranking,23.308035021195945
Ranking,39.37112746794864
Ranking,46.94405531855475
Ranking,23.218676820172785
Review,2.385836805068827
Review,4.707857030819973
Ranking,2.9897883060142405
Ranking,1.7455452881915356
Ranking,21.192633932611116
Ranking,48.330632595311876
Review,4.06830806921436
