State,Year,Population,Violent Crime Rate,Murder Rate,Forcible Rape Rate,Robbery Rate,Aggraveted Assault Rate,Property Crime Rate,Burglary Rate,Larceny & Theft Rate,Motor Vehicle Theft Rate
Alabama,1963,3347000,182.6999969,10.19999981,5.6999998089999995,24.70000076,142.1000061,1150.900024,376.89999389999997,683.4000244,90.59999847
Alabama,1964,3407000,213.10000609999997,9.300000191,11.69999981,29.10000038,163.0,1358.699951,466.6000061000001,784.0999756,108.0
Alabama,1965,3462000,199.8000031,11.39999962,10.60000038,28.70000076,149.1000061,1392.699951,473.70001219999995,812.0999756,106.90000149999999
Alabama,1966,3517000,230.3000031,10.89999962,9.699999809,32.0,177.6999969,1528.0,527.5,869.5999756000001,131.0
Alabama,1967,3540000,238.60000609999997,11.69999981,10.5,33.0,183.5,1612.400024,571.4000244,895.0,146.0
Alabama,1968,3566000,232.39999390000003,11.80000019,11.10000038,41.0,168.5,1766.5999760000002,628.2000122000001,967.7000122000002,170.6999969
Alabama,1969,3531000,250.39999390000003,13.69999981,14.0,41.0,181.6999969,1876.199951,667.2000122000001,1037.800049,171.1999969
Alabama,1970,3444165,295.7000122,11.69999981,18.5,50.29999924,215.1999969,2183.800049,776.4000244,1184.0,223.5
Alabama,1971,3479000,311.39999389999997,15.10000038,19.0,57.59999847,219.6999969,2187.0,791.7999877999999,1173.900024,221.1999969
Alabama,1972,3510000,313.2000122,14.10000038,18.79999924,68.59999847,211.6999969,2081.300049,789.5999756,1096.699951,195.0
Alabama,1973,3539000,350.10000610000003,13.19999981,21.20000076,79.40000153,236.3000031,2232.199951,897.2999877999998,1107.800049,227.1999969
Alabama,1974,3577000,372.89999389999997,15.0,22.70000076,99.59999847,235.60000609999997,2627.199951,1057.900024,1308.699951,260.6000061
Alabama,1975,3614000,392.89999389999997,16.0,20.39999962,123.0,233.5,3079.600098,1163.800049,1645.5,270.2999878
Alabama,1976,3665000,388.7999878,15.10000038,21.70000076,96.0,256.0,3419.5,1170.0,1987.199951,262.2999878
Alabama,1977,3690000,414.39999389999997,14.19999981,25.20000076,96.80000305,278.2999878,3298.199951,1135.5,1881.9000239999998,280.7000122
Alabama,1978,3742000,419.10000610000003,13.30000019,25.5,99.09999847,281.2000122,3519.6999509999996,1229.300049,1987.9000239999998,302.5
Alabama,1979,3769000,413.2999878,13.19999981,27.5,109.5,263.1000061,3830.5,1287.300049,2223.199951,320.10000610000003
Alabama,1980,3861466,448.5,13.19999981,30.0,132.1000061,273.2000122,4485.100098,1526.699951,2642.199951,316.2000122
Alabama,1981,3916000,470.5,11.89999962,26.10000038,126.5,306.10000610000003,4428.299805,1450.699951,2693.300049,284.2000122
Alabama,1982,3943000,447.70001219999995,10.60000038,26.0,112.0,299.10000610000003,4185.799805,1256.199951,2656.399902,273.2999878
Alabama,1983,3959000,416.0,9.199999809,23.5,98.40000153,284.89999389999997,3685.0,1073.099976,2381.399902,230.5
Alabama,1984,3990000,431.20001219999995,9.399999618999999,25.10000038,96.09999847,300.60000610000003,3470.899902,1001.7999880000001,2235.5,233.60000609999997
Alabama,1985,4021000,457.5,9.800000191,26.79999924,105.40000149999999,315.5,3484.600098,1034.900024,2191.199951,258.5
Alabama,1986,4053000,558.0,10.10000038,28.39999962,111.59999850000001,407.89999389999997,3730.3000490000004,1159.0,2304.399902,267.0
Alabama,1987,4083000,559.2000122000001,9.300000191,27.79999924,112.1999969,409.89999389999997,3892.1999509999996,1198.300049,2431.100098,262.7999878
Alabama,1988,4127000,558.5999756,9.899999618999999,29.79999924,117.8000031,401.2000122,4003.100098,1233.800049,2502.600098,266.7000122
Alabama,1989,4118000,590.7999877999999,10.19999981,31.0,133.8999939,415.7000122,4037.0,1146.800049,2592.800049,297.5
Alabama,1990,4040587,708.5999756,11.60000038,32.59999847,143.6999969,520.7000122,4206.700195,1103.400024,2755.399902,347.7999878
Alabama,1991,4089000,844.2000122000002,11.5,35.59999847,152.8000031,644.4000244,4521.399902,1268.599976,2889.5,363.39999389999997
Alabama,1992,4136000,871.7000122000002,11.0,41.20000076,164.8999939,654.5999756,4396.399902,1186.0,2848.199951,362.2999878
Alabama,1993,4187000,780.4000244,11.60000038,35.09999847,159.5,574.2999877999999,4098.399902,1088.599976,2672.0,337.7999878
Alabama,1994,4219000,683.7000122000001,11.89999962,35.20000076,171.1999969,465.29998780000005,4219.399902,1044.400024,2843.100098,331.7999878
Alabama,1995,4253000,632.4000244,11.19999981,31.70000076,185.8000031,403.7000122,4215.700195,1024.800049,2844.300049,346.60000610000003
Alabama,1996,4273000,565.4000244,10.0,33.0,167.0,356.0,4254.700195,1002.099976,2886.699951,366.0
Alabama,1997,4319000,564.5,9.899999618999999,32.29999924,160.5,361.7999878,4325.299805,1013.7999880000001,2954.800049,356.7000122
Alabama,1998,4352000,512.0999756,8.100000381000001,33.20000076,130.8999939,339.89999389999997,4085.0,964.2999877999998,2779.0,341.7000122
Alabama,1999,4370000,490.20001219999995,7.900000095,34.59999847,121.1999969,326.5,3922.1999509999996,884.4000243999999,2737.199951,300.5
Alabama,2000,4447100,486.20001219999995,7.400000095,33.29999924,128.1999969,317.2000122,4059.6999509999996,906.9000243999999,2864.800049,288.0
Alabama,2001,4464356,438.6000061000001,8.5,30.70000076,125.09999850000001,274.39999389999997,3880.8000490000004,910.4000243999999,2687.800049,282.7000122
Alabama,2002,4478896,445.0,6.8000001910000005,37.20000076,133.1000061,268.0,4027.8000490000004,950.5999756000001,2767.0,310.10000610000003
Alabama,2003,4500752,429.5,6.599999905,36.79999924,134.1999969,251.89999390000003,4049.100098,960.7999877999998,2756.0,332.2999878
Arkansas,1960,1786272,107.6999969,8.5,8.899999618999999,24.79999924,65.5,926.4000243999999,302.2000122,573.7999877999999,50.29999924
Arkansas,1961,1797000,100.6999969,9.100000381000001,7.1999998089999995,24.79999924,59.5,936.9000243999999,308.10000610000003,568.2000122000001,60.59999847
Arkansas,1962,1823000,91.40000153,7.900000095,6.8000001910000005,21.89999962,54.79999924,998.2999877999998,311.7000122,612.7000122000001,73.90000153
Arkansas,1963,1858000,107.1999969,7.400000095,6.099999905,25.10000038,68.59999847,1073.699951,327.60000610000003,662.7999877999999,83.30000305
Arkansas,1964,1933000,136.6000061,7.599999905,8.100000381000001,29.20000076,91.69999695,1222.599976,369.10000610000003,756.4000244,97.09999847
Arkansas,1965,1960000,135.8000031,5.900000095,10.39999962,23.70000076,95.90000153,1138.400024,323.7000122,727.2000122000001,87.5
Arkansas,1966,1955000,162.8999939,7.099999905,9.800000191,29.39999962,116.59999850000001,1219.900024,360.2999878,774.4000244,85.19999695
Arkansas,1967,1968000,219.5,8.800000191,14.19999981,35.20000076,161.3000031,1408.900024,443.8999938999999,879.0999756000001,86.0
Arkansas,1968,2012000,216.6999969,8.100000381000001,17.29999924,39.59999847,151.6999969,1741.800049,569.7000122000001,1068.900024,103.1999969
Arkansas,1969,1995000,220.10000609999997,9.899999618999999,17.39999962,44.40000153,148.3999939,1968.5,651.0999756,1206.5,110.90000149999999
Arkansas,1970,1923295,222.3000031,10.10000038,17.10000038,45.59999847,149.5,2198.800049,759.4000244,1320.0,119.40000149999999
Arkansas,1971,1944000,240.6999969,10.5,17.10000038,48.70000076,164.5,2087.5,720.9000244,1243.5,123.09999850000001
Arkansas,1972,1978000,244.6999969,10.39999962,17.29999924,54.79999924,162.1999969,2107.699951,735.0999756,1258.400024,114.1999969
Arkansas,1973,2037000,289.89999389999997,8.800000191,19.5,71.5,190.0,2466.600098,888.0,1433.699951,144.8999939
Arkansas,1974,2062000,316.2000122,11.19999981,23.89999962,80.69999695,200.5,2984.399902,1075.199951,1745.300049,163.8999939
Arkansas,1975,2116000,348.2999878,10.10000038,25.89999962,87.59999847,224.6999969,3191.899902,1077.099976,1947.0,167.8000031
Arkansas,1976,2109000,303.89999389999997,10.10000038,24.20000076,76.69999695,192.8999939,3102.800049,937.5,2013.9000239999998,151.3999939
Arkansas,1977,2144000,322.89999389999997,8.800000191,27.60000038,83.19999695,203.3999939,3018.100098,972.5999756000001,1862.0999760000002,183.3999939
Arkansas,1978,2186000,344.10000610000003,9.100000381000001,23.10000038,80.0,231.89999390000003,3117.600098,967.0999756000001,1950.9000239999998,199.6000061
Arkansas,1979,2180000,366.2000122,9.100000381000001,27.29999924,74.59999847,255.3000031,3254.5,984.2999877999998,2076.5,193.8000031
Arkansas,1980,2284037,335.2000122,9.199999809,26.70000076,80.90000153,218.39999390000003,3475.899902,1119.0,2169.800049,187.1000061
Arkansas,1981,2294000,310.2999878,9.100000381000001,25.20000076,77.40000153,198.6000061,3486.100098,1078.099976,2221.399902,186.6000061
Arkansas,1982,2291000,324.7000122,8.199999809,27.10000038,78.80000305,210.60000609999997,3546.899902,1071.5,2289.399902,186.0
Arkansas,1983,2328000,297.7000122,7.599999905,25.20000076,69.30000305,195.5,3202.899902,961.2999877999998,2067.899902,173.6999969
Arkansas,1984,2349000,321.39999389999997,7.5,29.70000076,67.59999847,216.60000609999997,3046.100098,885.9000243999999,1992.5999760000002,167.6000061
Arkansas,1985,2359000,347.60000610000003,7.900000095,29.10000038,68.5,242.0,3237.5,941.4000243999999,2117.699951,178.3999939
Arkansas,1986,2372000,394.7999878,8.100000381000001,28.89999962,79.69999695,278.2000122,3529.899902,1029.900024,2305.100098,194.8999939
Arkansas,1987,2388000,412.0,7.599999905,32.59999847,79.09999847,292.60000610000003,3833.1999509999996,1078.0,2548.699951,206.5
Arkansas,1988,2422000,422.70001219999995,8.699999809,32.20000076,84.09999847,297.60000610000003,3796.899902,1091.800049,2492.300049,212.89999390000003
Arkansas,1989,2406000,473.70001219999995,8.399999618999999,38.40000153,110.59999850000001,316.2999878,4082.0,1194.400024,2621.899902,265.6000061
Arkansas,1990,2350725,532.2000122,10.30000019,43.29999924,113.1999969,365.39999389999997,4334.700195,1210.900024,2834.399902,289.39999389999997
Arkansas,1991,2372000,593.2999877999999,11.10000038,44.59999847,135.6000061,401.89999389999997,4581.700195,1226.5,3013.800049,341.39999389999997
Arkansas,1992,2399000,576.5,10.80000019,41.29999924,125.5,399.0,4185.200195,1092.699951,2763.199951,329.2999878
Arkansas,1993,2424000,593.2999877999999,10.19999981,42.40000153,124.90000149999999,415.7999878,4217.5,1099.300049,2795.699951,322.5
Arkansas,1994,2453000,595.0999756,12.0,41.90000153,128.6999969,412.5,4203.600098,1097.099976,2791.600098,315.0
Arkansas,1995,2484000,553.2000122000001,10.39999962,37.20000076,125.6999969,379.7999878,4137.700195,996.9000243999999,2815.399902,325.39999389999997
Arkansas,1996,2510000,524.2999878,8.699999809,41.70000076,114.09999850000001,359.7999878,4174.899902,953.2000122000002,2908.800049,312.89999389999997
Arkansas,1997,2523000,526.9000244,9.899999618999999,43.5,111.5,361.89999389999997,4191.799805,1013.400024,2863.800049,314.60000610000003
Arkansas,1998,2538000,490.20001219999995,7.900000095,35.20000076,96.19999695,350.89999389999997,3793.1999509999996,928.2999877999998,2581.800049,283.2000122
Arkansas,1999,2551000,425.20001219999995,5.599999905,27.79999924,79.30000305,312.5,3617.5,850.2999877999998,2506.0,261.2000122
Arkansas,2000,2673400,445.29998780000005,6.3000001910000005,31.70000076,74.80000305,332.39999389999997,3670.0,802.0999756,2608.699951,259.2999878
Arkansas,2001,2692090,452.79998780000005,5.5,33.09999847,81.0,333.2000122,3681.399902,824.5,2585.0,271.89999389999997
Arkansas,2002,2706268,425.0,5.1999998089999995,27.89999962,93.30000305,298.60000610000003,3738.399902,858.2999877999998,2628.300049,251.6999969
Arkansas,2003,2725714,456.1000061000001,6.400000095,33.09999847,81.69999695,334.7999878,3621.399902,913.5999756000001,2487.300049,220.5
Arizona,1960,1302161,207.6999969,6.0,16.10000038,54.20000076,131.3999939,2806.0,685.5,1782.199951,338.39999389999997
Arizona,1961,1391000,164.5,6.0,14.39999962,56.5,87.59999847,2969.399902,737.7000122000001,1876.300049,355.39999389999997
Arizona,1962,1509000,173.0,5.6999998089999995,13.10000038,56.40000153,97.69999695,3028.100098,774.9000244,1895.5999760000002,357.60000610000003
Arizona,1963,1559000,194.1999969,6.0,14.19999981,57.5,116.40000149999999,3200.399902,830.2999877999999,2002.0999760000002,368.0
Arizona,1964,1581000,213.0,5.1999998089999995,16.39999962,61.20000076,130.1999969,3432.3000490000004,868.2000122000002,2225.800049,338.2999878
Arizona,1965,1608000,192.3000031,5.0,17.79999924,55.70000076,113.90000149999999,3355.5,816.5,2251.699951,287.2999878
Arizona,1966,1618000,202.1999969,6.099999905,18.29999924,55.5,122.40000149999999,3933.600098,931.0999756000001,2630.100098,372.2999878
Arizona,1967,1634000,238.1999969,5.599999905,16.70000076,74.90000153,141.0,4599.799805,1137.300049,3055.300049,407.2000122
Arizona,1968,1670000,263.6000061,6.3000001910000005,18.70000076,86.69999695,151.8999939,4610.799805,1167.400024,3022.199951,421.20001219999995
Arizona,1969,1693000,339.2000122,6.0,23.0,99.90000153,210.1999969,4885.399902,1302.599976,3144.199951,438.6000061000001
Arizona,1970,1772482,370.2999878,9.5,27.0,120.1999969,213.6999969,5543.899902,1493.0,3549.6999509999996,501.20001219999995
Arizona,1971,1849000,400.60000610000003,6.6999998089999995,29.89999962,113.3000031,250.6999969,5540.899902,1435.900024,3654.1999509999996,450.79998780000005
Arizona,1972,1945000,448.8999938999999,7.3000001910000005,33.40000153,120.8000031,287.39999389999997,5484.399902,1615.900024,3438.6999509999996,429.79998780000005
Arizona,1973,2058000,479.8999938999999,8.100000381000001,31.0,147.3000031,293.60000610000003,6224.0,1958.300049,3720.100098,545.5999756
Arizona,1974,2153000,566.7000122000001,9.600000381000001,37.5,204.1999969,315.5,7654.899901999999,2534.0,4518.600098,602.2999877999999
Arizona,1975,2224000,547.7999877999999,8.600000381000001,35.5,170.0,333.7999878,7793.700195,2529.899902,4747.700195,516.0999756
Arizona,1976,2270000,455.29998780000005,7.8000001910000005,29.70000076,129.8999939,287.89999389999997,7431.100098000001,2366.600098,4642.700195,421.79998780000005
Arizona,1977,2296000,494.20001219999995,9.5,34.20000076,138.1999969,312.2999878,7253.0,2346.100098,4467.399902,439.5
Arizona,1978,2354000,552.0999756,9.399999618999999,44.20000076,162.8999939,335.60000610000003,7051.700195,2082.5,4504.799805,464.3999938999999
Arizona,1979,2450000,593.0,8.899999618999999,45.70000076,175.6999969,362.60000610000003,7264.399901999999,1996.5999760000002,4774.5,493.29998780000005
Arizona,1980,2715357,650.9000244,10.30000019,45.20000076,193.6000061,401.7999878,7519.899901999999,2155.399902,4891.200195,473.29998780000005
Arizona,1981,2793000,575.7999877999999,8.100000381000001,38.09999847,177.6000061,352.0,7038.100098000001,2064.300049,4563.899902,410.0
Arizona,1982,2860000,517.0,8.300000191,38.5,158.6000061,311.60000610000003,6614.0,1883.300049,4360.899902,369.7999878
Arizona,1983,2963000,494.20001219999995,7.1999998089999995,41.90000153,132.3999939,312.7000122,5897.399902,1668.599976,3871.8000490000004,357.0
Arizona,1984,3053000,516.0999756,7.8000001910000005,43.09999847,131.1000061,334.10000610000003,5983.299805,1714.0,3884.8000490000004,384.5
Arizona,1985,3187000,602.5,8.0,45.70000076,146.5,402.2999878,6513.700195,1869.5999760000002,4258.600098,385.5
Arizona,1986,3317000,658.2999877999999,9.300000191,43.0,169.1999969,436.79998780000005,6663.100098,1907.699951,4336.600098,418.7999878
Arizona,1987,3386000,612.5999756,7.5,41.20000076,138.3999939,425.5,6576.0,1626.099976,4527.299805,422.6000061000001
Arizona,1988,3466000,610.0999756,8.5,38.79999924,137.0,425.79998780000005,6861.200195,1580.300049,4821.700195,459.1000061000001
Arizona,1989,3556000,599.5999756,6.6999998089999995,36.20000076,139.0,417.7000122,7460.200195,1667.199951,5106.100098,686.9000244
Arizona,1990,3665228,652.4000244,7.6999998089999995,40.90000153,160.8999939,442.79998780000005,7236.399901999999,1669.900024,4703.0,863.5
Arizona,1991,3750000,670.7000122000001,7.8000001910000005,42.40000153,165.6999969,454.79998780000005,6734.899901999999,1607.5,4266.299805,861.0999756000001
Arizona,1992,3832000,670.7999877999999,8.100000381000001,43.0,153.1000061,466.6000061000001,6357.799805,1411.699951,4124.600098,821.5
Arizona,1993,3936000,715.0,8.600000381000001,37.79999924,162.8999939,505.70001219999995,6716.700195,1465.5,4387.399902,863.7999877999998
Arizona,1994,4075000,703.0999756,10.5,36.0,162.0,494.70001219999995,7221.399901999999,1476.199951,4678.5,1066.699951
Arizona,1995,4218000,713.5,10.39999962,33.59999847,173.8000031,495.70001219999995,7500.100098000001,1416.800049,4925.600098,1157.699951
Arizona,1996,4428000,631.5,8.5,31.20000076,167.8000031,424.0,6435.5,1256.300049,4252.5,926.7000122000002
Arizona,1997,4555000,623.7000122000001,8.199999809,32.79999924,165.6999969,417.10000610000003,6571.299805,1318.900024,4282.0,970.4000243999999
Arizona,1998,4669000,577.9000244,8.100000381000001,31.10000038,165.1999969,373.60000610000003,5997.0,1209.5,3922.399902,865.0999756000001
Arizona,1999,4778000,551.2000122000001,8.0,28.89999962,152.5,361.60000610000003,5345.399902,1034.400024,3510.5,800.5
Arizona,2000,5130632,531.7000122,7.0,30.70000076,146.3000031,347.7000122,5297.799805,1011.599976,3444.100098,842.0999756000001
Arizona,2001,5307331,540.2999877999999,7.5,28.60000038,167.1000061,337.10000610000003,5537.100098,1032.900024,3520.600098,983.5999756000001
Arizona,2002,5441125,554.5,7.099999905,29.60000038,147.0,370.7999878,5849.799805,1085.900024,3704.0,1059.900024
Arizona,2003,5580811,513.2000122,7.900000095,33.29999924,136.5,335.5,5632.399902,1050.300049,3560.899902,1021.2999880000001
California,1960,15717204,239.0,3.900000095,18.20000076,97.30000305,119.59999850000001,3235.399902,910.5,1984.800049,340.10000610000003
California,1961,16397000,232.6999969,3.700000048,18.5,90.5,120.0,3177.5,894.2000122000002,1950.5999760000002,332.7000122
California,1962,16970000,234.8000031,3.900000095,17.39999962,91.90000153,121.6999969,3326.199951,934.0999756000001,2052.899902,339.2000122
California,1963,17590000,241.1999969,3.799999952,17.5,93.59999847,126.3000031,3545.8000490000004,998.9000243999999,2184.699951,362.2000122
California,1964,18084000,265.6000061,4.099999905,20.0,103.1999969,138.1999969,3874.3000490000004,1088.699951,2366.5,419.10000610000003
California,1965,18602000,282.2000122,4.6999998089999995,21.20000076,113.3000031,142.8999939,4037.1999509999996,1209.599976,2388.0,439.6000061000001
California,1966,18918000,305.10000610000003,4.599999905,23.39999962,118.0,159.1000061,4244.299805,1277.400024,2506.199951,460.70001219999995
California,1967,19153000,352.10000610000003,5.400000095,25.0,149.0,172.6999969,4703.0,1446.0,2748.800049,508.1000061000001
California,1968,19221000,422.8999938999999,6.0,29.89999962,192.5,194.6000061,5298.200195,1644.5,3032.300049,621.4000244
California,1969,19443000,462.29998780000005,7.099999905,36.29999924,201.8000031,217.0,5637.399902,1676.099976,3282.699951,678.5999756
California,1970,19953134,474.79998780000005,6.900000095,35.09999847,206.8999939,225.89999390000003,5864.299805,1753.0,3422.100098,689.2000122000001
California,1971,20223000,518.5999756,8.100000381000001,36.09999847,235.5,238.89999390000003,6171.5,1939.800049,3517.899902,713.9000244
California,1972,20468000,540.7000122000001,8.800000191,39.70000076,238.60000609999997,253.6999969,5872.399902,1949.199951,3242.0,681.2999877999999
California,1973,20601000,565.7999877999999,9.0,40.59999847,240.39999390000003,275.7999878,5739.100098,1979.5999760000002,3123.600098,635.9000244
California,1974,20907000,610.5999756,9.5,40.59999847,252.6999969,307.7999878,6236.200195,2072.0,3525.5,638.7999877999999
California,1975,21185000,655.4000244,10.39999962,41.59999847,282.39999389999997,321.0,6549.200195,2217.300049,3703.6999509999996,628.2000122000001
California,1976,21520000,669.2999877999999,10.30000019,44.70000076,275.60000610000003,338.7000122,6564.700195,2174.600098,3745.8000490000004,644.2999877999999
California,1977,21896000,706.0,11.5,49.40000153,287.0,358.0,6302.700195,2139.399902,3499.8000490000004,663.5
California,1978,22294000,742.9000244,11.69999981,50.79999924,306.10000610000003,374.39999389999997,6373.299805,2193.300049,3488.8000490000004,691.2999877999999
California,1979,22696000,811.0999756,13.0,53.90000153,333.7999878,410.2999878,6657.700195,2186.800049,3732.600098,738.2999877999999
California,1980,23532680,893.5999756000001,14.5,58.20000076,384.2000122,436.70001219999995,6939.5,2316.5,3880.0,742.9000244
California,1981,24159000,863.0,13.0,56.20000076,388.2000122,405.60000610000003,6727.5,2238.5,3816.100098,672.9000244
California,1982,24724000,814.7000122000001,11.19999981,50.70000076,372.10000610000003,380.7000122,6470.700195,2020.199951,3785.100098,665.5
California,1983,25174000,772.5999756,10.5,48.0,340.89999389999997,373.10000610000003,5904.899902,1829.0999760000002,3444.5,631.2000122000001
California,1984,25622000,763.4000244,10.60000038,45.70000076,327.5,379.5,5705.0,1729.300049,3346.100098,629.5999756
California,1985,26365000,765.2999877999999,10.5,43.29999924,327.7000122,383.7999878,5752.700195,1701.0999760000002,3379.399902,672.2000122000001
California,1986,26981000,920.5,11.30000019,44.90000153,342.89999389999997,521.5,5842.299805,1696.4000239999998,3383.899902,762.0
California,1987,27663000,918.0,10.60000038,43.79999924,301.2999878,562.4000244,5588.399902,1518.199951,3240.199951,830.0999756
California,1988,28168000,929.7999877999998,10.39999962,41.79999924,305.7999878,571.7999877999999,5705.700195,1447.099976,3314.5,944.0
