PWSID,ZIP,District in ZIP,ZIP in District
0710002,94565,0.9677574858868844,0.0830953463388765
0710003,94565,0.08180051683610741,0.47240601913274294
0710008,94565,0.9362621995790896,0.4042906217556218
0710003,94585,4.864828862741178e-05,0.00010224666058938812
0710008,94585,0.0005086547381040632,7.993582520001193e-05
0110005,94506,0.03492671970313005,0.5233449030563234
0110009,94506,0.004481886996909878,0.0056724621076070965
0110005,94507,0.011221610598324432,0.2391264964200752
0710003,94517,0.14534127642765166,0.5939528676596716
0710003,94519,0.0005269373076935248,0.018775597859755827
0710003,94521,0.027977696864775192,0.3109755874430816
0710008,94521,0.011698906813435305,0.009722913474672754
0110005,94523,0.003394860280691624,0.1429400672848504
0710003,94523,0.026185413069765472,0.7848990755088813
0710006,94523,0.015800179873709626,0.034059330492374994
0110005,94526,0.03432331097000976,0.7131955409313436
0110005,94528,0.0012941244916019744,0.4684474021572673
0110005,94546,0.07549796927822272,0.8501345651705103
0110006,94546,0.000867850131022794,0.0012176099178915405
0110005,94549,0.039499116218217084,0.4816640349642602
0710003,94549,0.0019886398736437398,0.01726375624248641
0710006,94549,0.026313811466902717,0.016427920717518474
0110005,94552,0.016133478982150302,0.1229071361479564
0110006,94552,0.0027005539431278237,0.0025633798603967857
0110009,94552,2.588220070170964e-06,1.6654468344195632e-06
0110005,94553,0.10260333563535233,0.4516669211570509
0710003,94553,0.1124214642282598,0.3523127448334346
0710006,94553,0.933548994693674,0.21039524452280184
0110005,94556,0.032188711348356686,0.5830789281008771
0110005,94568,9.841399053696092e-05,0.00212450965715873
0110008,94568,0.003478802459806109,0.005528339508209804
0110009,94568,0.4367510426906656,0.7963726178661754
0110005,94577,0.02718794103839896,1.0
0110005,94578,0.014909992757467832,1.0
0110006,94578,4.153280657651804e-05,0.0003470762421017605
0110005,94579,0.009945253877604813,1.0
0110005,94580,0.012139794993923038,0.9080745120887909
0110006,94580,0.0017797354158205433,0.016587334988650802
0110005,94582,0.016231325352400027,0.360177075405915
0110009,94582,0.3227519506033689,0.6049388285393376
0110005,94583,0.030926544952165708,0.4629798731256665
0110009,94583,0.027799349368749823,0.03515166008691496
0110008,94588,0.4185827224481757,0.24588092935488506
0110009,94588,0.0927115005489584,0.06248770703990001
0110011,94588,3.702733132573461e-05,2.6878928799179324e-05
0110005,94595,0.0013430865312745828,0.07459751878746837
0110005,94596,0.0016024415759337337,0.08017870281392846
0710003,94596,0.002155799299750605,0.07679049357931629
0110005,94597,0.0021270634328739947,0.15816328647656697
0710003,94597,0.003676290480373157,0.194606512564742
0110005,94598,0.00431866886105434,0.0791529684130435
0710003,94598,0.017917802587450297,0.2337891542389108
0110005,94605,0.029194538575549493,0.99960049919809
0810001,95531,0.9910690847696834,0.04569137798538845
0710009,94505,0.9758001213072796,0.18124377529809169
0710001,94509,0.5326061441402211,0.6715568126357399
0710003,94509,0.021132755702314238,0.22288719958086106
0710007,94509,0.006291799671060581,0.004945931198741359
0710008,94509,0.03902115127095687,0.0307727193735101
0710001,94513,0.0007212357808406857,0.00016930205354553031
0710003,94513,0.20591016546099508,0.4043106277702346
0710004,94513,0.9996271968001644,0.08598913255373261
0710007,94513,0.008559875848374112,0.0012527056173042325
0710009,94513,0.024202436899781687,0.000977380090929035
0710003,94514,0.02571191524007404,0.09995177199432466
0710001,94531,0.5014117703435503,0.7877471156917453
0710003,94531,0.02919839776577256,0.3837105373331344
0710004,94531,0.00022128384388303706,0.00012739798138853377
0710007,94531,0.0012113064224189322,0.0011864321709056484
0710003,94548,6.450070682978736e-06,0.0007507469069510409
0110003,94551,0.2539006027830191,0.08191513683550772
0110011,94551,0.4838514951773037,0.2112634664216581
0710003,94551,0.013651949588174105,0.04664662574638189
0710001,94561,0.0007137874661172133,0.00029483841875327214
0710003,94561,0.050972903023051866,0.17611929250549546
0710004,94561,0.00015152460656526955,2.293606250386384e-05
0710007,94561,0.9839398339235309,0.2533846466085636
0710001,94571,4.3102939291880435e-05,6.610862520256134e-06
0710003,94571,0.0057264788193989785,0.007346683079483542
0510002,95232,0.03295398462227071,0.15079953489045692
0910013,95603,0.0007948168445465541,0.002178054992683963
0910013,95614,0.27593390789916844,0.9800903717190066
0910001,95619,0.00871222778177904,0.3990236858762477
0910001,95623,0.05979884325559864,0.3157555194395025
0910001,95633,0.019335081655858774,0.14544785120246684
0910013,95633,0.1902835204390656,0.6300830019316989
0910001,95634,0.0010670738709404766,0.0019093508110152324
0910013,95634,0.17299016868950198,0.13625358987392305
0910013,95635,0.1581891730654528,0.9986241834391298
0310003,95640,0.0002498258066888541,1.9049730251665178e-05
0510002,95642,0.0014252472380959051,0.0007952656659771436
0310003,95642,0.3700384546555177,0.057585691683889086
0910001,95651,0.0018212235783536925,0.02200841912763256
0910013,95651,0.040907769250257416,0.2176038968045982
0910001,95664,0.00038689967822789486,0.0020609996016929945
0910013,95664,0.07532320027685156,0.1766215085952757
0510002,95665,0.0011204326795117108,0.0018043561251413602
0910001,95667,0.3466118169622302,0.4845069790751277
0910013,95667,0.0824167127345261,0.05071159232885117
0310003,95669,0.10802249047364046,0.01232755698484586
0910001,95672,0.03072115683407115,0.3559250763878986
0910001,95682,0.10276314463988813,0.2895874353683712
0310003,95685,0.4425550961654637,0.08515176058346721
0910001,95709,0.05085098908819545,0.5937769304694177
0910001,95762,0.10828834497118056,0.6015871667909978
0510002,95249,0.34388142200394384,0.22169397874179386
0510002,95252,0.13279375638453064,0.024037878408343524
0410006,95901,0.11303395715496355,0.027506509146690332
0410006,95914,0.08931394932734035,0.5477898632117736
0410005,95966,0.3922159122875088,0.009843189003626254
0410006,95966,1.2330727335161111,0.3749127135847353
0410006,95968,0.035604456548792004,1.0
0410006,95972,0.0002669480852004659,0.001365406811156992
0410002,95926,0.3226620348157305,0.9887380795378341
0410002,95928,0.3923696650583442,0.06805799552662581
0410007,95928,0.007026774197610311,0.0009667035567715893
0410011,95928,0.000357494857860105,0.02465137155130304
0410011,95942,0.01286162494527106,0.8329587349846136
0410007,95954,0.0007861066649924982,0.00011569383117791064
0410011,95954,0.008666880072442491,0.6393305848408077
0410005,95965,0.6077844492422767,0.007211871343701044
0410006,95965,0.0884095571210907,0.012709499834557823
0410007,95965,0.0032204910149333525,0.00014233042380361511
0410011,95965,0.0015067044686127625,0.03337626204950418
0410007,95969,0.9889659056232568,0.3604865477716826
0410011,95969,0.0018736588347847078,0.34231996415137805
0510002,95245,0.4870277231732833,0.14159322742991454
0910001,95684,0.08477673455224005,0.11699978730189745
0910002,96150,0.99997934036714,0.10940502317302148
4110011,94038,0.03243746522174438,0.05704281878823105
4110025,94038,5.22768202954084e-05,9.339316789774069e-05
4310009,94020,0.002799603197517731,0.00132140325237639
4410014,94020,0.0007995734566906584,0.0005663259266992754
4110021,94002,0.00035491489967799704,0.0002828097984356249
4110022,94002,0.0012708464757694672,0.005204113729770592
4110008,94002,0.041615432712605586,0.13994149563480324
4110001,94002,0.8245433239717541,0.7068093672349073
4110003,94010,0.6614272524195626,0.3532059030869245
4110016,94010,0.9711585032620066,0.46953643075189705
4110018,94010,0.010460640800559277,0.0027770434889229307
4110008,94010,0.0072254144604769095,0.01103454486961038
3810011,94015,0.00011937867342945336,0.0009534653095341664
4110009,94015,0.051521192338260316,0.09581696991427134
4110013,94015,0.6297009603935284,0.7652060473034643
4110025,94015,0.0012950264860085298,0.0027878478477405947
4110027,94015,0.07967630089219241,0.014738397409571578
4110011,94019,0.9660266212765836,0.16263339341554045
4110018,94019,0.004952285417246529,0.00023263883777621368
4110023,94019,0.005872960604919708,0.0004062029403653375
4110008,94019,0.00036380386216184636,9.831304053146266e-05
4110025,94019,0.0016787262013634085,0.0002871126795669165
4110006,94025,0.1604604700871641,0.3186901625911109
4110017,94025,1.3165586651809482,0.5786439347334004
4110022,94025,0.003965135111377765,0.007947638346006786
4310009,94025,0.0020681798453923692,0.00420996196778844
4110024,94025,0.022933160177395568,0.004873580731501136
4110006,94027,0.21739711261423805,0.9948978920674854
4110017,94027,0.10325360975026936,0.104568426855114
4110022,94027,0.0003731420345598025,0.001723369579984814
4110006,94028,0.22144757390365571,0.38211482589608864
4110017,94028,0.12610798021800815,0.04815441637179765
4310009,94028,0.012410970128100132,0.021949163088088475
4110003,94030,0.0008905391906132734,0.0018120344481345734
4110018,94030,0.9679436100988336,0.97913368868779
4110023,94030,0.002827551070353729,0.004211257682389925
4110013,94044,0.016769694398002355,0.008176972471637156
4110023,94044,0.0035617673927626366,0.00124420743353579
4110025,94044,0.9241639498983809,0.7982938614711491
4110027,94044,0.0035763389524115625,0.0002654502398884105
4110006,94061,0.022282579561441945,0.13869520771502405
4110022,94061,0.13790932484940807,0.8663016274296773
4110006,94062,0.35160289407117,0.11277777031486493
4110017,94062,0.03422319040257042,0.002429193712237385
4110022,94062,0.17701423215441267,0.05730054556939525
4110008,94062,0.0027459483523727558,0.0007299302164716845
4110006,94063,0.025209583500931016,0.0451049075118226
4110017,94063,0.014824090019528648,0.0058694412716414155
4110022,94063,0.5226828418650664,0.9437911014777518
4110008,94063,0.0004900372454645812,0.0007266162913676989
4110022,94065,0.1313652433478398,0.9953486204932259
4110008,94065,0.0018554508658300078,0.011544698856641972
4110001,94065,0.00185174055730562,0.0029370410032194204
4110009,94066,0.011102636047220777,0.016676102516933494
4110018,94066,0.009824432920421296,0.004691523361070321
4110023,94066,0.985650818396658,0.6930090411779793
4110025,94066,0.06935079632706034,0.12057403487614153
4110027,94066,0.02502352965179029,0.003738364064329744
4110022,94070,0.025217656524657454,0.08705282390611996
4110008,94070,0.2497824621609588,0.7080737383090452
4110001,94070,0.13443140110720547,0.09714355451415743
4110009,94080,0.7324875384236083,0.7763826926156691
4110013,94080,0.011492114687006172,0.007959083602390653
4110023,94080,0.00208557046466882,0.0010347795411756464
4110025,94080,0.00013440826853744047,0.0001649056290858711
4110027,94080,0.8917163145635036,0.09400844941327063
4110009,94128,0.0011608907378860911,0.00387947210494084
4110018,94128,0.006819600911486317,0.007245663921666988
4110006,94304,0.0015408449482963696,0.0044274052279979605
4310009,94304,0.17570717027680166,0.5174508356396452
4110006,94305,1.7335357282246044e-05,0.000154953455199963
4310009,94305,0.002088817606444725,0.01913631276967349
4110003,94401,0.038367207077936435,0.09049040436589836
4110008,94401,0.1245560520252678,0.8401425289855123
4110016,94402,0.02884148248023049,0.035782384894714366
4110008,94402,0.24954359805635296,0.977936418685056
4110021,94403,0.0003605800047213209,0.0003064441130173908
4110008,94403,0.2708206125901224,0.9712996555607986
4110001,94403,0.03564632303929862,0.032589896220468643
4110021,94404,1.0015067286723829,0.8677005648314943
4110022,94404,0.006271677575833648,0.02792435829103368
4110008,94404,0.04924156585119737,0.1800403047759209
4110001,94404,0.003522876904776401,0.003283462597509955
4310001,94022,0.20250235784415105,0.24496572804237995
4310007,94022,0.0019135925870151726,0.0015680959319217757
4310009,94022,0.11802024722589162,0.19431081028661445
4310001,94024,0.3636803251372777,0.6205286628992428
4310007,94024,0.006161595641170138,0.007121691194126057
4310009,94024,0.000771919994091625,0.0017925840535907085
4310014,94024,0.00048630203658843083,0.0007975202743337494
4310007,94035,0.027136533356523503,0.1164009102348415
4310014,94035,0.012599504643720252,0.07668336827046413
4310001,94040,0.04729704878668723,0.2376643041839376
4310007,94040,0.28664905076263364,0.9757270099266336
4310009,94040,0.0004941192301821531,0.003379300946437645
4310014,94040,0.0008259495255534523,0.003989119323540959
4310007,94041,0.13237462184910115,0.9915250034095476
4310014,94041,0.0007882579670413596,0.008377472418890447
4310007,94043,0.5273529186571132,0.7479199161988841
4310009,94043,0.0036388772980984773,0.01036903762170277
4310014,94043,0.002512531254244812,0.005056044839677746
4310007,94085,0.00033001486391829964,0.0012343555534054206
4310012,94085,0.0005006826694422913,0.0028190405005919447
4310014,94085,0.1877301220390855,0.9962915265536806
4310001,94086,0.010627553404524441,0.04168544652223579
4310007,94086,0.007050124717826602,0.018732505362835262
4310012,94086,0.003016578693451982,0.012065510642033312
4310014,94086,0.25140345379119583,0.9477984747140946
4310012,94089,0.0009070871588887679,0.0013782923861234905
4310014,94089,0.2714811560766219,0.3888174484497429
4110006,94301,4.1467071121852475e-05,0.00040770116104621565
4110017,94301,0.0013791259028556686,0.0030006344702986827
4310009,94301,0.09874842714251388,0.995080113221804
4110024,94301,0.00047806727146652893,0.000502934307752839
4110017,94303,0.1144866595708761,0.07052915116326655
4310007,94303,0.009501676812816679,0.01349321419076555
4310009,94303,0.20885595346448327,0.595908134642434
4110024,94303,0.9681749914909064,0.28839033678378034
4310001,94306,0.002818900184211096,0.01342738339957244
4310007,94306,0.0010608166704391636,0.003422945084102453
4310009,94306,0.15212245766870686,0.9862118655262908
4310005,94538,0.0002644945459286998,0.00011030941609036543
4310005,94539,0.003244366679841736,0.001281595414462104
4310012,95054,0.3358073480169008,0.9839426968572222
4310014,95054,0.0013534539765636944,0.0037379786966728204
4310019,95054,0.004461963513048076,0.012856855693825577
4310005,95131,0.0009618936242171359,0.0018875514416322734
4310011,95131,0.046889539851881074,0.939523606379063
4310019,95131,0.02190103448784193,0.06646192874632678
4310011,95133,0.026447680097952377,1.0
4310005,95134,0.005472827926800944,0.0057642413511216455
4310011,95134,8.207962588722003e-05,0.0008827255697203949
4310012,95134,0.0009193036712496062,0.0015226383905255815
4310019,95134,0.2245979599853978,0.3658244526627145
4310001,94087,0.19951576613891184,0.5466830513599942
4310007,94087,5.5969452229421986e-05,0.00010388607784017552
4310012,94087,0.0013859852848667027,0.003872548761242353
4310014,94087,0.28061704609953997,0.7390367621306029
4410014,95005,0.15210537012223016,0.3533196534047321
4410014,95006,0.8974812711087302,0.5884650234656646
4310011,95008,0.053603990761753366,1.0
4310001,95014,0.17107363785677066,0.09447952619409856
4310009,95014,0.20441941282475407,0.15365332084651687
4310011,95014,0.030769285679197737,0.1125134582485052
4310012,95014,0.0014993292546830455,0.0008443675156704122
4310014,95014,0.006291860648360355,0.003339852714807405
4410010,95018,0.0014176305676502302,0.002332785360414944
4410014,95018,0.2271652752553633,0.4983921791320799
4310011,95030,0.04175850092578519,0.4943936375025712
4310011,95032,0.10763288327979688,0.7656740314207706
4310009,95033,0.0006259219018582714,0.00015841516743970625
4310011,95033,0.13099781823456544,0.16129017751792402
4410014,95033,0.059947050511072075,0.022767409430751968
4410017,95033,0.05041019550740716,0.009577147413520271
4310011,95050,0.001121727388961096,0.02374900780243181
4310012,95050,0.2899534964366749,0.945439926047042
4310019,95050,0.002714905473611002,0.008705414307266726
4310001,95051,0.002484453029253244,0.006770463374770085
4310011,95051,6.378607305945329e-05,0.001150922053951715
4310012,95051,0.3520568716181863,0.978318608075853
4310014,95051,0.005821917168219717,0.015249205907530115
4310012,95053,0.005861846782651599,1.0
4410010,95060,0.5976321558188151,0.17243414404245885
4410013,95060,0.0022706972728832576,0.0001343073791859923
4410014,95060,0.024984371567000604,0.00961114877794508
4410010,95065,0.12554055071450726,0.3192532376716661
4410013,95065,0.04023760407077123,0.02097658186189408
4410017,95065,0.01746047780774445,0.029613992287425464
4410013,95066,0.8755967649138034,0.2882091113706789
4410014,95066,0.02625912749034292,0.05621472411063237
4410017,95066,0.032264431914737705,0.03455141257766406
4310011,95070,0.10034342613758382,0.4508482615761659
4310011,95110,0.03688175242284713,0.9592594064143001
4310012,95110,0.002112375811807714,0.008461417934214748
4310019,95110,0.03121037831007985,0.1229419612169707
4310011,95112,0.056177467758820106,1.0
4310019,95112,0.1280987249342863,0.3453498195124029
4310011,95113,0.002799663232195969,1.0
4310019,95113,0.003429295277101486,0.1855135658141256
4310011,95116,0.03103654320543225,1.0
4310019,95116,8.544730305167358e-05,0.0004169669194198672
4310011,95117,0.021144922611945092,0.9872737999697108
4310012,95117,0.0009688169936335904,0.006966597224126889
4310011,95118,0.03452395957564258,1.0
4310011,95124,0.05496389513914323,0.9999861745066744
4310011,95125,0.06353480007030292,1.0
4310011,95126,0.027756799058653563,0.9966985303638464
4310012,95126,0.002114008141918525,0.01169091585139787
4310011,95128,0.03260087694902138,0.9917339732741822
4310012,95128,0.0013692248024513838,0.006414873671733458
4310011,95129,0.03574429160378045,0.9899309082369716
4310012,95129,0.001528485039823108,0.006519387938790695
4310011,95130,0.013763789490004327,1.0
4310011,95192,0.0007000044002383643,1.0
4310019,95192,0.004621938733691701,1.0
2710004,93943,0.004995169241258787,1.0
2710004,93944,0.011045160809570524,1.0
2710004,93950,0.06312312895071505,0.9267254790356094
2710004,93953,0.18752145929203665,0.9687546043072912
4410011,95003,0.003158927126576385,0.0018018820672801355
4410017,95003,0.3441892347135245,0.18310626371561076
4410010,95010,0.008561413718502909,0.1758159906883099
4410017,95010,0.05997020825700715,0.8213684160562894
4410010,95062,0.17886934529810106,0.967614791082473
4410017,95062,0.006601694185738678,0.02381834258152336
4410010,95064,0.07115359727097455,0.6705189337029119
4410010,95073,0.009402223267629574,0.0163325050975768
4410017,95073,0.3221869475718849,0.3732671226128137
4010009,93401,0.3331411806211606,0.7494366634925279
4010009,93402,0.010615685936816315,0.04627485448940635
4010011,93402,0.05156219411564245,0.01329165738702821
4010008,93405,0.0004120257919763672,1.2095115610094366e-05
4010009,93405,0.29049100742896433,0.3507209771395681
4010009,93407,0.0023601215617449784,0.9716992937491956
4010002,93422,0.9621378823081184,0.6686929022331419
4010009,93422,0.3264145770993881,0.8410900113853033
4010014,93428,0.9914538879261612,0.05569765895320977
4010009,93430,0.07133104867346161,0.1404857392615954
4010001,93433,0.003259441993795444,0.00803689776462898
4010004,93433,0.9092558578166956,0.9096159542044652
4010008,93433,0.0414547746629103,0.06191296726995655
4010009,93433,0.015217220911225722,0.9347292520703266
4010014,93435,0.0015755327885553262,0.0007684636551770642
4010002,93442,2.0032240049651652e-05,1.7677717599466042e-05
4010009,93442,0.06098028712370308,0.19951229850976024
4010011,93442,0.5124693327960163,0.09915139683893544
4010001,93445,0.0014888594936190342,0.004152014911680019
4010004,93445,0.06998128750648402,0.07917970740305141
4010009,93445,0.0046348200404127855,0.3219907291810764
4010007,93446,1.0,0.049141252641756436
4010009,93446,0.5034261583825507,0.2058255103838901
4010001,93449,0.0005595627241848299,0.0003219741161910626
4010004,93449,0.007870007260008251,0.0018372746848266648
4010008,93449,0.9499081843707416,0.3310668420070148
4010009,93449,0.06967046065265113,0.99867957403444
4010002,93465,0.0008025230204954388,0.00032643352034936537
4010009,93465,0.14887583316020284,0.22451480550832176
2710008,93927,0.9803624940360908,0.015031539348553913
2710009,93930,1.0,0.006727365100915202
2710008,93960,0.019634662753348117,0.0003210585373714738
2710011,93960,1.0,0.0125269672189257
2710001,93901,0.184934468894116,0.6870587389857091
2710010,93901,0.3978576769076658,0.39579624768565136
2710001,93905,0.11785644115402355,0.7291871342988234
2710010,93905,0.11813147323197475,0.1957127959567984
2710001,93906,0.07987879716851627,0.2290127371043158
2710010,93906,0.3674739842052537,0.2821127052203393
2710001,93907,0.4948425020452051,0.4600982453318697
2710010,93907,0.12498662588461874,0.03111824197534416
2710001,93908,0.3765138155852337,0.07012101934515126
2710010,93908,0.3585835530276662,0.017882391426823196
2710017,93908,0.6036464123462191,0.10909034515035344
2710004,93923,0.16346109230801098,0.045306933308693856
2710017,93933,0.2227390904347176,0.9621190029781
2710017,93940,0.0036756226262211595,0.01216114562031935
2710004,93940,0.2283840780311168,0.6763595855872326
2710017,93955,0.16467554803237566,0.7058944552756141
2710004,93955,0.07869063837572518,0.301927016132261
2710001,95012,0.14555428179920327,0.4224776870737392
4410011,95019,0.03516810975144336,1.0
4310004,95020,1.0,0.10713456673815183
2710001,95039,0.07310676534313436,0.22132119325802052
2710001,95076,7.703922971433145e-05,2.698521351432377e-05
4410011,95076,0.9615518101922306,0.13637235460004055
4410017,95076,0.042867843339487455,0.005670279237641337
4310022,95013,0.0006038343811394579,0.0008804865572791917
4310019,95013,0.16590563170942846,0.5245827452604332
4310005,95035,0.9882298797537216,0.23627775113093336
4310011,95035,8.773614938457752e-05,0.0002141920725560676
4310019,95035,0.003022887413458624,0.0011176951880311741
4310006,95037,0.9703512515732738,0.05566331857470335
4310019,95037,0.2294523827780778,0.018216164046328386
4310006,95046,0.029648393246267526,0.02348537860137628
4310011,95111,0.03317973097160369,0.7025260481798382
4310022,95111,0.1126799999817437,0.16663453528316707
4310019,95111,0.2332986063788265,0.7481321207483707
4310022,95119,0.2343132931663122,0.8296706215516346
4310019,95119,0.026782844329863567,0.2056427778537124
4310011,95120,0.09781412527658999,0.3919652614933945
4310022,95120,4.103065576343445e-05,1.1483732469619815e-05
4310019,95120,0.05658541407514344,0.03434211886937626
4310011,95121,0.012813073008893495,0.33249486570728226
4310019,95121,0.19458752963090226,0.7647565984877882
4310011,95122,0.034864854610432185,0.8381239079597574
4310019,95122,0.05876845305474392,0.2139642498823684
4310011,95123,0.029778377252301976,0.4600538741036385
4310022,95123,0.4510705999543834,0.4867217919034049
4310019,95123,0.023505141042037245,0.05499802724588112
4310011,95127,0.05364008784884503,0.40170714176256
4310005,95132,0.0018273737740054524,0.0016033134774147669
4310011,95132,0.040750504853365864,0.3650766229782688
4310019,95135,0.2437276891611434,0.1603157806101497
4310011,95136,0.04227295508307999,0.8889410792683891
4310022,95136,0.07450970354142544,0.10943388276730827
4310019,95136,9.039566504248434e-05,0.0002878952886132872
4310011,95138,1.101384483298634e-06,5.500367028607154e-06
4310022,95138,0.13889743279977454,0.048447965075451516
4310019,95138,0.34762035870937663,0.2629265878692601
4310022,95139,0.10913954752331508,0.6950867114620696
4310019,95139,0.0409097207216963,0.5649777335416339
4310019,95141,0.03940678440332,0.3595864321031479
4310011,95148,0.011882467848673342,0.14836185669372914
4310019,95148,0.21520133559475213,0.4069463521525761
5010013,95360,0.9999156648717924,0.019973445918633616
5010017,95363,0.938516327497088,0.08010007763274596
3910011,95377,0.4689548719014144,0.07524812374421838
2410001,95301,0.9987083159079809,0.07333705400344369
5010028,95307,0.8397609600460141,0.14513676117141008
5010010,95307,2.2620674195023798e-07,2.6536783014032643e-07
5010017,95313,0.061473442367099576,0.03401261837819361
2410004,95315,0.002396197538167348,0.00043601535549861746
5010019,95316,0.0010150850549309148,0.00019982520877964
5010013,95322,8.323115216316613e-05,2.1732827931340787e-06
5010028,95326,0.012848428635363698,0.002800818770210182
2410004,95334,0.997604143214563,0.07395116392160478
5010010,95350,0.1580488179250293,0.7199690481624414
5010028,95351,0.14070891082437584,0.10007590961865273
5010010,95351,0.082620372628178,0.3988559511408352
5010010,95354,0.11516716698232553,0.5946422523303913
5010010,95355,0.2066896371808709,0.9354009540762164
5010018,95357,0.049115676858465664,0.004205854677821024
5010028,95357,0.0002679872164386774,4.376885163750173e-05
5010010,95357,0.034509667480418164,0.038257169152813936
3910007,95358,0.0046232332595093,0.000207510081597778
5010017,95358,9.896161851786806e-06,1.7468174701602982e-06
5010028,95358,0.006411758702355102,0.00031178268237251643
5010010,95358,0.06785165099415909,0.022395265777581292
5010019,95380,0.4613013194746505,0.07685904514143221
5010019,95382,0.36003091584068736,0.4132306424025488
2410005,93635,1.0,0.017620701913535423
3510001,95023,1.0,0.011399205866910123
3510003,95023,1.0,0.010637136155271584
1010018,93630,1.0,0.015110408825615157
2010002,93637,0.7157821054869771,0.0472903787205558
2010002,93638,0.28421798778201424,0.05058439740943494
1010007,93723,0.0523270319638988,0.16626282568153564
2410009,95340,0.4003310246558489,0.05930185044888641
2410009,95341,0.34743145217984983,0.03688654926331858
2410009,95348,0.2523635426126296,0.11498321311644252
2410001,95388,0.0012923130374710473,0.00011460066743586411
2410010,95388,1.0,0.024136372289934125
5410016,93291,0.2876786497712681,0.06211118124739967
1010003,93611,0.3057998435030808,0.7452264577534728
1010007,93611,0.0026693457857148765,0.033093927218804886
1010003,93612,0.21333187965219888,0.8864812451727968
1010007,93612,0.0015026441917297085,0.0317659914211627
1010029,93616,9.254475440770848e-08,4.0046599836958466e-08
5410002,93618,0.9987394120091316,0.07889742185011171
1010003,93619,0.23291698253831264,0.035336771119676466
1010007,93619,0.0026594884023303693,0.0020526564793821567
1010024,93625,0.002838981104288755,0.0006066481773895176
1010019,93631,0.9999611267314434,0.04089129141497772
1010007,93636,0.0007717486256012607,0.000536520507208195
