yearID,lgID,teamID,franchID,divID,W,L,DivWin,WCWin,LgWin,WSWin,name,park,attendance
1992,AL,CLE,CLE,E,76,86,N,,N,N,Cleveland Indians,Cleveland Stadium,1224094
1992,AL,DET,DET,E,75,87,N,,N,N,Detroit Tigers,Tiger Stadium,1423963
1992,AL,KCA,KCR,W,72,90,N,,N,N,Kansas City Royals,Royals Stadium,1867689
1992,AL,MIN,MIN,W,90,72,N,,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,2482428
1992,AL,ML4,MIL,E,92,70,N,,N,N,Milwaukee Brewers,County Stadium,1857351
1992,AL,NYA,NYY,E,76,86,N,,N,N,New York Yankees,Yankee Stadium II,1748737
1992,AL,OAK,OAK,W,96,66,Y,,N,N,Oakland Athletics,Oakland Coliseum,2494160
1992,AL,SEA,SEA,W,64,98,N,,N,N,Seattle Mariners,Kingdome,1651367
1992,AL,TEX,TEX,W,77,85,N,,N,N,Texas Rangers,Arlington Stadium,2198231
1992,AL,TOR,TOR,E,96,66,Y,,Y,Y,Toronto Blue Jays,Skydome,4028318
1992,NL,ATL,ATL,W,98,64,Y,,Y,N,Atlanta Braves,Atlanta-Fulton County Stadium,3077400
1992,NL,CHN,CHC,E,78,84,N,,N,N,Chicago Cubs,Wrigley Field,2126720
1992,NL,CIN,CIN,W,90,72,N,,N,N,Cincinnati Reds,Riverfront Stadium,2315946
1992,NL,HOU,HOU,W,81,81,N,,N,N,Houston Astros,Astrodome,1211412
1992,NL,LAN,LAD,W,63,99,N,,N,N,Los Angeles Dodgers,Dodger Stadium,2473266
1992,NL,MON,WSN,E,87,75,N,,N,N,Montreal Expos,Stade Olympique,1669127
1992,NL,NYN,NYM,E,72,90,N,,N,N,New York Mets,Shea Stadium,1779534
1992,NL,PHI,PHI,E,70,92,N,,N,N,Philadelphia Phillies,Veterans Stadium,1927448
1992,NL,PIT,PIT,E,96,66,Y,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1829395
1992,NL,SDN,SDP,W,82,80,N,,N,N,San Diego Padres,Jack Murphy Stadium,1721406
1992,NL,SFN,SFG,W,72,90,N,,N,N,San Francisco Giants,Candlestick Park,1560998
1992,NL,SLN,STL,E,83,79,N,,N,N,St. Louis Cardinals,Busch Stadium II,2418483
1993,AL,BAL,BAL,E,85,77,N,,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3644965
1993,AL,BOS,BOS,E,80,82,N,,N,N,Boston Red Sox,Fenway Park II,2422021
1993,AL,CAL,ANA,W,71,91,N,,N,N,California Angels,Anaheim Stadium,2057460
1993,AL,CHA,CHW,W,94,68,Y,,N,N,Chicago White Sox,Comiskey Park II,2581091
1993,AL,CLE,CLE,E,76,86,N,,N,N,Cleveland Indians,Cleveland Stadium,2177908
1993,AL,DET,DET,E,85,77,N,,N,N,Detroit Tigers,Tiger Stadium,1971421
1993,AL,KCA,KCR,W,84,78,N,,N,N,Kansas City Royals,Kauffman Stadium,1934578
1993,AL,MIN,MIN,W,71,91,N,,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,2048673
1993,AL,ML4,MIL,E,69,93,N,,N,N,Milwaukee Brewers,County Stadium,1688080
1993,AL,NYA,NYY,E,88,74,N,,N,N,New York Yankees,Yankee Stadium II,2416942
1993,AL,OAK,OAK,W,68,94,N,,N,N,Oakland Athletics,Oakland Coliseum,2035025
1993,AL,SEA,SEA,W,82,80,N,,N,N,Seattle Mariners,Kingdome,2052638
1993,AL,TEX,TEX,W,86,76,N,,N,N,Texas Rangers,Arlington Stadium,2244616
1993,AL,TOR,TOR,E,95,67,Y,,Y,Y,Toronto Blue Jays,Skydome,4057947
1993,NL,ATL,ATL,W,104,58,Y,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,3884720
1993,NL,CHN,CHC,E,84,78,N,,N,N,Chicago Cubs,Wrigley Field,2653763
1993,NL,CIN,CIN,W,73,89,N,,N,N,Cincinnati Reds,Riverfront Stadium,2453232
1993,NL,COL,COL,W,67,95,N,,N,N,Colorado Rockies,Mile High Stadium,4483350
1993,NL,FLO,FLA,E,64,98,N,,N,N,Florida Marlins,Joe Robbie Stadium,3064847
1993,NL,HOU,HOU,W,85,77,N,,N,N,Houston Astros,Astrodome,2084618
1993,NL,LAN,LAD,W,81,81,N,,N,N,Los Angeles Dodgers,Dodger Stadium,3170393
1993,NL,MON,WSN,E,94,68,N,,N,N,Montreal Expos,Stade Olympique,1641437
1993,NL,NYN,NYM,E,59,103,N,,N,N,New York Mets,Shea Stadium,1873183
1993,NL,PHI,PHI,E,97,65,Y,,Y,N,Philadelphia Phillies,Veterans Stadium,3137674
1993,NL,PIT,PIT,E,75,87,N,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1650593
1993,NL,SDN,SDP,W,61,101,N,,N,N,San Diego Padres,Jack Murphy Stadium,1375432
1993,NL,SFN,SFG,W,103,59,N,,N,N,San Francisco Giants,Candlestick Park,2606354
1993,NL,SLN,STL,E,87,75,N,,N,N,St. Louis Cardinals,Busch Stadium II,2844977
1994,AL,BAL,BAL,E,63,49,,,,,Baltimore Orioles,Oriole Park at Camden Yards,2535359
1994,AL,BOS,BOS,E,54,61,,,,,Boston Red Sox,Fenway Park II,1775818
1994,AL,CAL,ANA,W,47,68,,,,,California Angels,Anaheim Stadium,1512622
1994,AL,CHA,CHW,C,67,46,,,,,Chicago White Sox,Comiskey Park II,1697398
1994,AL,CLE,CLE,C,66,47,,,,,Cleveland Indians,Jacobs Field,1995174
1994,AL,DET,DET,E,53,62,,,,,Detroit Tigers,Tiger Stadium,1184783
1994,AL,KCA,KCR,C,64,51,,,,,Kansas City Royals,Kauffman Stadium,1400494
1994,AL,MIN,MIN,C,53,60,,,,,Minnesota Twins,Hubert H Humphrey Metrodome,1398565
1994,AL,ML4,MIL,C,53,62,,,,,Milwaukee Brewers,County Stadium,1268399
1994,AL,NYA,NYY,E,70,43,,,,,New York Yankees,Yankee Stadium II,1675556
1994,AL,OAK,OAK,W,51,63,,,,,Oakland Athletics,Oakland Coliseum,1242692
1994,AL,SEA,SEA,W,49,63,,,,,Seattle Mariners,Kingdome,1104206
1994,AL,TEX,TEX,W,52,62,,,,,Texas Rangers,The Ballpark at Arlington,2503198
1994,AL,TOR,TOR,E,55,60,,,,,Toronto Blue Jays,Skydome,2907933
1994,NL,ATL,ATL,E,68,46,,,,,Atlanta Braves,Atlanta-Fulton County Stadium,2539240
1994,NL,CHN,CHC,C,49,64,,,,,Chicago Cubs,Wrigley Field,1845208
1994,NL,CIN,CIN,C,66,48,,,,,Cincinnati Reds,Riverfront Stadium,1897681
1994,NL,COL,COL,W,53,64,,,,,Colorado Rockies,Mile High Stadium,3281511
1994,NL,FLO,FLA,E,51,64,,,,,Florida Marlins,Joe Robbie Stadium,1937467
1994,NL,HOU,HOU,C,66,49,,,,,Houston Astros,Astrodome,1561136
1994,NL,LAN,LAD,W,58,56,,,,,Los Angeles Dodgers,Dodger Stadium,2279355
1994,NL,MON,WSN,E,74,40,,,,,Montreal Expos,Stade Olympique,1276250
1994,NL,NYN,NYM,E,55,58,,,,,New York Mets,Shea Stadium,1151471
1994,NL,PHI,PHI,E,54,61,,,,,Philadelphia Phillies,Veterans Stadium,2290971
1994,NL,PIT,PIT,C,53,61,,,,,Pittsburgh Pirates,Three Rivers Stadium,1222520
1994,NL,SDN,SDP,W,47,70,,,,,San Diego Padres,Jack Murphy Stadium,953857
1994,NL,SFN,SFG,W,55,60,,,,,San Francisco Giants,Candlestick Park,1704608
1994,NL,SLN,STL,C,53,61,,,,,St. Louis Cardinals,Busch Stadium II,1866544
1995,AL,BAL,BAL,E,71,73,N,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3098475
1995,AL,BOS,BOS,E,86,58,Y,N,N,N,Boston Red Sox,Fenway Park II,2164410
1995,AL,CAL,ANA,W,78,67,N,N,N,N,California Angels,Anaheim Stadium,1748680
1995,AL,CHA,CHW,C,68,76,N,N,N,N,Chicago White Sox,Comiskey Park II,1609773
1995,AL,CLE,CLE,C,100,44,Y,N,Y,N,Cleveland Indians,Jacobs Field,2842745
1995,AL,DET,DET,E,60,84,N,N,N,N,Detroit Tigers,Tiger Stadium,1180979
1995,AL,KCA,KCR,C,70,74,N,N,N,N,Kansas City Royals,Kauffman Stadium,1233530
1995,AL,MIN,MIN,C,56,88,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1057667
1995,AL,ML4,MIL,C,65,79,N,N,N,N,Milwaukee Brewers,County Stadium,1087560
1995,AL,NYA,NYY,E,79,65,N,Y,N,N,New York Yankees,Yankee Stadium II,1705263
1995,AL,OAK,OAK,W,67,77,N,N,N,N,Oakland Athletics,Oakland Coliseum,1174310
1995,AL,SEA,SEA,W,79,66,Y,N,N,N,Seattle Mariners,Kingdome,1643203
1995,AL,TEX,TEX,W,74,70,N,N,N,N,Texas Rangers,The Ballpark at Arlington,1985910
1995,AL,TOR,TOR,E,56,88,N,N,N,N,Toronto Blue Jays,Skydome,2826483
1995,NL,ATL,ATL,E,90,54,Y,N,Y,Y,Atlanta Braves,Atlanta-Fulton County Stadium,2561831
1995,NL,CHN,CHC,C,73,71,N,N,N,N,Chicago Cubs,Wrigley Field,1918265
1995,NL,CIN,CIN,C,85,59,Y,N,N,N,Cincinnati Reds,Riverfront Stadium,1837649
1995,NL,COL,COL,W,77,67,N,Y,N,N,Colorado Rockies,Coors Field,3390037
1995,NL,FLO,FLA,E,67,76,N,N,N,N,Florida Marlins,Joe Robbie Stadium,1700466
1995,NL,HOU,HOU,C,76,68,N,N,N,N,Houston Astros,Astrodome,1363801
1995,NL,LAN,LAD,W,78,66,Y,N,N,N,Los Angeles Dodgers,Dodger Stadium,2766251
1995,NL,MON,WSN,E,66,78,N,N,N,N,Montreal Expos,Stade Olympique,1309618
1995,NL,NYN,NYM,E,69,75,N,N,N,N,New York Mets,Shea Stadium,1273183
1995,NL,PHI,PHI,E,69,75,N,N,N,N,Philadelphia Phillies,Veterans Stadium,2043598
1995,NL,PIT,PIT,C,58,86,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,905517
1995,NL,SDN,SDP,W,70,74,N,N,N,N,San Diego Padres,Jack Murphy Stadium,1041805
1995,NL,SFN,SFG,W,67,77,N,N,N,N,San Francisco Giants,Candlestick Park,1241500
1995,NL,SLN,STL,C,62,81,N,N,N,N,St. Louis Cardinals,Busch Stadium II,1756727
1996,AL,BAL,BAL,E,88,74,N,Y,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3646950
1996,AL,BOS,BOS,E,85,77,N,N,N,N,Boston Red Sox,Fenway Park II,2315231
1996,AL,CAL,ANA,W,70,91,N,N,N,N,California Angels,Anaheim Stadium,1820521
1996,AL,CHA,CHW,C,85,77,N,N,N,N,Chicago White Sox,Comiskey Park II,1676403
1996,AL,CLE,CLE,C,99,62,Y,N,N,N,Cleveland Indians,Jacobs Field,3318174
1996,AL,DET,DET,E,53,109,N,N,N,N,Detroit Tigers,Tiger Stadium,1168610
1996,AL,KCA,KCR,C,75,86,N,N,N,N,Kansas City Royals,Kauffman Stadium,1435997
1996,AL,MIN,MIN,C,78,84,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1437352
1996,AL,ML4,MIL,C,80,82,N,N,N,N,Milwaukee Brewers,County Stadium,1327155
1996,AL,NYA,NYY,E,92,70,Y,N,Y,Y,New York Yankees,Yankee Stadium II,2250877
1996,AL,OAK,OAK,W,78,84,N,N,N,N,Oakland Athletics,Oakland Coliseum,1148380
1996,AL,SEA,SEA,W,85,76,N,N,N,N,Seattle Mariners,Kingdome,2723850
1996,AL,TEX,TEX,W,90,72,Y,N,N,N,Texas Rangers,The Ballpark at Arlington,2889020
1996,AL,TOR,TOR,E,74,88,N,N,N,N,Toronto Blue Jays,Skydome,2559573
1996,NL,ATL,ATL,E,96,66,Y,N,Y,N,Atlanta Braves,Atlanta-Fulton County Stadium,2901242
1996,NL,CHN,CHC,C,76,86,N,N,N,N,Chicago Cubs,Wrigley Field,2219110
1996,NL,CIN,CIN,C,81,81,N,N,N,N,Cincinnati Reds,Riverfront Stadium,1861428
1996,NL,COL,COL,W,83,79,N,N,N,N,Colorado Rockies,Coors Field,3891014
1996,NL,FLO,FLA,E,80,82,N,N,N,N,Florida Marlins,Joe Robbie Stadium,1746767
1996,NL,HOU,HOU,C,82,80,N,N,N,N,Houston Astros,Astrodome,1975888
1996,NL,LAN,LAD,W,90,72,N,Y,N,N,Los Angeles Dodgers,Dodger Stadium,3188454
1996,NL,MON,WSN,E,88,74,N,N,N,N,Montreal Expos,Stade Olympique,1616709
1996,NL,NYN,NYM,E,71,91,N,N,N,N,New York Mets,Shea Stadium,1588323
1996,NL,PHI,PHI,E,67,95,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1801677
1996,NL,PIT,PIT,C,73,89,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1332150
1996,NL,SDN,SDP,W,91,71,Y,N,N,N,San Diego Padres,Jack Murphy Stadium,2187886
1996,NL,SFN,SFG,W,68,94,N,N,N,N,San Francisco Giants,Candlestick Park,1413922
1996,NL,SLN,STL,C,88,74,Y,N,N,N,St. Louis Cardinals,Busch Stadium II,2654718
1997,AL,ANA,ANA,W,84,78,N,N,N,N,Anaheim Angels,Edison International Field,1767330
1997,AL,BAL,BAL,E,98,64,Y,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3711132
1997,AL,BOS,BOS,E,78,84,N,N,N,N,Boston Red Sox,Fenway Park II,2226136
1997,AL,CHA,CHW,C,80,81,N,N,N,N,Chicago White Sox,Comiskey Park II,1864782
1997,AL,CLE,CLE,C,86,75,Y,N,Y,N,Cleveland Indians,Jacobs Field,3404750
1997,AL,DET,DET,E,79,83,N,N,N,N,Detroit Tigers,Tiger Stadium,1365157
1997,AL,KCA,KCR,C,67,94,N,N,N,N,Kansas City Royals,Kauffman Stadium,1517638
1997,AL,MIN,MIN,C,68,94,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1411064
1997,AL,ML4,MIL,C,78,83,N,N,N,N,Milwaukee Brewers,County Stadium,1444027
1997,AL,NYA,NYY,E,96,66,N,Y,N,N,New York Yankees,Yankee Stadium II,2580325
1997,AL,OAK,OAK,W,65,97,N,N,N,N,Oakland Athletics,Oakland Coliseum,1264218
1997,AL,SEA,SEA,W,90,72,Y,N,N,N,Seattle Mariners,Kingdome,3192237
1997,AL,TEX,TEX,W,77,85,N,N,N,N,Texas Rangers,The Ballpark at Arlington,2945228
1997,AL,TOR,TOR,E,76,86,N,N,N,N,Toronto Blue Jays,Skydome,2589297
1997,NL,ATL,ATL,E,101,61,Y,N,N,N,Atlanta Braves,Turner Field,3464488
1997,NL,CHN,CHC,C,68,94,N,N,N,N,Chicago Cubs,Wrigley Field,2190308
1997,NL,CIN,CIN,C,76,86,N,N,N,N,Cincinnati Reds,Cinergy Field,1785788
1997,NL,COL,COL,W,83,79,N,N,N,N,Colorado Rockies,Coors Field,3888453
1997,NL,FLO,FLA,E,92,70,N,Y,Y,Y,Florida Marlins,Joe Robbie Stadium,2364387
1997,NL,HOU,HOU,C,84,78,Y,N,N,N,Houston Astros,Astrodome,2046781
1997,NL,LAN,LAD,W,88,74,N,N,N,N,Los Angeles Dodgers,Dodger Stadium,3319504
1997,NL,MON,WSN,E,78,84,N,N,N,N,Montreal Expos,Stade Olympique,1497609
1997,NL,NYN,NYM,E,88,74,N,N,N,N,New York Mets,Shea Stadium,1766174
1997,NL,PHI,PHI,E,68,94,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1490638
1997,NL,PIT,PIT,C,79,83,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1657022
1997,NL,SDN,SDP,W,76,86,N,N,N,N,San Diego Padres,Qualcomm Stadium,2089333
1997,NL,SFN,SFG,W,90,72,Y,N,N,N,San Francisco Giants,3Com Park,1690869
1997,NL,SLN,STL,C,73,89,N,N,N,N,St. Louis Cardinals,Busch Stadium II,2634014
1998,AL,ANA,ANA,W,85,77,N,N,N,N,Anaheim Angels,Edison International Field,2519280
1998,AL,BAL,BAL,E,79,83,N,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3684650
1998,AL,BOS,BOS,E,92,70,N,Y,N,N,Boston Red Sox,Fenway Park II,2314704
1998,AL,CHA,CHW,C,80,82,N,N,N,N,Chicago White Sox,Comiskey Park II,1391146
1998,AL,CLE,CLE,C,89,73,Y,N,N,N,Cleveland Indians,Jacobs Field,3467299
1998,AL,DET,DET,C,65,97,N,N,N,N,Detroit Tigers,Tiger Stadium,1409391
1998,AL,KCA,KCR,C,72,89,N,N,N,N,Kansas City Royals,Kauffman Stadium,1494875
1998,AL,MIN,MIN,C,70,92,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1165976
1998,AL,NYA,NYY,E,114,48,Y,N,Y,Y,New York Yankees,Yankee Stadium II,2955193
1998,AL,OAK,OAK,W,74,88,N,N,N,N,Oakland Athletics,Oakland Coliseum,1232343
1998,AL,SEA,SEA,W,76,85,N,N,N,N,Seattle Mariners,Kingdome,2651511
1998,AL,TBA,TBD,E,63,99,N,N,N,N,Tampa Bay Devil Rays,Tropicana Field,2506293
1998,AL,TEX,TEX,W,88,74,Y,N,N,N,Texas Rangers,The Ballpark at Arlington,2927399
1998,AL,TOR,TOR,E,88,74,N,N,N,N,Toronto Blue Jays,Skydome,2454303
1998,NL,ARI,ARI,W,65,97,N,N,N,N,Arizona Diamondbacks,Bank One Ballpark,3610290
1998,NL,ATL,ATL,E,106,56,Y,N,N,N,Atlanta Braves,Turner Field,3360860
1998,NL,CHN,CHC,C,90,73,N,Y,N,N,Chicago Cubs,Wrigley Field,2623194
1998,NL,CIN,CIN,C,77,85,N,N,N,N,Cincinnati Reds,Cinergy Field,1793649
1998,NL,COL,COL,W,77,85,N,N,N,N,Colorado Rockies,Coors Field,3792683
1998,NL,FLO,FLA,E,54,108,N,N,N,N,Florida Marlins,Joe Robbie Stadium,1730384
1998,NL,HOU,HOU,C,102,60,Y,N,N,N,Houston Astros,Astrodome,2458451
1998,NL,LAN,LAD,W,83,79,N,N,N,N,Los Angeles Dodgers,Dodger Stadium,3089222
1998,NL,MIL,MIL,C,74,88,N,N,N,N,Milwaukee Brewers,County Stadium,1811593
1998,NL,MON,WSN,E,65,97,N,N,N,N,Montreal Expos,Stade Olympique,914909
1998,NL,NYN,NYM,E,88,74,N,N,N,N,New York Mets,Shea Stadium,2287948
1998,NL,PHI,PHI,E,75,87,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1715722
1998,NL,PIT,PIT,C,69,93,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1560950
1998,NL,SDN,SDP,W,98,64,Y,N,Y,N,San Diego Padres,Qualcomm Stadium,2555874
1998,NL,SFN,SFG,W,89,74,N,N,N,N,San Francisco Giants,3Com Park,1925364
1998,NL,SLN,STL,C,83,79,N,N,N,N,St. Louis Cardinals,Busch Stadium II,3195691
1999,AL,ANA,ANA,W,70,92,N,N,N,N,Anaheim Angels,Edison International Field,2253123
1999,AL,BAL,BAL,E,78,84,N,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3433150
1999,AL,BOS,BOS,E,94,68,N,Y,N,N,Boston Red Sox,Fenway Park II,2446162
1999,AL,CHA,CHW,C,75,86,N,N,N,N,Chicago White Sox,Comiskey Park II,1338851
1999,AL,CLE,CLE,C,97,65,Y,N,N,N,Cleveland Indians,Jacobs Field,3468456
1999,AL,DET,DET,C,69,92,N,N,N,N,Detroit Tigers,Tiger Stadium,2026441
1999,AL,KCA,KCR,C,64,97,N,N,N,N,Kansas City Royals,Kauffman Stadium,1506068
1999,AL,MIN,MIN,C,63,97,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1202829
1999,AL,NYA,NYY,E,98,64,Y,N,Y,Y,New York Yankees,Yankee Stadium II,3292736
1999,AL,OAK,OAK,W,87,75,N,N,N,N,Oakland Athletics,Oakland Coliseum,1434610
1999,AL,SEA,SEA,W,79,83,N,N,N,N,Seattle Mariners,Kingdome / Safeco Field,2916346
1999,AL,TBA,TBD,E,69,93,N,N,N,N,Tampa Bay Devil Rays,Tropicana Field,1562827
1999,AL,TEX,TEX,W,95,67,Y,N,N,N,Texas Rangers,The Ballpark at Arlington,2771469
1999,AL,TOR,TOR,E,84,78,N,N,N,N,Toronto Blue Jays,Skydome,2163464
1999,NL,ARI,ARI,W,100,62,Y,N,N,N,Arizona Diamondbacks,Bank One Ballpark,3019654
1999,NL,ATL,ATL,E,103,59,Y,N,Y,N,Atlanta Braves,Turner Field,3284897
1999,NL,CHN,CHC,C,67,95,N,N,N,N,Chicago Cubs,Wrigley Field,2813854
1999,NL,CIN,CIN,C,96,67,N,N,N,N,Cincinnati Reds,Cinergy Field,2061222
1999,NL,COL,COL,W,72,90,N,N,N,N,Colorado Rockies,Coors Field,3481065
1999,NL,FLO,FLA,E,64,98,N,N,N,N,Florida Marlins,Pro Player Stadium,1369421
1999,NL,HOU,HOU,C,97,65,Y,N,N,N,Houston Astros,Astrodome,2706017
1999,NL,LAN,LAD,W,77,85,N,N,N,N,Los Angeles Dodgers,Dodger Stadium,3095346
1999,NL,MIL,MIL,C,74,87,N,N,N,N,Milwaukee Brewers,County Stadium,1701796
1999,NL,MON,WSN,E,68,94,N,N,N,N,Montreal Expos,Stade Olympique,773277
1999,NL,NYN,NYM,E,97,66,N,Y,N,N,New York Mets,Shea Stadium,2725668
1999,NL,PHI,PHI,E,77,85,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1825337
1999,NL,PIT,PIT,C,78,83,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1638023
1999,NL,SDN,SDP,W,74,88,N,N,N,N,San Diego Padres,Qualcomm Stadium,2523538
1999,NL,SFN,SFG,W,86,76,N,N,N,N,San Francisco Giants,3Com Park,2078399
1999,NL,SLN,STL,C,75,86,N,N,N,N,St. Louis Cardinals,Busch Stadium II,3225334
2000,AL,ANA,ANA,W,82,80,N,N,N,N,Anaheim Angels,Edison International Field,2066982
2000,AL,BAL,BAL,E,74,88,N,N,N,N,Baltimore Orioles,Oriole Park at Camden Yards,3297031
2000,AL,BOS,BOS,E,85,77,N,N,N,N,Boston Red Sox,Fenway Park II,2585895
2000,AL,CHA,CHW,C,95,67,Y,N,N,N,Chicago White Sox,Comiskey Park II,1947799
2000,AL,CLE,CLE,C,90,72,N,N,N,N,Cleveland Indians,Jacobs Field,3456278
2000,AL,DET,DET,C,79,83,N,N,N,N,Detroit Tigers,Comerica Park,2438617
2000,AL,KCA,KCR,C,77,85,N,N,N,N,Kansas City Royals,Kauffman Stadium,1564847
2000,AL,MIN,MIN,C,69,93,N,N,N,N,Minnesota Twins,Hubert H Humphrey Metrodome,1000760
2000,AL,NYA,NYY,E,87,74,Y,N,Y,Y,New York Yankees,Yankee Stadium II,3055435
2000,AL,OAK,OAK,W,91,70,Y,N,N,N,Oakland Athletics,Oakland Coliseum,1603744
2000,AL,SEA,SEA,W,91,71,N,Y,N,N,Seattle Mariners,Safeco Field,2914624
2000,AL,TBA,TBD,E,69,92,N,N,N,N,Tampa Bay Devil Rays,Tropicana Field,1449673
2000,AL,TEX,TEX,W,71,91,N,N,N,N,Texas Rangers,The Ballpark at Arlington,2588401
2000,AL,TOR,TOR,E,83,79,N,N,N,N,Toronto Blue Jays,Skydome,1705712
2000,NL,ARI,ARI,W,85,77,N,N,N,N,Arizona Diamondbacks,Bank One Ballpark,2942251
2000,NL,ATL,ATL,E,95,67,Y,N,N,N,Atlanta Braves,Turner Field,3234304
2000,NL,CHN,CHC,C,65,97,N,N,N,N,Chicago Cubs,Wrigley Field,2789511
2000,NL,CIN,CIN,C,85,77,N,N,N,N,Cincinnati Reds,Cinergy Field,2577371
2000,NL,COL,COL,W,82,80,N,N,N,N,Colorado Rockies,Coors Field,3295129
2000,NL,FLO,FLA,E,79,82,N,N,N,N,Florida Marlins,Pro Player Stadium,1218326
2000,NL,HOU,HOU,C,72,90,N,N,N,N,Houston Astros,Enron Field,3056139
2000,NL,LAN,LAD,W,86,76,N,N,N,N,Los Angeles Dodgers,Dodger Stadium,2880242
2000,NL,MIL,MIL,C,73,89,N,N,N,N,Milwaukee Brewers,County Stadium,1573621
2000,NL,MON,WSN,E,67,95,N,N,N,N,Montreal Expos,Stade Olympique,926272
2000,NL,NYN,NYM,E,94,68,N,Y,Y,N,New York Mets,Shea Stadium,2820530
2000,NL,PHI,PHI,E,65,97,N,N,N,N,Philadelphia Phillies,Veterans Stadium,1612769
2000,NL,PIT,PIT,C,69,93,N,N,N,N,Pittsburgh Pirates,Three Rivers Stadium,1748908
