geo,time,child_mortality_0_5_year_olds_dying_per_1000_born
afg,1972,296.4
afg,1973,290.8
afg,1974,284.9
afg,1975,279.4
afg,1976,273.6
afg,1977,267.8
afg,1978,261.6
afg,1979,255.5
afg,1980,249.1
afg,1981,242.7
afg,1982,236.2
afg,1983,229.7
afg,1984,222.9
afg,1985,216
afg,1986,209.2
afg,1987,202.1
afg,1988,195
afg,1989,187.8
afg,1990,181
afg,1991,174.2
afg,1992,167.8
afg,1993,162
afg,1994,156.8
afg,1995,152.3
afg,1996,148.6
afg,1997,145.5
afg,1998,142.6
afg,1999,139.9
afg,2000,137
afg,2001,133.8
afg,2002,130.3
afg,2003,126.8
afg,2004,123.2
afg,2005,119.6
afg,2006,116.3
afg,2007,113.2
afg,2008,110.4
afg,2009,107.6
afg,2010,105
afg,2011,102.3
afg,2012,99.5
afg,2013,96.7
afg,2014,93.9
afg,2015,91.1
alb,1800,375.2
alb,1801,375.2
alb,1802,375.2
alb,1803,375.2
alb,1804,375.2
alb,1805,375.2
alb,1806,375.2
alb,1807,375.2
alb,1808,375.2
alb,1809,375.2
alb,1810,375.2
alb,1811,375.2
alb,1812,375.2
alb,1813,375.2
alb,1814,375.2
alb,1815,375.2
alb,1816,375.2
alb,1817,375.2
alb,1818,375.2
alb,1819,375.2
alb,1820,375.2
alb,1821,375.2
alb,1822,375.2
alb,1823,375.2
alb,1824,375.2
alb,1825,375.2
alb,1826,375.2
alb,1827,375.2
alb,1828,375.2
alb,1829,375.2
alb,1830,375.2
alb,1831,375.2
alb,1832,375.2
alb,1833,375.2
alb,1834,375.2
alb,1835,375.2
alb,1836,375.2
alb,1837,375.2
alb,1838,375.2
alb,1839,375.2
alb,1840,375.2
alb,1841,375.2
alb,1842,375.2
alb,1843,375.2
alb,1844,375.2
alb,1845,375.2
alb,1846,375.2
alb,1847,375.2
alb,1848,375.2
alb,1849,375.2
alb,1850,375.2
alb,1851,375.2
alb,1852,375.2
alb,1853,375.2
alb,1854,375.2
alb,1855,375.2
alb,1856,375.2
alb,1857,375.2
alb,1858,375.2
alb,1859,375.2
alb,1860,375.2
alb,1861,375.2
alb,1862,375.2
alb,1863,375.2
alb,1864,375.2
alb,1865,375.2
alb,1866,375.2
alb,1867,375.2
alb,1868,375.2
alb,1869,375.2
alb,1870,375.2
alb,1871,375.2
alb,1872,375.2
alb,1873,375.2
alb,1874,375.2
alb,1875,375.2
alb,1876,375.2
alb,1877,375.2
alb,1878,375.2
alb,1879,375.2
alb,1880,375.2
alb,1881,375.2
alb,1882,375.2
alb,1883,375.2
alb,1884,375.2
alb,1885,375.2
alb,1886,375.2
alb,1887,375.2
alb,1888,375.2
alb,1889,375.2
alb,1890,375.2
alb,1891,375.2
alb,1892,375.2
alb,1893,375.2
alb,1894,375.2
alb,1895,375.2
alb,1896,375.1
alb,1897,375
alb,1898,374.9
alb,1899,374.6
alb,1900,374.4
alb,1901,374.1
alb,1902,373.7
alb,1903,373.2
alb,1904,372.8
alb,1905,372.2
alb,1906,371.6
alb,1907,370.9
alb,1908,370.2
alb,1909,369.4
alb,1910,368.6
alb,1911,367.7
alb,1912,366.8
alb,1913,366
alb,1914,365.1
alb,1915,364.2
alb,1916,363.3
alb,1917,362.4
alb,1918,361.6
alb,1919,360.7
alb,1920,359.8
alb,1921,358.9
alb,1922,358
alb,1923,357.1
alb,1924,356.3
alb,1925,355.4
alb,1926,354.5
alb,1927,353.6
alb,1928,352.8
alb,1929,351.9
alb,1930,341
alb,1931,330.3
alb,1932,319.9
alb,1933,309.6
alb,1934,299.6
alb,1935,289.8
alb,1936,280.1
alb,1937,270.7
alb,1938,261.5
alb,1939,253.4
alb,1940,244.6
alb,1941,236
alb,1942,227.5
alb,1943,219.2
alb,1944,211
alb,1945,203
alb,1946,195.2
alb,1947,187.4
alb,1948,179.9
alb,1949,172.4
alb,1950,165.2
alb,1951,161.7
alb,1952,158.3
alb,1953,155
alb,1954,151.7
alb,1955,148.5
alb,1956,145.4
alb,1957,142.3
alb,1958,139.3
alb,1959,136.4
alb,1960,133.6
alb,1961,130.7
alb,1962,128
alb,1963,125.3
alb,1964,122.7
alb,1965,120.1
alb,1966,117.6
alb,1967,115.1
alb,1968,112.7
alb,1969,110.3
alb,1970,108
alb,1971,105.7
alb,1972,103.5
alb,1973,101.3
alb,1974,99.18
alb,1975,97.1
alb,1976,95.06
alb,1977,93.06
alb,1978,91.1
alb,1979,84.7
alb,1980,78.6
alb,1981,73
alb,1982,67.8
alb,1983,62.8
alb,1984,58.3
alb,1985,54.3
alb,1986,50.7
alb,1987,47.6
alb,1988,44.9
alb,1989,42.5
alb,1990,40.6
alb,1991,38.8
alb,1992,37.3
alb,1993,36
alb,1994,34.6
alb,1995,33.2
alb,1996,31.8
alb,1997,30.3
alb,1998,28.9
alb,1999,27.5
alb,2000,26.2
alb,2001,24.9
alb,2002,23.6
alb,2003,22.5
alb,2004,21.5
alb,2005,20.5
alb,2006,19.5
alb,2007,18.7
alb,2008,17.9
alb,2009,17.3
alb,2010,16.6
alb,2011,16
alb,2012,15.5
alb,2013,14.9
alb,2014,14.4
alb,2015,14
dza,1800,460.2
dza,1801,460.2
dza,1802,460.2
dza,1803,460.2
dza,1804,460.2
dza,1805,460.2
dza,1806,460.2
dza,1807,460.2
dza,1808,460.2
dza,1809,460.2
dza,1810,460.2
dza,1811,460.2
dza,1812,460.2
dza,1813,460.2
dza,1814,460.2
dza,1815,460.2
dza,1816,460.2
dza,1817,460.2
dza,1818,460.2
dza,1819,460.2
dza,1820,460.2
dza,1821,460.2
dza,1822,460.2
dza,1823,460.2
dza,1824,460.2
dza,1825,460.2
dza,1826,460.2
dza,1827,460.2
dza,1828,460.2
dza,1829,460.2
dza,1830,460.2
dza,1831,460.2
dza,1832,460.2
dza,1833,460.2
dza,1834,460.2
dza,1835,460.2
dza,1836,460.2
dza,1837,460.2
dza,1838,460.2
dza,1839,460.2
dza,1840,460.2
dza,1841,460.2
dza,1842,460.2
dza,1843,460.2
dza,1844,460.2
dza,1845,460.2
dza,1846,460.2
dza,1847,460.2
dza,1848,460.2
dza,1849,460.2
dza,1850,460.2
dza,1851,460.2
dza,1852,460.2
dza,1853,460.2
dza,1854,460.2
dza,1855,460.2
dza,1856,460.2
dza,1857,460.2
dza,1858,460.2
dza,1859,460.2
dza,1860,460.2
dza,1861,460.2
dza,1862,460.2
dza,1863,460.2
dza,1864,460.2
dza,1865,460.2
dza,1866,460.2
dza,1867,460.2
dza,1868,460.2
dza,1869,460.2
dza,1870,460.2
dza,1871,460.2
dza,1872,460.2
dza,1873,460.2
dza,1874,460.2
dza,1875,460.2
dza,1876,460.2
dza,1877,460.2
dza,1878,460.2
dza,1879,460.2
dza,1880,460.2
dza,1881,460.2
dza,1882,460.2
dza,1883,460.2
dza,1884,460.2
dza,1885,460.2
dza,1886,460.2
dza,1887,460.2
dza,1888,460.2
dza,1889,460.2
dza,1890,460.2
dza,1891,460.2
dza,1892,460.2
dza,1893,460.2
dza,1894,460.2
dza,1895,460.2
dza,1896,460.1
dza,1897,460
dza,1898,459.8
dza,1899,459.5
dza,1900,459.2
dza,1901,458.8
dza,1902,458.4
dza,1903,457.8
dza,1904,457.2
dza,1905,456.5
dza,1906,455.8
dza,1907,454.9
dza,1908,454
dza,1909,453.1
dza,1910,452.1
dza,1911,451
dza,1912,449.9
dza,1913,448.9
dza,1914,447.8
dza,1915,446.9
dza,1916,446
dza,1917,445.1
dza,1918,444.2
dza,1919,443.4
dza,1920,442.4
dza,1921,441.6
dza,1922,440.7
dza,1923,439.8
dza,1924,434.9
dza,1925,431.4
dza,1926,428
dza,1927,423.2
dza,1928,419.8
dza,1929,415.1
dza,1930,411.8
dza,1931,408.4
dza,1932,403.8
dza,1933,400.5
dza,1934,396
dza,1935,391.5
dza,1936,385.9
dza,1937,381.5
dza,1938,377.2
dza,1939,372.9
dza,1940,368.6
dza,1941,364.4
dza,1942,363.6
dza,1943,362.8
dza,1944,362
dza,1945,349.3
dza,1946,337
dza,1947,325.2
dza,1948,313.8
dza,1949,302.8
dza,1950,292.1
dza,1951,281.9
dza,1952,272
dza,1953,262.4
dza,1954,253.2
dza,1955,251.6
dza,1956,250.1
dza,1957,249
dza,1958,247.7
dza,1959,246.4
dza,1960,245.7
dza,1961,245.9
dza,1962,246.3
dza,1963,246.7
dza,1964,247.3
dza,1965,248.2
dza,1966,248.9
dza,1967,248.9
dza,1968,248
dza,1969,245.8
dza,1970,242.2
dza,1971,237.3
dza,1972,230.9
dza,1973,223.4
dza,1974,214.9
dza,1975,205.5
dza,1976,195.7
dza,1977,185.1
dza,1978,173.9
dza,1979,161.7
dza,1980,148
dza,1981,132.6
dza,1982,115.9
dza,1983,98.9
dza,1984,83.6
dza,1985,71.2
dza,1986,61.9
dza,1987,55.3
dza,1988,51.2
dza,1989,48.6
dza,1990,46.9
dza,1991,45.8
dza,1992,45
dza,1993,44.2
dza,1994,43.5
dza,1995,42.6
dza,1996,41.8
dza,1997,41.2
dza,1998,40.7
dza,1999,40.2
dza,2000,39.7
dza,2001,38.9
dza,2002,37.8
dza,2003,36.5
dza,2004,35.1
dza,2005,33.6
dza,2006,32.1
dza,2007,30.7
dza,2008,29.5
dza,2009,28.4
dza,2010,27.4
dza,2011,26.6
dza,2012,25.8
dza,2013,25.2
dza,2014,24.6
dza,2015,24
and,1990,8.5
and,1991,7.9
and,1992,7.4
and,1993,6.9
and,1994,6.4
and,1995,6
and,1996,5.7
and,1997,5.3
and,1998,5
and,1999,4.8
and,2000,4.6
and,2001,4.4
and,2002,4.2
and,2003,4.1
and,2004,4
and,2005,3.9
and,2006,3.7
and,2007,3.6
and,2008,3.5
and,2009,3.4
and,2010,3.3
and,2011,3.2
and,2012,3.1
and,2013,3
and,2014,2.9
and,2015,2.8
ago,1800,485.7
ago,1801,485.7
ago,1802,485.7
ago,1803,485.7
ago,1804,485.7
ago,1805,485.7
ago,1806,485.7
ago,1807,485.7
ago,1808,485.7
ago,1809,485.7
ago,1810,485.7
ago,1811,485.7
ago,1812,485.7
ago,1813,485.7
ago,1814,485.7
ago,1815,485.7
ago,1816,485.7
ago,1817,485.7
ago,1818,485.7
ago,1819,485.7
ago,1820,485.7
ago,1821,485.7
ago,1822,485.7
ago,1823,485.7
ago,1824,485.7
ago,1825,485.7
ago,1826,485.7
ago,1827,485.7
ago,1828,485.7
ago,1829,485.7
ago,1830,485.7
ago,1831,485.7
ago,1832,485.7
ago,1833,485.7
ago,1834,485.7
ago,1835,485.7
ago,1836,485.7
ago,1837,485.7
ago,1838,485.7
ago,1839,485.7
ago,1840,485.7
ago,1841,485.7
ago,1842,485.7
ago,1843,485.7
ago,1844,485.7
ago,1845,485.7
ago,1846,485.7
ago,1847,485.7
ago,1848,485.7
ago,1849,485.7
ago,1850,485.7
ago,1851,485.7
ago,1852,485.7
ago,1853,485.7
ago,1854,485.7
ago,1855,485.7
ago,1856,485.7
ago,1857,485.7
ago,1858,485.7
ago,1859,485.7
ago,1860,485.7
ago,1861,485.7
ago,1862,485.7
ago,1863,485.7
ago,1864,485.7
ago,1865,485.7
ago,1866,485.7
ago,1867,485.7
ago,1868,485.7
ago,1869,485.7
ago,1870,485.7
ago,1871,485.7
ago,1872,485.7
ago,1873,485.7
ago,1874,485.7
ago,1875,485.7
ago,1876,485.7
ago,1877,485.7
ago,1878,485.7
ago,1879,485.7
ago,1880,485.7
ago,1881,485.7
ago,1882,485.7
ago,1883,485.7
ago,1884,485.7
ago,1885,485.7
ago,1886,485.7
ago,1887,485.7
ago,1888,485.7
ago,1889,485.7
ago,1890,485.7
ago,1891,485.7
ago,1892,485.7
ago,1893,485.7
ago,1894,485.7
ago,1895,485.6
ago,1896,485.6
ago,1897,485.4
ago,1898,485.2
ago,1899,485
ago,1900,484.6
ago,1901,484.2
ago,1902,483.7
ago,1903,483.1
ago,1904,482.5
ago,1905,481.8
ago,1906,481
ago,1907,480.1
ago,1908,479.2
ago,1909,478.1
ago,1910,477.1
ago,1911,476
ago,1912,474.9
ago,1913,473.7
ago,1914,472.6
ago,1915,471.4
ago,1916,470.3
ago,1917,469.1
ago,1918,468
ago,1919,466.9
ago,1920,465.7
ago,1921,464.6
ago,1922,463.5
ago,1923,462.3
ago,1924,461.2
ago,1925,460
ago,1926,458.9
ago,1927,457.8
ago,1928,456.6
ago,1929,455.5
ago,1930,454.3
ago,1931,453.2
ago,1932,452.1
ago,1933,450.9
ago,1934,449.8
ago,1935,448.6
ago,1936,447.5
ago,1937,446.4
ago,1938,445.2
ago,1939,444.1
ago,1940,442.9
ago,1941,439.3
ago,1942,435.7
ago,1943,432.1
ago,1944,427.1
ago,1945,423.6
ago,1946,420.1
ago,1947,416.6
ago,1948,411.8
ago,1949,408.3
ago,1950,404.9
ago,1951,401.5
ago,1952,395.7
ago,1953,389.5
ago,1954,382.8
ago,1955,375.7
ago,1956,368.3
ago,1957,360.4
ago,1958,352.2
ago,1959,344.2
ago,1960,336.2
ago,1961,328.3
ago,1962,320.6
ago,1963,312.9
ago,1964,305.2
ago,1965,297.6
ago,1966,290
ago,1967,282.4
ago,1968,275.3
ago,1969,268.6
ago,1970,262.3
ago,1971,259.3
ago,1972,256.4
ago,1973,253.5
ago,1974,250.6
ago,1975,247.8
ago,1976,245
ago,1977,242.2
ago,1978,239.5
ago,1979,236.8
ago,1980,234.1
ago,1981,232.8
ago,1982,231.5
ago,1983,230.2
ago,1984,229.1
ago,1985,228.3
ago,1986,227.5
ago,1987,226.9
ago,1988,226.5
ago,1989,226.2
ago,1990,226
ago,1991,225.9
ago,1992,226
ago,1993,225.8
ago,1994,225.5
ago,1995,224.8
ago,1996,224
ago,1997,222.6
ago,1998,220.8
ago,1999,218.9
ago,2000,216.7
ago,2001,214.1
ago,2002,211.7
ago,2003,209.2
ago,2004,206.7
ago,2005,203.9
ago,2006,200.5
ago,2007,196.4
ago,2008,192
ago,2009,187.3
ago,2010,182.5
ago,2011,177.3
ago,2012,172.2
ago,2013,167.1
ago,2014,162.2
ago,2015,156.9
atg,1800,473.6
atg,1801,469.8
atg,1802,466
atg,1803,462.2
atg,1804,458.5
atg,1805,454.8
atg,1806,451.1
atg,1807,447.4
atg,1808,443.8
atg,1809,440.2
atg,1810,436.7
atg,1811,433.1
atg,1812,429.6
atg,1813,426.2
atg,1814,422.7
atg,1815,419.3
atg,1816,415.9
atg,1817,412.5
atg,1818,409.2
atg,1819,405.9
atg,1820,402.6
atg,1821,399.4
atg,1822,396.1
atg,1823,392.9
atg,1824,389.8
atg,1825,386.6
atg,1826,383.5
atg,1827,380.4
atg,1828,377.3
atg,1829,374.2
atg,1830,371.2
atg,1831,368.2
atg,1832,365.2
atg,1833,362.3
atg,1834,359.4
atg,1835,356.4
atg,1836,353.6
atg,1837,350.7
atg,1838,347.9
atg,1839,345.1
atg,1840,342.3
atg,1841,339.5
atg,1842,336.8
atg,1843,334
atg,1844,331.3
atg,1845,328.6
atg,1846,326
atg,1847,323.4
atg,1848,320.8
atg,1849,318.1
atg,1850,315.6
atg,1851,313
atg,1852,310.5
atg,1853,308
atg,1854,305.5
atg,1855,303
atg,1856,300.6
atg,1857,298.1
atg,1858,295.7
atg,1859,293.3
atg,1860,291
atg,1861,288.6
atg,1862,286.3
atg,1863,284
atg,1864,281.7
atg,1865,279.4
atg,1866,277.1
atg,1867,274.9
atg,1868,272.7
atg,1869,270.5
atg,1870,268.3
atg,1871,266.1
atg,1872,264
atg,1873,261.8
atg,1874,259.7
atg,1875,257.6
atg,1876,255.5
atg,1877,253.5
atg,1878,251.4
atg,1879,249.4
atg,1880,247.4
atg,1881,245.4
atg,1882,243.4
atg,1883,241.4
atg,1884,239.4
atg,1885,237.5
atg,1886,235.6
atg,1887,233.7
atg,1888,231.8
atg,1889,229.9
atg,1890,228.1
atg,1891,226.2
atg,1892,224.4
atg,1893,222.6
atg,1894,220.8
atg,1895,219
atg,1896,217.2
atg,1897,215.5
atg,1898,213.7
atg,1899,212
atg,1900,210.3
atg,1901,208.6
atg,1902,206.9
atg,1903,205.2
atg,1904,203.6
atg,1905,201.9
atg,1906,200.3
atg,1907,198.7
atg,1908,197.1
atg,1909,195.5
atg,1910,193.9
atg,1911,192.3
atg,1912,190.8
atg,1913,189.2
atg,1914,187.7
atg,1915,186.2
atg,1916,184.7
atg,1917,183.2
atg,1918,181.7
atg,1919,180.2
atg,1920,178.8
atg,1921,177.3
atg,1922,175.9
atg,1923,174.5
atg,1924,173.1
atg,1925,171.7
atg,1926,170.3
atg,1927,168.9
atg,1928,167.5
atg,1929,166.2
atg,1930,164.8
atg,1931,163.5
atg,1932,162.2
atg,1933,160.9
atg,1934,159.6
atg,1935,158.3
atg,1936,157
atg,1937,155.7
atg,1938,154.5
atg,1939,153.2
atg,1940,152
atg,1941,149.7
atg,1942,147.5
atg,1943,145.2
atg,1944,143.1
atg,1945,140.9
atg,1946,138.8
atg,1947,136.7
atg,1948,134.6
atg,1949,132.5
atg,1950,130.5
atg,1951,127.2
atg,1952,122.7
atg,1953,118.2
atg,1954,113.6
atg,1955,109
atg,1956,105
atg,1957,100.3
atg,1958,95.72
atg,1959,91.26
atg,1960,87.45
atg,1961,83.25
atg,1962,79.65
atg,1963,76.18
atg,1964,72.78
atg,1965,69.91
atg,1966,66.69
atg,1967,63.53
atg,1968,60.97
atg,1969,58.16
atg,1970,55.87
atg,1971,53.73
atg,1972,51.35
atg,1973,49.44
atg,1974,47.58
atg,1975,45.77
atg,1976,43.98
atg,1977,42.22
atg,1978,40.83
atg,1979,39.16
atg,1980,37.53
atg,1981,36.01
atg,1982,34.55
atg,1983,33.16
atg,1984,31.83
atg,1985,30.54
atg,1986,29.32
atg,1987,28.14
atg,1988,27.01
atg,1989,25.93
atg,1990,25.5
atg,1991,24.2
atg,1992,23.1
atg,1993,21.9
atg,1994,20.8
atg,1995,19.7
atg,1996,18.8
atg,1997,17.9
atg,1998,17
atg,1999,16.2
atg,2000,15.5
atg,2001,14.8
atg,2002,14.1
atg,2003,13.5
atg,2004,12.9
atg,2005,12.4
atg,2006,11.8
atg,2007,11.3
atg,2008,10.9
atg,2009,10.4
atg,2010,9.9
atg,2011,9.5
atg,2012,9.1
atg,2013,8.7
atg,2014,8.4
atg,2015,8.1
arg,1800,402.2
arg,1801,402.2
arg,1802,402.2
arg,1803,402.2
arg,1804,402.2
arg,1805,402.2
arg,1806,402.2
arg,1807,402.2
arg,1808,402.2
arg,1809,402.2
arg,1810,402.2
arg,1811,402.2
arg,1812,402.2
arg,1813,402.2
arg,1814,402.2
arg,1815,402.2
arg,1816,402.2
arg,1817,402.2
arg,1818,402.2
arg,1819,402.2
arg,1820,402.2
arg,1821,402.2
arg,1822,402.2
arg,1823,402.2
arg,1824,402.2
arg,1825,402.2
arg,1826,402.2
arg,1827,402.2
arg,1828,402.2
arg,1829,402.2
arg,1830,402.2
arg,1831,402.2
arg,1832,402.2
arg,1833,402.2
arg,1834,402.2
arg,1835,402.2
arg,1836,402.2
arg,1837,402.2
arg,1838,402.2
arg,1839,402.2
arg,1840,402.2
arg,1841,402.2
arg,1842,402.2
arg,1843,402.2
arg,1844,402.2
arg,1845,402.2
arg,1846,402.2
arg,1847,402.2
arg,1848,402.2
arg,1849,402.2
arg,1850,402.2
arg,1851,402.2
arg,1852,402.2
arg,1853,402.2
arg,1854,402.2
arg,1855,402.2
arg,1856,402.2
arg,1857,402.2
arg,1858,402.2
arg,1859,402.2
arg,1860,402.2
arg,1861,402.2
arg,1862,402.2
arg,1863,402.2
arg,1864,402.2
arg,1865,402.2
arg,1866,402.2
arg,1867,402.2
arg,1868,402.2
arg,1869,402.2
arg,1870,402.2
arg,1871,402.2
arg,1872,402.2
arg,1873,402.2
arg,1874,402.2
arg,1875,402.2
arg,1876,402.2
arg,1877,402.2
arg,1878,403.4
arg,1879,403.4
arg,1880,403.4
arg,1881,404.7
arg,1882,406
arg,1883,407.2
arg,1884,408.5
arg,1885,409.8
arg,1886,406
arg,1887,402.2
arg,1888,399.7
arg,1889,395.9
arg,1890,392.2
arg,1891,393.5
arg,1892,395.9
arg,1893,397.2
arg,1894,399.7
arg,1895,400.9
arg,1896,392.1
arg,1897,383.5
arg,1898,374.9
arg,1899,366.3
arg,1900,357.9
arg,1901,350.6
arg,1902,337.4
arg,1903,324.7
arg,1904,312.5
arg,1905,300.7
arg,1906,289.4
arg,1907,278.5
arg,1908,268
arg,1909,257.9
arg,1910,248.2
arg,1911,238.8
arg,1912,229.6
arg,1913,205.3
arg,1914,196
arg,1915,194.1
arg,1916,194.1
arg,1917,201.6
arg,1918,220.3
arg,1919,212.8
arg,1920,199.7
arg,1921,179.1
arg,1922,171.6
arg,1923,171.6
arg,1924,179.1
arg,1925,188.4
arg,1926,184.7
arg,1927,197.8
arg,1928,173.4
arg,1929,162.2
arg,1930,149.3
arg,1931,149.3
arg,1932,140.2
arg,1933,125.9
arg,1934,143.8
arg,1935,160.3
arg,1936,143.8
arg,1937,140.1
arg,1938,154.8
arg,1939,131.2
arg,1940,131.1
arg,1941,122.3
arg,1942,124.1
arg,1943,113.7
arg,1944,115.4
arg,1945,117.1
arg,1946,103.5
arg,1947,110.2
arg,1948,95.18
arg,1949,91.93
arg,1950,93.53
arg,1951,91.92
arg,1952,88.72
arg,1953,85.66
arg,1954,81.15
arg,1955,84.17
arg,1956,76.5
arg,1957,93.51
arg,1958,82.65
arg,1959,77.78
arg,1960,73.2
arg,1961,68.9
arg,1962,64.84
arg,1963,61.02
arg,1964,57.43
arg,1965,57.43
arg,1966,58.63
arg,1967,58.52
arg,1968,58.32
arg,1969,73.2
arg,1970,72.4
arg,1971,71.5
arg,1972,70.4
arg,1973,68.8
arg,1974,66.6
arg,1975,63.8
arg,1976,60.2
arg,1977,55.9
arg,1978,51.4
arg,1979,47
arg,1980,43.1
arg,1981,40
arg,1982,37.6
arg,1983,35.8
arg,1984,34.4
arg,1985,33.1
arg,1986,31.9
arg,1987,30.8
arg,1988,29.7
arg,1989,28.6
arg,1990,27.6
arg,1991,26.6
arg,1992,25.7
arg,1993,24.8
arg,1994,24.1
arg,1995,23.4
arg,1996,22.7
arg,1997,22
arg,1998,21.4
arg,1999,20.8
arg,2000,20.2
arg,2001,19.7
arg,2002,19.2
arg,2003,18.6
arg,2004,17.9
arg,2005,17.1
arg,2006,16.4
arg,2007,15.8
arg,2008,15.4
arg,2009,15
arg,2010,14.6
arg,2011,14.2
arg,2012,13.8
arg,2013,13.3
arg,2014,12.9
arg,2015,12.5
arm,1800,371.2
arm,1801,370.7
arm,1802,370.2
arm,1803,369.8
arm,1804,369.3
arm,1805,368.8
arm,1806,368.3
arm,1807,367.8
arm,1808,367.3
arm,1809,366.9
arm,1810,366.4
arm,1811,365.9
arm,1812,365.4
arm,1813,364.9
arm,1814,364.5
arm,1815,364
arm,1816,363.5
arm,1817,363
arm,1818,362.6
arm,1819,362.1
arm,1820,361.6
arm,1821,361.1
arm,1822,360.7
arm,1823,360.2
arm,1824,359.7
arm,1825,359.3
arm,1826,358.8
arm,1827,358.3
arm,1828,357.9
arm,1829,357.4
arm,1830,356.9
arm,1831,356.4
arm,1832,356
arm,1833,355.5
arm,1834,355.1
arm,1835,354.6
arm,1836,354.1
arm,1837,353.7
arm,1838,353.2
arm,1839,352.7
arm,1840,352.3
arm,1841,351.8
arm,1842,351.4
arm,1843,350.9
arm,1844,350.4
arm,1845,350
arm,1846,349.5
arm,1847,349.1
arm,1848,348.6
arm,1849,348.2
arm,1850,347.7
arm,1851,347.2
arm,1852,346.8
arm,1853,346.3
arm,1854,345.9
arm,1855,345.4
arm,1856,345
arm,1857,344.5
arm,1858,344.1
arm,1859,343.6
arm,1860,343.2
arm,1861,342.7
arm,1862,342.3
arm,1863,341.8
arm,1864,341.4
arm,1865,340.9
arm,1866,340.5
arm,1867,340.1
arm,1868,339.6
arm,1869,339.2
arm,1870,338.7
arm,1871,338.3
arm,1872,337.8
arm,1873,337.4
arm,1874,337
arm,1875,336.5
arm,1876,336.1
arm,1877,335.6
arm,1878,335.2
arm,1879,334.8
arm,1880,334.3
arm,1881,333.9
arm,1882,333.4
arm,1883,333
arm,1884,332.6
arm,1885,332.1
arm,1886,331.7
arm,1887,331.3
arm,1888,330.8
arm,1889,330.4
arm,1890,330
arm,1891,329.6
arm,1892,329.1
arm,1893,328.7
arm,1894,328.3
