Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
ABC's & 123's Infant and Child Care Cntr,78653,03/03/2016,97,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,03/24/2014,97,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,08/10/2016,96,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,08/20/2015,100,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
ABC's & 123's Infant and Child Care Cntr,78653,09/16/2014,97,"13419 E US 290 HWY EB
MANOR, TX 78653
",2802997,Routine Inspection
Applebee's,78735,06/01/2015,94,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,06/02/2016,94,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,06/20/2014,81,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,11/24/2015,94,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Applebee's,78735,12/22/2014,85,"5010 W US 290 HWY WB
AUSTIN, TX 78735
",10870106,Routine Inspection
Asian Beverage Corp.,78660,05/05/2015,100,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,06/18/2014,100,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,07/27/2016,99,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,11/05/2015,99,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,11/19/2013,97,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Asian Beverage Corp.,78660,12/17/2014,100,"1200 W HOWARD LN Bunit O
AUSTIN, TX 78660
",2802746,Routine Inspection
Austin's Park n Pizza,78660,04/27/2015,82,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,06/02/2016,86,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,06/16/2014,96,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,09/10/2015,90,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,11/12/2013,84,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
Austin's Park n Pizza,78660,12/01/2014,85,"16231 N IH 35 SVRD NB
AUSTIN, TX 78660
",2801896,Routine Inspection
BC - Subway #15557,78738,04/24/2015,97,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Baguette et Chocolat,78738,03/12/2015,100,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,03/26/2014,89,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,04/12/2016,89,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,09/18/2014,83,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Baguette et Chocolat,78738,09/23/2015,97,"12101 FM 2244 RD Bldg 6
BEE CAVE, TX 78738
",10393760,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,05/20/2015,94,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,06/27/2016,98,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Einstein Bros. Bagels #3633,78738,11/16/2015,96,"12532 FM 2244 RD Bunit 100
BEE CAVE, TX 78738
",11258261,Routine Inspection
BC - Grace House of Lake Travis (East),78738,01/05/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,05/22/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,06/17/2014,92,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,06/30/2016,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,11/23/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (East),78738,12/04/2013,97,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10260860,Routine Inspection
BC - Grace House of Lake Travis (West),78738,01/05/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,05/22/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,06/17/2014,96,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,06/30/2016,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,11/23/2015,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Grace House of Lake Travis (West),78738,12/04/2013,100,"11825 FM 2244 RD
BEE CAVE, TX 78738
",10274273,Routine Inspection
BC - Lake Hills Church,78738,01/15/2014,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,03/16/2015,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,04/22/2016,94,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,07/23/2014,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,09/27/2016,97,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Lake Hills Church,78738,09/29/2015,100,"11521 FM 2244 RD
BEE CAVE, TX 78738
",10934346,Routine Inspection
BC - Learn and Laugh Preschool,78738,06/27/2016,100,"11715 FM 2244 RD
BEE CAVE, TX 78738
",11276316,Routine Inspection
BC - Learn and Laugh Preschool,78738,10/26/2015,100,"11715 FM 2244 RD
BEE CAVE, TX 78738
",11276316,Routine Inspection
BC - Los Pinos Restaurant #2,78738,02/12/2014,78,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,02/12/2015,96,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,02/12/2016,90,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,08/12/2014,88,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,08/24/2015,87,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Los Pinos Restaurant #2,78738,09/13/2016,89,"11715 FM 2244 RD
BEE CAVE, TX 78738
",10945087,Routine Inspection
BC - Subway #15557,78738,06/03/2016,96,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Napolis Italian Restaurant,78738,03/12/2015,83,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Napolis Italian Restaurant,78738,03/27/2014,74,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Napolis Italian Restaurant,78738,04/12/2016,86,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Napolis Italian Restaurant,78738,09/10/2014,81,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Napolis Italian Restaurant,78738,09/30/2015,97,"11905 FM 2244 RD Unit 100
BEE CAVE, TX 78738
",10631799,Routine Inspection
BC - Rocco's Grill,78738,01/25/2016,84,"12432 FM 2244 RD
BEE CAVE, TX 78738
",11336728,Routine Inspection
BC - Rocco's Grill,78738,08/30/2016,88,"12432 FM 2244 RD
BEE CAVE, TX 78738
",11336728,Routine Inspection
BC - Schmidt Family Barbecue,78738,02/24/2015,96,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Schmidt Family Barbecue,78738,04/08/2016,94,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Schmidt Family Barbecue,78738,08/12/2014,90,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Schmidt Family Barbecue,78738,09/21/2015,96,"12532 FM 2244 RD
BEE CAVE, TX 78738
",10967911,Routine Inspection
BC - Subway #15557,78738,06/17/2014,89,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Subway #15557,78738,11/05/2015,99,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Subway #15557,78738,12/03/2014,100,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
BC - Subway #15557,78738,12/12/2013,97,"11701 FM 2244 RD
BEE CAVE, TX 78738
",10305357,Routine Inspection
Bender Bar and Grill,78745,01/12/2015,77,"321 W BEN WHITE BLVD SVRD EB Unit 300
AUSTIN, TX 78745
",10080957,Routine Inspection
Bender Bar and Grill,78745,01/21/2016,91,"321 W BEN WHITE BLVD SVRD EB Unit 300
AUSTIN, TX 78745
",10080957,Routine Inspection
Bender Bar and Grill,78745,06/23/2014,86,"321 W BEN WHITE BLVD SVRD EB Unit 300
AUSTIN, TX 78745
",10080957,Routine Inspection
Bender Bar and Grill,78745,07/13/2015,71,"321 W BEN WHITE BLVD SVRD EB Unit 300
AUSTIN, TX 78745
",10080957,Routine Inspection
Bender Bar and Grill,78745,08/25/2016,90,"321 W BEN WHITE BLVD SVRD EB Unit 300
AUSTIN, TX 78745
",10080957,Routine Inspection
Big Lots # 1822,78736,05/29/2015,96,"7101 W SH 71
AUSTIN, TX 78736
",11199570,Routine Inspection
Big Lots # 1822,78736,07/11/2016,97,"7101 W SH 71
AUSTIN, TX 78736
",11199570,Routine Inspection
Big Lots # 1822,78736,12/07/2015,92,"7101 W SH 71
AUSTIN, TX 78736
",11199570,Routine Inspection
Bill Miller BBQ,78754,01/07/2016,92,"8700 E US 290 HWY WB
AUSTIN, TX 78754
",2801889,Routine Inspection
Bill Miller BBQ,78754,06/25/2014,76,"8700 E US 290 HWY WB
AUSTIN, TX 78754
",2801889,Routine Inspection
Bill Miller BBQ,78754,06/30/2015,89,"8700 E US 290 HWY WB
AUSTIN, TX 78754
",2801889,Routine Inspection
Bill Miller BBQ,78754,09/26/2016,85,"8700 E US 290 HWY WB
AUSTIN, TX 78754
",2801889,Routine Inspection
Bill Miller BBQ,78754,12/22/2014,77,"8700 E US 290 HWY WB
AUSTIN, TX 78754
",2801889,Routine Inspection
Bill Miller BBQ,78754,12/30/2013,72,"8700 E US 290 HWY WB
AUSTIN, TX 78754
",2801889,Routine Inspection
Boat House Grill,78732,02/08/2016,93,"6816 N FM 620 RD Unit B
AUSTIN, TX 78732
",2801482,Routine Inspection
Boat House Grill,78732,02/23/2015,100,"6816 N FM 620 RD Unit B
AUSTIN, TX 78732
",2801482,Routine Inspection
Boat House Grill,78732,04/17/2014,94,"6816 N FM 620 RD Unit B
AUSTIN, TX 78732
",2801482,Routine Inspection
Boat House Grill,78732,08/12/2016,87,"6816 N FM 620 RD Unit B
AUSTIN, TX 78732
",2801482,Routine Inspection
Boat House Grill,78732,08/19/2015,90,"6816 N FM 620 RD Unit B
AUSTIN, TX 78732
",2801482,Routine Inspection
Boat House Grill,78732,10/02/2014,92,"6816 N FM 620 RD Unit B
AUSTIN, TX 78732
",2801482,Routine Inspection
Bombshells,78660,01/12/2016,83,"15119 N IH 35 SVRD NB Bldg C
AUSTIN, TX 78660
",11085152,Routine Inspection
Bombshells,78660,02/05/2015,80,"15119 N IH 35 SVRD NB Bldg C
AUSTIN, TX 78660
",11085152,Routine Inspection
Bombshells,78660,06/08/2015,72,"15119 N IH 35 SVRD NB Bldg C
AUSTIN, TX 78660
",11085152,Routine Inspection
Branch Bar-B-Que,78728,01/29/2016,87,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800990,Routine Inspection
Branch Bar-B-Que,78728,02/24/2015,93,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800990,Routine Inspection
Branch Bar-B-Que,78728,05/06/2014,85,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800990,Routine Inspection
Branch Bar-B-Que,78728,08/04/2015,85,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800990,Routine Inspection
Branch Bar-B-Que,78728,10/14/2016,86,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800990,Routine Inspection
Branch Bar-B-Que,78728,11/03/2014,90,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800990,Routine Inspection
Branch Bar-B-Que,78728,11/14/2013,87,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2800990,Routine Inspection
Bribery Bakery,78728,01/20/2016,79,"2013 W WELLS BRANCH PKWY Unit 109
AUSTIN, TX 78728
",11276650,Routine Inspection
Bribery Bakery,78728,06/16/2016,88,"2013 W WELLS BRANCH PKWY Unit 109
AUSTIN, TX 78728
",11276650,Routine Inspection
Bribery Bakery,78728,08/05/2015,93,"2013 W WELLS BRANCH PKWY Unit 109
AUSTIN, TX 78728
",11276650,Routine Inspection
Carving Board Deli,78752,03/21/2014,100,"6448 E US 290 HWY WB
AUSTIN, TX 78752
",2800214,Routine Inspection
Carving Board Deli,78752,03/25/2016,98,"6448 E US 290 HWY WB
AUSTIN, TX 78752
",2800214,Routine Inspection
Carving Board Deli,78752,04/03/2015,100,"6448 E US 290 HWY WB
AUSTIN, TX 78752
",2800214,Routine Inspection
Carving Board Deli,78752,09/17/2014,88,"6448 E US 290 HWY WB
AUSTIN, TX 78752
",2800214,Routine Inspection
Carving Board Deli,78752,09/24/2015,100,"6448 E US 290 HWY WB
AUSTIN, TX 78752
",2800214,Routine Inspection
Carving Board Deli,78752,10/13/2016,97,"6448 E US 290 HWY WB
AUSTIN, TX 78752
",2800214,Routine Inspection
Chen Z Noodle House,78749,02/11/2015,84,"6705 W US 290 HWY Unit 606
AUSTIN, TX 78749
",11119608,Routine Inspection
Chen Z Noodle House,78749,03/03/2016,77,"6705 W US 290 HWY Unit 606
AUSTIN, TX 78749
",11119608,Routine Inspection
Chen Z Noodle House,78749,07/21/2015,83,"6705 W US 290 HWY Unit 606
AUSTIN, TX 78749
",11119608,Routine Inspection
Chen Z Noodle House,78749,09/07/2016,77,"6705 W US 290 HWY Unit 606
AUSTIN, TX 78749
",11119608,Routine Inspection
Chipotle Mexican Grill #847,78758,01/07/2016,98,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
",10176932,Routine Inspection
Chipotle Mexican Grill #847,78758,03/06/2015,96,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
",10176932,Routine Inspection
Chipotle Mexican Grill #847,78758,05/29/2014,90,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
",10176932,Routine Inspection
Chipotle Mexican Grill #847,78758,06/03/2016,100,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
",10176932,Routine Inspection
Chipotle Mexican Grill #847,78758,07/22/2015,95,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
",10176932,Routine Inspection
Chipotle Mexican Grill #847,78758,09/12/2014,100,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
",10176932,Routine Inspection
Circle K Store #2704682,78744,02/10/2016,75,"6500 S US 183 HWY SB
AUSTIN, TX 78744
",10762040,Routine Inspection
Circle K Store #2704682,78744,02/18/2015,94,"6500 S US 183 HWY SB
AUSTIN, TX 78744
",10762040,Routine Inspection
Circle K Store #2704682,78744,03/28/2014,88,"6500 S US 183 HWY SB
AUSTIN, TX 78744
",10762040,Routine Inspection
Circle K Store #2704682,78744,07/26/2016,81,"6500 S US 183 HWY SB
AUSTIN, TX 78744
",10762040,Routine Inspection
Circle K Store #2704682,78744,07/27/2015,93,"6500 S US 183 HWY SB
AUSTIN, TX 78744
",10762040,Routine Inspection
Circle K Store #2704682,78744,09/09/2014,85,"6500 S US 183 HWY SB
AUSTIN, TX 78744
",10762040,Routine Inspection
"Coffee Bean & Tea Leaf, The",78735,05/09/2016,96,"5030 W US 290 HWY WB
AUSTIN, TX 78735
",10873741,Routine Inspection
"Coffee Bean & Tea Leaf, The",78735,06/11/2015,97,"5030 W US 290 HWY WB
AUSTIN, TX 78735
",10873741,Routine Inspection
"Coffee Bean & Tea Leaf, The",78735,08/05/2014,100,"5030 W US 290 HWY WB
AUSTIN, TX 78735
",10873741,Routine Inspection
"Coffee Bean & Tea Leaf, The",78735,11/25/2015,96,"5030 W US 290 HWY WB
AUSTIN, TX 78735
",10873741,Routine Inspection
"Coffee Bean & Tea Leaf, The",78735,12/10/2013,100,"5030 W US 290 HWY WB
AUSTIN, TX 78735
",10873741,Routine Inspection
"Coffee Bean & Tea Leaf, The",78735,12/31/2014,91,"5030 W US 290 HWY WB
AUSTIN, TX 78735
",10873741,Routine Inspection
Corner Store #2102,78728,01/28/2016,94,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803435,Routine Inspection
Corner Store #2102,78728,02/13/2014,93,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803435,Routine Inspection
Corner Store #2102,78728,03/13/2015,100,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803435,Routine Inspection
Corner Store #2102,78728,08/08/2014,97,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803435,Routine Inspection
Corner Store #2102,78728,08/21/2015,97,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803435,Routine Inspection
Corner Store #2102,78728,10/13/2016,89,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803435,Routine Inspection
Corner Store #2102,78728,12/05/2014,97,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",2803435,Routine Inspection
Craigo's Pizza and Pastaria,78735,01/26/2016,93,"4970 W US 290 HWY WB
AUSTIN, TX 78735
",2802243,Routine Inspection
Craigo's Pizza and Pastaria,78735,03/09/2015,70,"4970 W US 290 HWY WB
AUSTIN, TX 78735
",2802243,Routine Inspection
Craigo's Pizza and Pastaria,78735,07/06/2016,96,"4970 W US 290 HWY WB
AUSTIN, TX 78735
",2802243,Routine Inspection
Craigo's Pizza and Pastaria,78735,08/14/2015,93,"4970 W US 290 HWY WB
AUSTIN, TX 78735
",2802243,Routine Inspection
Craigo's Pizza and Pastaria,78735,09/08/2014,81,"4970 W US 290 HWY WB
AUSTIN, TX 78735
",2802243,Routine Inspection
Craigo's Pizza and Pastaria,78735,12/18/2013,94,"4970 W US 290 HWY WB
AUSTIN, TX 78735
",2802243,Routine Inspection
Crawfish Shack and Oyster Bar,78728,01/04/2016,80,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,Routine Inspection
Crawfish Shack and Oyster Bar,78728,03/26/2015,83,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,Routine Inspection
Crawfish Shack and Oyster Bar,78728,06/05/2014,65,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,Routine Inspection
Crawfish Shack and Oyster Bar,78728,06/16/2016,45,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,Routine Inspection
Crawfish Shack and Oyster Bar,78728,06/19/2014,86,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,1st Follow Up to Routine of 50 - 69
Crawfish Shack and Oyster Bar,78728,07/22/2016,74,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,Routine Inspection
Crawfish Shack and Oyster Bar,78728,10/03/2016,71,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,Routine Inspection
Crawfish Shack and Oyster Bar,78728,10/08/2015,61,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,Routine Inspection
Crawfish Shack and Oyster Bar,78728,10/26/2015,64,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,1st Follow Up to Routine of 50 - 69
Crawfish Shack and Oyster Bar,78728,11/05/2015,78,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,2nd Follow Up to 50 - 69
Crawfish Shack and Oyster Bar,78728,12/05/2014,85,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,Routine Inspection
Crawfish Shack and Oyster Bar,78728,12/10/2013,74,"2013 W WELLS BRANCH PKWY
AUSTIN, TX 78728
",10037846,Routine Inspection
Creedmoor Elementary School,78747,03/13/2015,100,"5604 FM 1327 RD
CREEDMOOR, TX 78747
",2802859,Routine Inspection
Creedmoor Elementary School,78747,03/24/2016,90,"5604 FM 1327 RD
CREEDMOOR, TX 78747
",2802859,Routine Inspection
Creedmoor Elementary School,78747,04/14/2014,96,"5604 FM 1327 RD
CREEDMOOR, TX 78747
",2802859,Routine Inspection
Creedmoor Elementary School,78747,09/15/2016,90,"5604 FM 1327 RD
CREEDMOOR, TX 78747
",2802859,Routine Inspection
Creedmoor Elementary School,78747,10/09/2014,100,"5604 FM 1327 RD
CREEDMOOR, TX 78747
",2802859,Routine Inspection
Creedmoor Elementary School,78747,10/22/2015,100,"5604 FM 1327 RD
CREEDMOOR, TX 78747
",2802859,Routine Inspection
Creek Side Cafe,78759,03/04/2016,100,"8310 N CAPITAL OF TEXAS HWY SB Bunit 155
AUSTIN, TX 78759
",10639178,Routine Inspection
Creek Side Cafe,78759,04/15/2015,88,"8310 N CAPITAL OF TEXAS HWY SB Bunit 155
AUSTIN, TX 78759
",10639178,Routine Inspection
