FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1010284,175th Street Greenmarket,http://www.grownyc.org/ourmarkets,nan,nan,nan,nan,175th Street at Wadsworth Ave,New York,New York,New York,10033,06/26/2014 to 11/20/2014,Thu: 8:00 AM-5:00 PM;,nan,nan,nan,nan,nan,nan,-73.93780240000001,40.8459583,Closed-off public street,Y,Y,Y,Y,Y,-,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/3/2014 12:38:54 PM
1003877,17th Ave Market,http://www.iatp.org/minimarkets,nan,nan,nan,nan,1622 6th St NE,Minneapolis,Hennepin,Minnesota,55413,June to September,Wed:3:00 pm - 7:00 pm;,nan,nan,nan,nan,nan,nan,-93.2591,45.0044,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,Y,Y,N,-,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/28/2011 2:33:54 PM
1002619,17th Street Farmers Market,http://www.17thstreetfarmersmarket.com,nan,nan,nan,nan,17th & Main Streets,Richmond,Henrico,Virginia,23219,nan,nan,nan,nan,nan,nan,nan,nan,-77.4886,37.5583,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1010968,18th and Christian Farmers' Market,http://thefoodtrust.org/farmers-markets/market/18th-Christian,nan,nan,nan,nan,18th Street and Christian Street,Philadelphia,Philadelphia,Pennsylvania,19146,06/01/2015 to 11/15/2015,Thu: 3:00 PM-7:00 PM;,nan,nan,nan,nan,nan,nan,-75.17343100000001,39.940943,nan,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 3:33:48 PM
1009994,18th Street Farmer's Market,nan,https://www.facebook.com/ScottsbluffFarmersMarket,nan,nan,nan,18th and Broadway,Scottsbluff,Scotts Bluff,Nebraska,69361,06/07/2014 to 09/27/2014,Sat: 8:00 AM-11:00 AM;,nan,nan,nan,nan,nan,nan,-103.662538,41.864268,nan,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,6/29/2016 4:32:46 PM
1010376,18th Street Farmers Market,nan,https://www.facebook.com/groups/631614906915563/,nan,nan,nan,825 18th Street,Charleston,Coles,Illinois,61920,05/14/2016 to 10/01/2016,Sat: 8:00 AM-12:00 PM;,nan,nan,nan,nan,nan,nan,-88.16325400000001,39.490737,nan,Y,Y,Y,Y,Y,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/27/2016 9:31:27 PM
1003233,2014 Wood County Farmers' Market,nan,https://www.facebook.com/groups/Woodcountyfarmersmarket/,nan,nan,nan,555 W. Grand Ave.,Wisconsin Rapids,Wood,Wisconsin,54495,06/06/2013 to 10/31/2013,Thu: 9:00 AM-5:00 PM;Sat: 8:00 AM-12:00 PM;,nan,nan,nan,nan,nan,nan,-89.831575,44.394819,Private business parking lot,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,3/31/2014 4:57:41 PM
1000709,20th Annual Highlands Business Partnership Farmers Market,http://www.highlandsnj.com,https://www.facebook.com/pages/Highlands-Business-Partnership-Highlands-NJ/165486543524770,nan,nan,nan,71 Waterwitch Avenue,Highlands,Monmouth,New Jersey,07732,06/28/2014 to 11/01/2014,Sat: 8:30 AM-2:00 PM;,nan,nan,nan,nan,nan,nan,-73.99435799999999,40.404837,Local government building grounds,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,4/9/2014 10:45:36 AM
1012158,21 Acres Farm Market,http://21acres.org,https://www.facebook.com/21Acres/,@21acres,21AcresCenter's channel,Instagram @21acres,13701 NE 171st Street,Woodinville,King,Washington,98072,01/01/2016 to 12/31/2016,Wed: 11:00 AM-6:00 PM;Thu: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;Sat: 11:00 AM-6:00 PM;,nan,nan,nan,nan,nan,nan,-122.1569875,47.75023970000001,nan,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,6/30/2016 7:50:56 PM
1010873,21st Street Farmers Market,nan,nan,nan,nan,nan,SW 21st and Oakley,Topeka,Shawnee,Kansas,66604,06/05/2015 to 10/30/2015,Fri: 7:30 AM-12:00 PM;,nan,nan,nan,nan,nan,nan,-95.71451400000001,39.028184,nan,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,3/2/2015 10:46:33 AM
1005309,22nd and Tasker Farmers' Market,http://thefoodtrust.org/farmers-markets/market/22nd-tasker,nan,nan,nan,nan,22nd and Tasker Streets,Philadelphia,Philadelphia,Pennsylvania,19146,06/01/2015 to 11/01/2015,Tue: 2:00 PM-6:00 PM;,nan,nan,nan,nan,nan,nan,-75.181286,39.932257,nan,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:29:42 PM
1011881,25th Street Market - North Logan at the Library Summer 2016,http://northloganmarket.com,25th Street Market - North Logan at the Library,nan,nan,Instagram: north logan market  (25th Street Market),475 East 2500 North,North Logan,Cache,Utah,84341,05/07/2016 to 10/15/2016,Sun: 9:00 AM-1:00 PM;,nan,nan,nan,nan,nan,nan,-111.8206049,41.778243700000004,nan,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,4/18/2016 10:33:41 AM
1010966,26th and Allegheny,http://thefoodtrust.org/farmers-markets/market/26th-Allegheny,nan,nan,nan,nan,26th Street and W Allegheny Avenue,Philadelphia,Philadelphia,Pennsylvania,19129,06/01/2015 to 11/15/2015,Wed: 1:00 PM-5:00 PM;,nan,nan,nan,nan,nan,nan,-75.17228829999999,40.0040946,nan,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 3:17:20 PM
1005299,29th and Wharton Farmers' Market,http://thefoodtrust.org/farmers-markets/market/29th-wharton,nan,nan,nan,nan,29th and Wharton Streets,Philadelphia,Philadelphia,Pennsylvania,19146,06/01/2015 to 11/15/2015,Tue: 2:00 PM-6:00 PM;,nan,nan,nan,nan,nan,nan,-75.19204,39.9373,nan,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:47:10 PM
1010994,2nd Street Farmers' Market,http://secondstageAmherst.org,second stage of AMherst,nan,nan,nan,194 second street,Amherst,Amherst,Virginia,24521,05/05/2016 to 09/01/2016,Thu: 3:30 PM-6:30 PM;,nan,nan,nan,nan,nan,nan,-79.048573,37.583311,nan,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,3/4/2016 1:51:55 PM
1009959,2nd Street Market - Five Rivers MetroPark,http://www.metroparks.org,https://www.facebook.com/2ndStreetMarket/,nan,nan,nan,600 E. 2nd Street,Dayton,Montgomery,Ohio,45402,01/01/2016 to 12/31/2016,Thu: 11:00 AM-3:00 PM;Fri: 11:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;,nan,nan,nan,nan,nan,nan,-84.18103,39.762593,nan,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,6/30/2016 2:35:22 PM
1004950,3 French Hens French Country Market,http://www.3frenchhensmarket.blogspot.com,https://www.facebook.com/pages/3-French-Hens-French-Country-Market/422352511143508,nan,nan,nan,123 W. Illinois ave. ,Morris,Grundy,Illinois,60450,05/10/2014 to 10/11/2014,Sat: 8:00 AM-2:00 PM;,11/14/2014 to 11/15/2014,Fri: 4:30 PM-10:00 PM;Sat: 9:00 AM-3:00 PM;,nan,nan,nan,nan,-88.425186,41.356383,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,4/4/2014 11:58:41 PM
1010775,30A Farmers' Market,nan,https://www.facebook.com/30aFarmersMarket?ref=hl,nan,nan,nan,Rosmary Beach Town Center,Rosemary Beach,Walton,Florida,32461,01/18/2015 to 01/05/2020,Sun: 9:00 AM-1:00 PM;,nan,nan,nan,nan,nan,nan,-86.00275400000001,30.279017,nan,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,1/16/2015 6:38:15 PM
1005636,32nd Street/Waverly Farmers Market,http://www.32ndstreetmarket.org,https://www.facebook.com/pages/Baltimores-32nd-Street-Farmers-Market/194872083921466?sk=wall,nan,nan,nan,E. 32nd & Barclay Street,Baltimore,Baltimore,Maryland,21218,01/01/2013 to 12/31/2013,Sat: 7:00 AM-12:00 PM;,nan,nan,nan,nan,nan,nan,-76.611,39.3272,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/14/2014 1:23:50 PM
1005310,33rd and Diamond Farmers' Market,http://thefoodtrust.org/farmers-markets/market/33rd-diamond,nan,nan,nan,nan,N 33rd and Diamond Streets,Philadelphia,Philadelphia,Pennsylvania,19121,06/01/2015 to 11/01/2015,Thu: 2:00 PM-6:00 PM;,nan,nan,nan,nan,nan,nan,-75.187167,39.988802,nan,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:28:01 PM
1003161,38th & Meridian Farmers Market,nan,nan,nan,nan,nan,3808 North Meridian Street,Indianapolis,Marion,Indiana,46208,June to October,Thu:4:00 PM - 6:30 PM;,nan,nan,nan,nan,nan,nan,-86.15875,39.82604,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 10:26:46 AM
1004414,3rd & Curry St. Farmers Market,http://www.carsonfarmersmarket.com,nan,nan,nan,nan,3rd & Curry Street,Carson City,Carson City,Nevada,89703,June to September,Sat:8:30 AM - 1:30 PM;,nan,nan,nan,nan,nan,nan,-119.7678,39.16257,Local government building grounds,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/18/2012 4:12:09 PM
1011213,441 Ministries Farm Stand,nan,nan,nan,nan,nan,441 Parsells Avenue,Rochester,Monroe,New York,14609,nan,Tue: 3:00 PM-7:00 PM;,nan,nan,nan,nan,nan,nan,-77.5666043,43.1658344,nan,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/2015 9:22:25 AM
1010965,4th and Lehigh Farmers' Market,http://thefoodtrust.org/farmers-markets/market/fairhill-square,nan,nan,nan,nan,N 4th Street and W. Lehigh Avenue,Philadelphia,Philadelphia,Pennsylvania,19133,06/01/2015 to 11/22/2015,Tue: 1:00 PM-5:00 PM;,nan,nan,nan,nan,nan,nan,-75.138654,39.991748,nan,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 3:11:40 PM
1006234,4th Street Farmers Market,http://www.4thstreetfarmersmarket.com,nan,nan,nan,nan,315 East 4th St.,Larimer,nan,Colorado,nan,nan,nan,nan,nan,nan,nan,nan,nan,-105.073,40.3954,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1006494,52 & Shadeland Avenue Farmers Market,nan,nan,nan,nan,nan,5200 N. Shadeland Avenue,Indianapolis,nan,Indiana,46226,nan,nan,nan,nan,nan,nan,nan,nan,-86.0476,39.8481,nan,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005304,52nd and Haverford Farmers' Market,http://thefoodtrust.org/farmers-markets/market/52nd-haverford,nan,nan,nan,nan,N 52nd Street and Haverford Avenue,Philadelphia,Philadelphia,Pennsylvania,19139,06/01/2015 to 11/15/2015,Wed: 1:00 PM-5:00 PM;,nan,nan,nan,nan,nan,nan,-75.224492,39.965053999999995,nan,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:38:14 PM
1000060,57th Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,nan,nan,nan,W 57 St. & 9 Ave,New York,New York,New York,10019,04/20/2013 to 12/21/2013,Wed: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,nan,nan,nan,nan,nan,nan,-73.985839,40.768159000000004,Other,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 11:06:00 AM
1005306,58th and Chester Farmers' Market,http://thefoodtrust.org/farmers-markets/market/58th-chester,nan,nan,nan,nan,58th Street and Chester Avenue,Philadelphia,Philadelphia,Pennsylvania,19143,06/01/2015 to 11/01/2015,Wed: 2:00 PM-6:00 PM;,nan,nan,nan,nan,nan,nan,-75.228303,39.935721,nan,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/24/2015 2:35:04 PM
1011895,61st Street Farmers Market,http://www.experimentalstation.org/market,http://www.facebook.com/61stStreetFarmersMarket/,http://twitter.com/61market,nan,http://www.instagram.com/61market/,6100 S Blackstone Ave,Chicago,Cook,Illinois,60637,05/14/2016 to 10/29/2016,Sat: 9:00 AM-2:00 PM;,11/05/2016 to 12/31/2016,Sat: 9:00 AM-2:00 PM;,nan,nan,nan,nan,-87.59059029999999,41.7841364,nan,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,4/25/2016 3:29:53 PM
1010386,6th Ave Farmers Market,http://www.tacomafarmersmarket.com,https://www.facebook.com/TacomaFarmersMarket,nan,nan,nan,6th and Pine,Tacoma,Pierce,Washington,98406,05/06/2014 to 09/30/2014,Tue: 3:00 PM-7:00 PM;,nan,nan,nan,nan,nan,nan,-122.4736263,47.255403,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,8/4/2014 1:48:22 PM
1000061,79th Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,nan,nan,nan,Columbus - W 78 & 81 Sts.,New York,New York,New York,10024,01/01/2013 to 12/31/2013,Sun: 8:00 AM-5:00 PM;,nan,nan,nan,nan,nan,nan,-73.9757,40.7818,Other,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:54:51 AM
1000062,82nd Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,nan,nan,nan,E 82nd St. - 1st & York Ave,New York,New York,New York,10028,01/01/2013 to 12/31/2013,Sat: 9:00 AM-2:30 PM;,nan,nan,nan,nan,nan,nan,-73.95009,40.773749,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:50:27 AM
1008391,84 west farmers market (Dothan),nan,nan,nan,nan,nan,nan,Dothan,Houston,Alabama,nan,06/06/2013 to 08/08/2013,Thu: 3:00 PM-6:00 PM;,nan,nan,nan,nan,nan,nan,-85.44994399999999,31.232252000000003,Private business parking lot,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/15/2014 9:29:24 AM
1001961,8th Avenue City Farmers Market,nan,nan,nan,nan,nan,8th Ave & 2nd St SE,Cedar Rapids,Linn,Iowa,52401,May to October,Tue:4:00 PM - 6:00 PM;Sat:7:30 AM - 12:00 PM;,nan,nan,nan,nan,nan,nan,-91.66265340000001,41.972837,Local government building grounds,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/25/2012 1:17:22 PM
1000063,92nd Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,nan,nan,nan,1st Ave - E 92nd & 93 Sts.,New York,New York,New York,10128,06/23/2013 to 11/24/2013,Sun: 9:00 AM-4:00 PM;,nan,nan,nan,nan,nan,nan,-73.946421,40.780931,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:43:59 AM
1000064,97th Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,nan,nan,nan,W 97 St. & Columbus,New York,New York,New York,10025,01/01/2013 to 12/31/2013,Fri: 8:00 AM-2:00 PM;,nan,nan,nan,nan,nan,nan,-73.967012,40.79356,Other,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/24/2013 10:39:55 AM
1011989,9th and Grand Farmers Market,http://Farmtoforkks.com,nan,nan,nan,nan,304 West Grand Avenue,Salina,Saline,Kansas,67401,05/10/2016 to 09/27/2016,Tue: 4:00 PM-7:00 PM;,nan,nan,nan,nan,nan,nan,-97.6117504,38.8528359,nan,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,5/28/2016 3:39:24 PM
1000986,9th West Farmers Market/People's Market ,http://www.9thwestfarmersmarket.org,https://www.facebook.com/9thwestfarmersmarket,https://twitter.com/peoplesmarket,nan,nan,1060 South 900 West,SALT LAKE CITY,Salt Lake,Utah,84110,05/12/2013 to 10/20/2013,Sun: 9:00 AM-2:00 PM;,06/26/2016 to 08/01/2016,nan,nan,nan,nan,nan,-111.9195223,40.7470177,nan,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,6/28/2016 1:05:51 AM
1010617,A + Organic Farmers Market,http://organicgrowndirect.com/,https://www.facebook.com/OrganicProduceDelivery,https://twitter.com/OrganicGrownDr,http://www.youtube.com/user/OrganicGrownDirect,http://organicgrowndirect.com/shop,Lee Rd. Farm,Boynton Beach ,Palm Beach,Florida,33473,nan,nan,nan,nan,nan,nan,nan,nan,-80.221052,26.489351,nan,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,9/29/2014 1:37:38 PM
