PWSID,Population,Water
"3610049",206745.0,643.9167
"3610050",828709.0,4300.759410000001
"3610052",1163846.0,4368.34551
"3610055",488125.0,2926.08195
"3610057",160190.0,882.5025
"3610064",1006738.0,4025.4355200000005
"3610073",268929.0,595.9499999999998
"3610120",209452.0,729.66291
"3610121",137620.0,763.6660499999998
"3610127",111852.0,496.80072
"3710001",1048939.0,1699.28103
"3710002",1032289.0,2953.7814900000008
"3710005",933218.0,3222.14724
"3710006",1362428.0,3429.64554
"3710008",383834.0,1761.79806
"3710010",2963114.0,7626.20493
"3710013",386814.0,1022.51859
"3710014",1883013.0,4950.61236
"3710015",541968.0,2469.87423
"3710016",215257.0,1546.13229
"3710018",329505.0,1316.52225
"3710019",371100.0,1443.0510000000002
"3710020",14334677.0,29748.71988
"3710021",407176.0,1491.24753
"3710023",214152.0,2854.71666
"3710025",2089670.0,4120.4493
"3710026",279158.0,1744.22994
"3710027",1369035.0,3714.35895
"3710029",859393.0,4213.34586
"3710034",2393200.0,6337.398
"3710037",980881.0,2549.39889
"3810011",9312611.0,12419.63667
"3910001",1867606.0,4219.24764
"3910004",700161.0,3248.11053
"3910005",813322.0,2840.77092
"3910007",164079.0,1047.10041
"3910011",933944.0,2595.24552
"3910012",1920653.0,5958.937379999999
"3910015",218141.0,559.82913
"4010001",186421.0,622.0368
"4010002",302117.0,949.65774
"4010004",118404.0,223.38888
"4010007",334950.0,1074.2759999999996
"4010008",77050.0,230.2254
"4010009",499631.0,914.12295
"4010011",113175.0,222.62352
"4010014",66352.0,86.13696
"4010026",134358.0,522.48066
"4110001",287030.0,720.7419
"4110003",333102.0,779.45868
"4110006",644572.0,3292.0086300000003
"4110008",1457734.0,3065.18709
"4110009",666532.0,906.79956
"4110011",183236.0,340.3074
"4110013",1044117.0,1693.66194
"4110016",119200.0,773.0129999999998
"4110017",174792.0,391.56318
"4110018",236852.0,525.16548
"4110021",407330.0,811.0425
"4110022",952100.0,1670.46171
"4110023",481778.0,685.87668
"4110024",305763.0,429.24546
"4110025",429000.0,678.5999999999998
"4110027",154550.0,207.378
"4210001",160776.0,395.07048
"4210004",956406.0,1583.28666
"4210006",437196.0,886.8929699999999
"4210007",135000.0,690.525
"4210010",1021656.0,2144.96505
"4210011",1113117.0,2659.46652
"4210016",350592.0,1679.97312
"4310001",748887.0,2797.13514
"4310004",577130.0,1512.42276
"4310005",708170.0,1476.53445
"4310006",408070.0,1358.8731
"4310007",832092.0,1639.4166
"4310009",708433.0,1895.38029
"4310011",10802988.0,25846.25004
"4310012",1303049.0,2896.32255
"4310014",1470550.0,2889.63075
"4310019",1281135.0,3128.40726
"4310022",972136.0,2128.26312
"4410010",1043757.0,1414.76517
"4410011",723129.0,1719.7322399999998
"4410013",103490.0,220.72497
"4410014",190000.0,392.73
"4410017",414920.0,707.25
"4510001",71447.0,425.33049000000005
"4510005",967950.0,4874.88717
"4510006",82344.0,212.13873
"4510014",182619.0,1173.1012199999998
"4710011",85780.0,272.7852
"4810001",308946.0,892.2922199999999
"4810002",107488.0,344.01045
"4810003",1161420.0,3102.97434
"4810004",91564.0,495.94392
"4810005",314039.0,1065.44868
"4810007",1364000.0,3169.44
"4810008",868930.0,3886.723889999999
"4910004",84738.0,172.40175
"4910005",126719.0,356.21766
"4910006",673838.0,1512.4600199999998
"4910009",1871904.0,3752.0307299999995
"4910012",126145.0,412.57218
"4910013",258258.0,605.02806
"4910014",477378.0,923.07546
"4910017",308045.0,652.88706
"4910018",39551.0,88.53815999999998
"5010010",2393606.0,12151.963740000001
"5010013",106680.0,317.15964
"5010014",238841.0,1005.98688
"5010017",230142.0,771.3941399999999
"5010018",230786.0,762.5355900000001
"5010019",781942.0,3260.28903
"5010028",505885.0,1804.2785399999998
"5110002",719136.0,2971.3197600000003
"5210004",140760.0,799.79832
"5410002",258713.0,885.3674699999998
"5410003",113912.0,518.64018
"5410010",605684.0,2291.40174
"5410015",660567.0,2895.49776
"5410016",1499081.0,5874.50559
"5510003",318967.0,942.1125300000001
"5510009",37140.0,108.6966
"5610002",152220.0,593.2013400000001
"5610007",2029525.0,3714.86175
"5610009",237105.0,472.70114999999987
"5610011",325283.0,1122.97911
"5610014",79068.0,457.58808
"5610016",213985.0,1687.5417300000001
"5610017",1248258.0,2989.0105200000007
"5610018",305342.0,1365.76806
"5610019",511487.0,1373.16285
"5610020",567699.0,2255.82939
"5610023",995754.0,3737.1027
"5610024",99508.0,489.61614000000003
"5610040",683584.0,3027.65568
"5610043",134200.0,628.7879999999999
"5610059",476861.0,1486.50579
"5610063",357996.0,1645.90293
"5710001",726145.0,2187.2390100000002
"5710003",544552.0,1619.18976
"5710006",624549.0,1703.4740100000001
"5810001",133111.0,360.34887000000003
"5810002",206888.0,917.45424
"5810003",214599.0,1037.09844
