Temperature,Date,Latitude,Longitude,Station name
83,1024,36.31889,-119.62888999999998,Hanford
75,520,33.95194,-117.43861000000001,Riverside
79,216,33.626670000000004,-116.15943999999999,Palm Springs
75,1201,33.89765,-117.60243,Corona
79,325,37.9917,-122.055,Concord
50,1230,40.1519,-122.2536,Red Bluff
88,925,33.405,-118.41583,Avalon
70,1201,33.8222,-116.5043,Palm Springs
81,423,39.1019,-121.5677,Marysville
78,1113,34.4258,-119.8425,Santa Barbara
63,501,36.935829999999996,-121.78861,Watsonville
90,913,33.0375,-116.91583,Ramona
55,1107,37.7592,-119.8208,Yosemite Village
64,1105,40.5175,-122.2986,Redding
67,127,36.31889,-119.62888999999998,Hanford
55,1110,32.6233,-116.4728,Campo
69,130,33.626670000000004,-116.15943999999999,Palm Springs
74,417,33.938,-118.3888,Los Angeles
113,530,36.602,-117.1449,Stovepipe Wells
103,1009,33.68,-117.86639,Santa Ana
95,1013,34.98833,-117.86471999999999,Edwards
90,806,34.200559999999996,-118.3575,Burbank
86,1007,37.6241,-120.9505,Modesto
56,1109,38.3775,-121.9575,Vacaville
80,531,38.5552,-121.4183,Sacramento
71,1218,34.11667,-119.11667,Point Mugu
100,922,34.8536,-116.7858,Daggett
94,808,40.5175,-122.2986,Redding
79,402,33.4392,-117.1904,Fallbrook
87,1031,37.9917,-122.055,Concord
86,1120,33.9,-117.25,Riverside
61,1124,33.405,-118.41583,Avalon
62,1116,32.81583,-117.13944,San Diego
90,906,37.9917,-122.055,Concord
61,228,34.05611,-117.60028,Ontario
68,425,37.3711,-118.35799999999999,Bishop
63,508,33.95194,-117.43861000000001,Riverside
62,504,38.2102,-122.2847,Napa
64,612,40.8097,-124.1602,Eureka
89,612,41.49139,-120.56443999999999,Alturas
90,316,32.57222,-116.97944,San Diego
104,909,37.28472,-120.51278,Merced
86,1030,32.83417,-115.57861000000001,Imperial
84,601,33.0375,-116.91583,Ramona
67,117,32.7,-117.2,San Diego
66,227,39.1019,-121.5677,Marysville
85,817,38.2102,-122.2847,Napa
63,1005,34.7436,-118.7242,Sandberg
62,224,33.405,-118.41583,Avalon
51,1205,40.1519,-122.2536,Red Bluff
82,1027,33.21944000000001,-117.34943999999999,Oceanside
83,1031,33.405,-118.41583,Avalon
87,213,33.8222,-116.5043,Palm Springs
94,804,33.0375,-116.91583,Ramona
67,1211,34.21667,-119.08333,Camarillo
79,124,33.8222,-116.5043,Palm Springs
64,525,32.7,-117.2,San Diego
80,1006,34.7675,-114.6188,Needles
63,312,41.78139,-122.46806000000001,Montague
86,808,38.5069,-121.495,Sacramento
101,531,36.33333,-119.95,Lemoore
97,912,39.12583,-123.20083000000001,Ukiah
78,1010,38.2102,-122.2847,Napa
86,913,34.7436,-118.7242,Sandberg
97,620,39.12583,-123.20083000000001,Ukiah
73,116,35.23722,-120.64138999999999,San Luis Obispo
76,1028,33.938,-118.3888,Los Angeles
78,1102,32.6233,-116.4728,Campo
86,1122,33.95194,-117.43861000000001,Riverside
89,717,34.200559999999996,-118.3575,Burbank
71,917,33.405,-118.41583,Avalon
57,1222,33.4392,-117.1904,Fallbrook
54,1127,36.33333,-119.95,Lemoore
78,423,38.5069,-121.495,Sacramento
87,1119,34.209720000000004,-118.48917,Van Nuys
75,514,40.1519,-122.2536,Red Bluff
71,415,37.72139,-122.22083,Oakland
74,1101,34.200829999999996,-119.20693999999999,Oxnard
65,1116,34.4141,-119.8796,Santa Barbara
91,430,36.33333,-119.95,Lemoore
95,720,37.6927,-121.8144,Livermore
54,1126,36.31889,-119.62888999999998,Hanford
55,1029,37.7592,-119.8208,Yosemite Village
100,820,34.62944,-118.08361000000001,Palmdale
69,1206,37.2381,-120.8825,Merced
49,1109,40.5175,-122.2986,Redding
70,128,39.1019,-121.5677,Marysville
79,912,37.40583,-122.04806,Mountain View
73,708,37.3591,-121.92399999999999,San Jose
106,528,36.602,-117.1449,Stovepipe Wells
76,312,38.5069,-121.495,Sacramento
90,821,41.49139,-120.56443999999999,Alturas
65,107,36.31889,-119.62888999999998,Hanford
83,524,38.5552,-121.4183,Sacramento
75,930,37.28472,-120.51278,Merced
59,1003,41.78028,-124.23666999999999,Crescent City
68,701,37.7705,-122.4269,San Francisco C.O.
86,620,35.23722,-120.64138999999999,San Luis Obispo
55,107,41.78139,-122.46806000000001,Montague
100,1011,33.87194,-117.97888999999999,Fullerton
104,612,39.49,-121.61833,Oroville
76,517,39.12583,-123.20083000000001,Ukiah
73,415,37.28472,-120.51278,Merced
66,222,34.11667,-119.11667,Point Mugu
67,310,33.286,-117.456,Oceanside
90,328,35.6875,-117.6931,China Lake
73,427,34.4141,-119.8796,Santa Barbara
89,1031,35.6697,-120.6283,Paso Robles
66,225,37.8891,-121.2258,Stockton
87,418,37.2381,-120.8825,Merced
79,710,38.5069,-121.495,Sacramento
53,1211,41.78028,-124.23666999999999,Crescent City
96,1012,34.8536,-116.7858,Daggett
80,1119,33.21944000000001,-117.34943999999999,Oceanside
57,410,38.8983,-119.9947,South Lake Tahoe
57,1218,38.5069,-121.495,Sacramento
64,1010,41.78028,-124.23666999999999,Crescent City
61,111,39.49,-121.61833,Oroville
61,109,38.3775,-121.9575,Vacaville
82,210,33.97528,-117.63611000000002,Chino
70,604,33.21944000000001,-117.34943999999999,Oceanside
98,703,35.6697,-120.6283,Paso Robles
64,302,32.83417,-115.57861000000001,Imperial
63,108,37.9917,-122.055,Concord
59,1203,38.5552,-121.4183,Sacramento
55,1218,34.8536,-116.7858,Daggett
74,823,33.938,-118.3888,Los Angeles
79,901,37.40583,-122.04806,Mountain View
72,1020,36.58806,-121.84528,Monterey
81,402,36.602,-117.1449,Stovepipe Wells
100,704,38.5069,-121.495,Sacramento
107,920,33.97528,-117.63611000000002,Chino
37,508,37.7592,-119.8208,Yosemite Village
97,702,36.31889,-119.62888999999998,Hanford
100,429,32.81667,-115.68333,El Centro
75,606,33.8116,-118.1463,Long Beach
79,429,32.7,-117.2,San Diego
68,723,41.78028,-124.23666999999999,Crescent City
89,802,34.200559999999996,-118.3575,Burbank
70,930,39.1019,-121.5677,Marysville
67,1124,32.7,-117.2,San Diego
76,817,37.6197,-122.3647,San Francisco
89,519,32.81667,-115.68333,El Centro
53,1108,40.1519,-122.2536,Red Bluff
81,325,33.922779999999996,-118.33417,Hawthorne
82,1001,34.8994,-120.4486,Santa Maria
55,1105,41.3325,-122.33278,Mount Shasta
74,128,32.56667,-117.11667,Imperial Beach
86,411,32.83417,-115.57861000000001,Imperial
66,131,34.8536,-116.7858,Daggett
72,513,37.28472,-120.51278,Merced
89,619,38.5038,-122.8102,Santa Rosa
53,122,38.69556,-121.58972,Sacramento
98,920,34.7411,-118.2116,Lancaster
64,219,33.12806,-117.27944,Carlsbad
65,813,40.97806,-124.10861000000001,Arcata/Eureka
105,814,33.95194,-117.43861000000001,Riverside
64,522,37.6197,-122.3647,San Francisco
88,726,34.209720000000004,-118.48917,Van Nuys
84,1208,33.95194,-117.43861000000001,Riverside
56,211,37.7592,-119.8208,Yosemite Village
65,505,35.23722,-120.64138999999999,San Luis Obispo
69,1103,34.200829999999996,-119.20693999999999,Oxnard
75,811,34.200829999999996,-119.20693999999999,Oxnard
69,514,37.6927,-121.8144,Livermore
72,1004,32.81583,-117.13944,San Diego
74,1205,32.7336,-117.1831,San Diego
79,814,37.3591,-121.92399999999999,San Jose
66,119,38.5038,-122.8102,Santa Rosa
75,825,32.7,-117.2,San Diego
66,125,37.6927,-121.8144,Livermore
100,827,39.49,-121.61833,Oroville
77,727,34.01583,-118.45138999999999,Santa Monica
69,205,37.3711,-118.35799999999999,Bishop
90,826,41.49139,-120.56443999999999,Alturas
70,529,33.286,-117.456,Oceanside
68,504,32.81583,-117.13944,San Diego
59,105,37.8891,-121.2258,Stockton
84,918,38.5038,-122.8102,Santa Rosa
86,826,34.21667,-119.08333,Camarillo
58,330,40.8097,-124.1602,Eureka
90,828,36.6636,-121.6081,Salinas
56,1203,39.12583,-123.20083000000001,Ukiah
51,1225,40.1519,-122.2536,Red Bluff
70,409,35.4344,-119.0542,Bakersfield
94,616,38.69556,-121.58972,Sacramento
73,225,34.209720000000004,-118.48917,Van Nuys
75,424,36.98778,-120.11056,Madera
49,115,39.2774,-120.7102,Emigrant Gap
101,905,33.6186,-114.7142,Blythe
63,502,36.935829999999996,-121.78861,Watsonville
72,808,36.6636,-121.6081,Salinas
92,1004,40.1519,-122.2536,Red Bluff
96,818,38.5552,-121.4183,Sacramento
71,402,39.49,-121.61833,Oroville
94,719,34.05611,-117.60028,Ontario
75,404,34.200829999999996,-119.20693999999999,Oxnard
101,926,33.97528,-117.63611000000002,Chino
69,316,37.7705,-122.4269,San Francisco C.O.
94,1014,37.8891,-121.2258,Stockton
82,826,34.01583,-118.45138999999999,Santa Monica
73,328,34.01583,-118.45138999999999,Santa Monica
62,1222,38.5038,-122.8102,Santa Rosa
95,623,37.2381,-120.8825,Merced
99,925,37.8891,-121.2258,Stockton
70,108,33.21944000000001,-117.34943999999999,Oceanside
62,421,35.23722,-120.64138999999999,San Luis Obispo
70,414,35.4344,-119.0542,Bakersfield
64,104,32.7,-117.2,San Diego
102,620,36.31889,-119.62888999999998,Hanford
61,1111,40.8097,-124.1602,Eureka
92,417,33.8222,-116.5043,Palm Springs
71,215,34.11667,-119.11667,Point Mugu
92,812,39.1019,-121.5677,Marysville
57,501,41.78028,-124.23666999999999,Crescent City
85,622,33.8116,-118.1463,Long Beach
77,403,38.3775,-121.9575,Vacaville
60,1227,32.81583,-117.13944,San Diego
79,1016,33.8116,-118.1463,Long Beach
71,208,32.7336,-117.1831,San Diego
72,707,34.4258,-119.8425,Santa Barbara
71,206,37.2381,-120.8825,Merced
70,1007,36.58806,-121.84528,Monterey
87,830,33.8116,-118.1463,Long Beach
75,325,34.4141,-119.8796,Santa Barbara
75,121,33.68,-117.86639,Santa Ana
79,731,38.5038,-122.8102,Santa Rosa
75,1002,36.6636,-121.6081,Salinas
92,814,37.6241,-120.9505,Modesto
86,209,34.7675,-114.6188,Needles
59,522,41.49139,-120.56443999999999,Alturas
58,126,37.6241,-120.9505,Modesto
95,1010,34.8536,-116.7858,Daggett
79,902,34.8994,-120.4486,Santa Maria
73,515,36.78,-119.7194,Fresno
68,502,33.938,-118.3888,Los Angeles
66,1206,36.58806,-121.84528,Monterey
77,313,37.6542,-122.115,Hayward
92,512,33.8222,-116.5043,Palm Springs
79,316,34.8994,-120.4486,Santa Maria
54,1205,37.9917,-122.055,Concord
70,505,37.3591,-121.92399999999999,San Jose
98,907,40.1519,-122.2536,Red Bluff
90,1011,34.4258,-119.8425,Santa Barbara
76,1001,40.5175,-122.2986,Redding
68,106,41.3325,-122.33278,Mount Shasta
91,724,34.62944,-118.08361000000001,Palmdale
65,1129,34.05611,-117.60028,Ontario
74,1218,33.95194,-117.43861000000001,Riverside
98,730,41.49139,-120.56443999999999,Alturas
76,418,41.3325,-122.33278,Mount Shasta
104,1008,33.626670000000004,-116.15943999999999,Palm Springs
77,1029,35.6875,-117.6931,China Lake
85,831,34.0236,-118.2911,Los Angeles
112,813,33.8222,-116.5043,Palm Springs
99,608,34.62944,-118.08361000000001,Palmdale
76,1019,37.28472,-120.51278,Merced
39,1228,37.3711,-118.35799999999999,Bishop
79,609,33.405,-118.41583,Avalon
92,1014,34.05611,-117.60028,Ontario
63,1125,32.7,-117.2,San Diego
64,1129,34.200559999999996,-118.3575,Burbank
80,518,34.8536,-116.7858,Daggett
89,625,33.4392,-117.1904,Fallbrook
76,503,32.6233,-116.4728,Campo
108,817,36.31889,-119.62888999999998,Hanford
84,1022,33.6186,-114.7142,Blythe
58,1202,40.1519,-122.2536,Red Bluff
72,430,41.3325,-122.33278,Mount Shasta
62,115,37.3591,-121.92399999999999,San Jose
57,222,36.31889,-119.62888999999998,Hanford
66,1005,37.3711,-118.35799999999999,Bishop
75,222,32.81667,-115.68333,El Centro
79,215,34.200559999999996,-118.3575,Burbank
75,1223,33.626670000000004,-116.15943999999999,Palm Springs
81,720,37.6542,-122.115,Hayward
89,817,33.0375,-116.91583,Ramona
72,711,36.58806,-121.84528,Monterey
91,1031,34.05611,-117.60028,Ontario
68,309,34.21667,-119.08333,Camarillo
100,610,33.8222,-116.5043,Palm Springs
57,1228,34.01583,-118.45138999999999,Santa Monica
93,1012,37.9917,-122.055,Concord
83,427,32.57222,-116.97944,San Diego
62,524,37.6542,-122.115,Hayward
66,112,34.0236,-118.2911,Los Angeles
64,1107,40.97806,-124.10861000000001,Arcata/Eureka
42,1128,41.3325,-122.33278,Mount Shasta
76,427,34.7436,-118.7242,Sandberg
63,108,40.97806,-124.10861000000001,Arcata/Eureka
59,1229,34.05611,-117.60028,Ontario
65,1103,35.6697,-120.6283,Paso Robles
67,1122,38.69556,-121.58972,Sacramento
79,1114,34.209720000000004,-118.48917,Van Nuys
60,1203,37.7705,-122.4269,San Francisco C.O.
66,303,34.209720000000004,-118.48917,Van Nuys
99,702,37.6241,-120.9505,Modesto
78,1018,33.8116,-118.1463,Long Beach
77,507,39.49,-121.61833,Oroville
55,118,37.6241,-120.9505,Modesto
59,205,37.8891,-121.2258,Stockton
61,1117,37.6197,-122.3647,San Francisco
70,512,33.938,-118.3888,Los Angeles
70,531,34.21667,-119.08333,Camarillo
95,614,37.6241,-120.9505,Modesto
82,420,34.7411,-118.2116,Lancaster
104,919,33.6186,-114.7142,Blythe
86,1015,38.5038,-122.8102,Santa Rosa
97,925,37.28472,-120.51278,Merced
64,223,41.78028,-124.23666999999999,Crescent City
75,925,37.72139,-122.22083,Oakland
66,1121,37.3711,-118.35799999999999,Bishop
88,826,33.922779999999996,-118.33417,Hawthorne
96,428,36.31889,-119.62888999999998,Hanford
73,201,34.01583,-118.45138999999999,Santa Monica
74,519,33.89765,-117.60243,Corona
78,819,33.68,-117.86639,Santa Ana
82,328,39.49,-121.61833,Oroville
109,816,33.97528,-117.63611000000002,Chino
63,119,34.4258,-119.8425,Santa Barbara
83,1006,37.28472,-120.51278,Merced
71,218,32.86667,-117.13333,Miramar
71,329,37.6197,-122.3647,San Francisco
76,1019,33.21944000000001,-117.34943999999999,Oceanside
83,416,38.5069,-121.495,Sacramento
76,307,36.78,-119.7194,Fresno
56,1211,37.7705,-122.4269,San Francisco C.O.
79,117,34.200559999999996,-118.3575,Burbank
71,607,32.56667,-117.11667,Imperial Beach
96,607,38.5069,-121.495,Sacramento
76,1113,34.7675,-114.6188,Needles
74,106,34.7675,-114.6188,Needles
67,308,34.4141,-119.8796,Santa Barbara
72,401,33.21944000000001,-117.34943999999999,Oceanside
54,1128,40.6507,-122.6068,Redding
73,212,40.5175,-122.2986,Redding
69,207,37.8891,-121.2258,Stockton
100,1011,36.602,-117.1449,Stovepipe Wells
80,702,33.922779999999996,-118.33417,Hawthorne
58,1228,33.21944000000001,-117.34943999999999,Oceanside
77,1003,37.40583,-122.04806,Mountain View
69,505,32.86667,-117.13333,Miramar
64,1116,34.01583,-118.45138999999999,Santa Monica
83,1206,32.86667,-117.13333,Miramar
66,509,34.05611,-117.60028,Ontario
92,906,33.87194,-117.97888999999999,Fullerton
69,208,35.23722,-120.64138999999999,San Luis Obispo
68,501,34.200829999999996,-119.20693999999999,Oxnard
67,1217,34.209720000000004,-118.48917,Van Nuys
75,702,36.58806,-121.84528,Monterey
54,1109,40.97806,-124.10861000000001,Arcata/Eureka
96,924,36.31889,-119.62888999999998,Hanford
79,802,37.7592,-119.8208,Yosemite Village
91,814,34.0236,-118.2911,Los Angeles
94,614,39.12583,-123.20083000000001,Ukiah
90,430,32.86667,-117.13333,Miramar
49,1227,37.3591,-121.92399999999999,San Jose
83,428,32.56667,-117.11667,Imperial Beach
78,328,36.935829999999996,-121.78861,Watsonville
78,1121,36.602,-117.1449,Stovepipe Wells
98,616,36.31889,-119.62888999999998,Hanford
79,901,32.81583,-117.13944,San Diego
94,926,38.69556,-121.58972,Sacramento
84,1006,37.6927,-121.8144,Livermore
75,823,37.40583,-122.04806,Mountain View
65,509,33.12806,-117.27944,Carlsbad
94,719,33.8222,-116.5043,Palm Springs
99,825,35.4344,-119.0542,Bakersfield
53,1230,37.2381,-120.8825,Merced
66,424,40.6507,-122.6068,Redding
70,1122,37.40583,-122.04806,Mountain View
71,1002,39.2774,-120.7102,Emigrant Gap
109,704,33.6186,-114.7142,Blythe
64,205,37.7705,-122.4269,San Francisco C.O.
78,901,32.57222,-116.97944,San Diego
67,528,32.7,-117.2,San Diego
91,822,33.9,-117.25,Riverside
86,310,34.7675,-114.6188,Needles
88,922,40.6507,-122.6068,Redding
71,1016,34.62944,-118.08361000000001,Palmdale
92,811,40.5175,-122.2986,Redding
95,314,33.626670000000004,-116.15943999999999,Palm Springs
81,1114,32.83417,-115.57861000000001,Imperial
57,401,40.8097,-124.1602,Eureka
76,506,37.28472,-120.51278,Merced
76,710,33.0375,-116.91583,Ramona
64,1212,34.209720000000004,-118.48917,Van Nuys
71,129,32.57222,-116.97944,San Diego
86,825,32.86667,-117.13333,Miramar
85,1003,38.3775,-121.9575,Vacaville
76,215,40.6507,-122.6068,Redding
77,325,32.7336,-117.1831,San Diego
68,211,37.3591,-121.92399999999999,San Jose
65,1018,40.97806,-124.10861000000001,Arcata/Eureka
65,109,37.40583,-122.04806,Mountain View
113,828,32.83417,-115.57861000000001,Imperial
62,1207,36.602,-117.1449,Stovepipe Wells
59,424,37.7705,-122.4269,San Francisco C.O.
86,713,37.6927,-121.8144,Livermore
73,403,37.3591,-121.92399999999999,San Jose
41,101,41.78139,-122.46806000000001,Montague
102,608,34.209720000000004,-118.48917,Van Nuys
58,509,40.8097,-124.1602,Eureka
73,430,33.938,-118.3888,Los Angeles
66,401,37.6542,-122.115,Hayward
94,824,38.5552,-121.4183,Sacramento
72,1122,36.58806,-121.84528,Monterey
66,522,36.58806,-121.84528,Monterey
50,120,36.33333,-119.95,Lemoore
79,720,39.2774,-120.7102,Emigrant Gap
91,503,34.8536,-116.7858,Daggett
55,502,41.78028,-124.23666999999999,Crescent City
95,529,35.4344,-119.0542,Bakersfield
102,923,34.7675,-114.6188,Needles
74,1016,32.7336,-117.1831,San Diego
90,519,34.7675,-114.6188,Needles
104,920,33.89765,-117.60243,Corona
68,513,39.12583,-123.20083000000001,Ukiah
81,215,34.209720000000004,-118.48917,Van Nuys
86,1027,34.05611,-117.60028,Ontario
57,1223,37.8891,-121.2258,Stockton
83,1101,32.56667,-117.11667,Imperial Beach
67,407,33.21944000000001,-117.34943999999999,Oceanside
84,214,36.6636,-121.6081,Salinas
91,707,38.69556,-121.58972,Sacramento
82,1017,33.8116,-118.1463,Long Beach
79,1113,34.11667,-119.11667,Point Mugu
62,624,38.3208,-123.0747,Bodega
93,910,33.68,-117.86639,Santa Ana
97,809,39.1019,-121.5677,Marysville
70,206,36.6636,-121.6081,Salinas
78,219,33.9,-117.25,Riverside
44,227,38.8983,-119.9947,South Lake Tahoe
53,110,34.7436,-118.7242,Sandberg
62,1226,32.7,-117.2,San Diego
83,428,33.21944000000001,-117.34943999999999,Oceanside
66,1112,37.3711,-118.35799999999999,Bishop
88,420,40.1519,-122.2536,Red Bluff
91,831,34.05611,-117.60028,Ontario
69,113,33.8116,-118.1463,Long Beach
62,110,39.1019,-121.5677,Marysville
100,720,38.3775,-121.9575,Vacaville
88,1031,34.200559999999996,-118.3575,Burbank
86,410,33.8222,-116.5043,Palm Springs
81,309,34.8536,-116.7858,Daggett
64,1027,41.49139,-120.56443999999999,Alturas
63,104,32.83417,-115.57861000000001,Imperial
95,715,36.78,-119.7194,Fresno
99,703,37.2381,-120.8825,Merced
61,404,36.58806,-121.84528,Monterey
84,1005,41.78139,-122.46806000000001,Montague
103,721,32.83417,-115.57861000000001,Imperial
94,924,37.2381,-120.8825,Merced
97,714,37.3711,-118.35799999999999,Bishop
71,1028,37.6542,-122.115,Hayward
58,1127,36.6636,-121.6081,Salinas
81,316,34.62944,-118.08361000000001,Palmdale
76,318,37.6241,-120.9505,Modesto
80,804,38.8983,-119.9947,South Lake Tahoe
50,916,39.2774,-120.7102,Emigrant Gap
63,118,37.3591,-121.92399999999999,San Jose
96,718,37.3711,-118.35799999999999,Bishop
67,217,33.21944000000001,-117.34943999999999,Oceanside
65,1213,33.12806,-117.27944,Carlsbad
61,506,41.49139,-120.56443999999999,Alturas
115,615,34.7675,-114.6188,Needles
67,922,37.6542,-122.115,Hayward
61,502,37.7705,-122.4269,San Francisco C.O.
92,529,39.49,-121.61833,Oroville
88,1023,34.05611,-117.60028,Ontario
65,1103,37.6241,-120.9505,Modesto
67,120,34.209720000000004,-118.48917,Van Nuys
69,1103,40.5175,-122.2986,Redding
77,722,37.3591,-121.92399999999999,San Jose
81,206,32.86667,-117.13333,Miramar
59,1214,32.7,-117.2,San Diego
65,222,32.7336,-117.1831,San Diego
77,416,34.7675,-114.6188,Needles
84,1026,36.78,-119.7194,Fresno
96,827,33.87194,-117.97888999999999,Fullerton
50,1111,38.8983,-119.9947,South Lake Tahoe
91,812,38.69556,-121.58972,Sacramento
62,1219,32.7,-117.2,San Diego
83,1023,37.28472,-120.51278,Merced
83,624,34.0236,-118.2911,Los Angeles
67,225,34.4258,-119.8425,Santa Barbara
75,601,34.0236,-118.2911,Los Angeles
79,419,34.200559999999996,-118.3575,Burbank
78,916,34.8994,-120.4486,Santa Maria
78,403,33.286,-117.456,Oceanside
100,818,39.49,-121.61833,Oroville
56,1212,38.5552,-121.4183,Sacramento
67,330,34.200829999999996,-119.20693999999999,Oxnard
71,507,35.4344,-119.0542,Bakersfield
66,113,33.21944000000001,-117.34943999999999,Oceanside
71,515,35.6697,-120.6283,Paso Robles
67,1118,36.6636,-121.6081,Salinas
50,1226,41.78028,-124.23666999999999,Crescent City
80,1001,38.5069,-121.495,Sacramento
78,1208,32.56667,-117.11667,Imperial Beach
95,908,37.72139,-122.22083,Oakland
76,504,38.69556,-121.58972,Sacramento
57,316,41.78139,-122.46806000000001,Montague
53,1126,37.6197,-122.3647,San Francisco
90,1008,38.5069,-121.495,Sacramento
69,506,33.95194,-117.43861000000001,Riverside
73,211,34.8536,-116.7858,Daggett
73,1112,33.21944000000001,-117.34943999999999,Oceanside
57,1027,37.7592,-119.8208,Yosemite Village
70,409,36.33333,-119.95,Lemoore
93,530,33.9,-117.25,Riverside
90,1101,33.8222,-116.5043,Palm Springs
86,1008,40.1519,-122.2536,Red Bluff
94,725,34.7411,-118.2116,Lancaster
80,719,36.58806,-121.84528,Monterey
78,710,33.4392,-117.1904,Fallbrook
76,1118,33.626670000000004,-116.15943999999999,Palm Springs
67,203,36.31889,-119.62888999999998,Hanford
66,303,37.6542,-122.115,Hayward
60,1214,33.68,-117.86639,Santa Ana
68,425,33.97528,-117.63611000000002,Chino
77,609,36.6636,-121.6081,Salinas
94,1010,34.7411,-118.2116,Lancaster
88,213,34.0236,-118.2911,Los Angeles
82,603,37.8891,-121.2258,Stockton
58,514,40.97806,-124.10861000000001,Arcata/Eureka
68,717,37.7705,-122.4269,San Francisco C.O.
100,619,33.95194,-117.43861000000001,Riverside
97,730,34.05611,-117.60028,Ontario
61,1215,34.01583,-118.45138999999999,Santa Monica
97,809,40.1519,-122.2536,Red Bluff
74,213,37.8891,-121.2258,Stockton
69,530,36.935829999999996,-121.78861,Watsonville
73,1205,33.21944000000001,-117.34943999999999,Oceanside
63,1002,40.8097,-124.1602,Eureka
92,1028,32.81667,-115.68333,El Centro
72,619,33.286,-117.456,Oceanside
61,420,36.935829999999996,-121.78861,Watsonville
101,715,40.6507,-122.6068,Redding
69,119,33.68,-117.86639,Santa Ana
76,117,33.8116,-118.1463,Long Beach
68,308,32.7,-117.2,San Diego
105,911,38.3775,-121.9575,Vacaville
58,521,34.7436,-118.7242,Sandberg
74,824,36.6636,-121.6081,Salinas
56,1123,41.78028,-124.23666999999999,Crescent City
88,504,32.83417,-115.57861000000001,Imperial
73,1020,33.12806,-117.27944,Carlsbad
65,129,36.78,-119.7194,Fresno
72,410,39.12583,-123.20083000000001,Ukiah
64,227,33.89765,-117.60243,Corona
80,702,33.405,-118.41583,Avalon
86,329,34.209720000000004,-118.48917,Van Nuys
80,903,35.23722,-120.64138999999999,San Luis Obispo
77,819,33.922779999999996,-118.33417,Hawthorne
93,712,36.78,-119.7194,Fresno
63,513,37.72139,-122.22083,Oakland
82,522,33.6186,-114.7142,Blythe
71,1105,32.57222,-116.97944,San Diego
67,316,39.1019,-121.5677,Marysville
62,129,37.3711,-118.35799999999999,Bishop
69,1130,33.87194,-117.97888999999999,Fullerton
82,1206,32.57222,-116.97944,San Diego
43,1219,41.78139,-122.46806000000001,Montague
87,506,32.83417,-115.57861000000001,Imperial
97,607,37.6241,-120.9505,Modesto
80,822,34.21667,-119.08333,Camarillo
83,1015,33.87194,-117.97888999999999,Fullerton
79,606,33.9,-117.25,Riverside
67,304,37.72139,-122.22083,Oakland
76,1022,34.11667,-119.11667,Point Mugu
94,807,36.98778,-120.11056,Madera
